construction heuristic,flip fct,step fct,network name,n,m,k,k-index,edge connectivity,initial max-flow,best max-flow,first interdiction max-flow,best search max-flow,delta cost calculations,flips,non-improving flips,tabu-searches in k,tabu-searches in G,list of max-flows,probability p
cut,rand,prob,Small.100.10.2.1.gexf,100,1000,2,1,10,10.0,8.0,8.0,8.0,2313,142,126,0,0,"[10.0, 8.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 9.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 9.0, 8.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 8.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0]",0.05
cut,rand,prob,Small.100.10.2.1.gexf,100,1000,3,2,10,10.0,7.0,7.0,8.0,2278,117,99,0,0,"[10.0, 7.0, 8.0, 8.0, 8.0, 9.0, 9.0, 10.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 9.0, 9.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 9.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 9.0, 10.0, 10.0, 10.0, 10.0, 9.0, 9.0, 9.0, 10.0, 10.0, 9.0, 9.0, 9.0, 10.0, 10.0, 9.0, 8.0, 8.0]",0.05
cut,rand,prob,Small.100.10.2.1.gexf,100,1000,5,3,10,10.0,3.0,3.0,4.0,2339,128,109,0,0,"[10.0, 3.0, 4.0, 5.0, 6.0, 6.0, 6.0, 5.0, 6.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 8.0, 7.0, 7.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 7.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 5.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",0.05
cut,rand,prob,Small.100.10.2.1.gexf,100,F,10,4,10,F,F,F,F,F,F,F,F,F,F,0.05
cut,rand,prob,Small.100.10.5.1.gexf,100,1000,2,1,9,9.0,7.0,7.0,7.0,2183,111,95,0,0,"[9.0, 7.0, 8.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 8.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 7.0, 8.0, 9.0, 9.0, 9.0, 9.0, 9.0, 9.0, 8.0, 8.0, 7.0, 8.0, 8.0, 8.0, 9.0, 9.0, 9.0, 9.0, 8.0]",0.05
cut,rand,prob,Small.100.10.5.1.gexf,100,1000,3,2,9,9.0,5.0,5.0,5.0,2179,133,113,0,0,"[9.0, 5.0, 6.0, 7.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 8.0, 8.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 6.0, 5.0, 5.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 7.0, 8.0, 7.0, 6.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 6.0, 6.0, 7.0, 8.0, 8.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 8.0, 7.0, 7.0, 7.0, 8.0, 8.0, 7.0, 6.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 6.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0]",0.05
cut,rand,prob,Small.100.10.5.1.gexf,100,1000,5,3,9,9.0,3.0,3.0,4.0,2216,112,102,0,0,"[9.0, 3.0, 4.0, 5.0, 6.0, 7.0, 7.0, 7.0, 6.0, 6.0, 6.0, 7.0, 7.0, 7.0, 7.0, 6.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 6.0, 7.0, 7.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 8.0, 7.0, 7.0, 6.0, 6.0, 7.0, 7.0, 8.0, 8.0, 8.0, 7.0, 7.0, 7.0, 7.0, 8.0, 7.0, 7.0, 7.0]",0.05
cut,rand,prob,Small.100.10.5.1.gexf,100,F,10,4,9,F,F,F,F,F,F,F,F,F,F,0.05
cut,rand,prob,R-MAT.100.5.1.gexf,100,419,2,1,11,15.0,11.0,11.0,11.0,3748,275,176,0,0,"[15.0, 11.0, 13.0, 15.0, 14.0, 14.0, 15.0, 15.0, 13.0, 15.0, 13.0, 13.0, 13.0, 12.0, 14.0, 14.0, 15.0, 15.0, 15.0, 14.0, 15.0, 14.0, 15.0, 15.0, 15.0, 15.0, 15.0, 14.0, 15.0, 15.0, 13.0, 15.0, 15.0, 13.0, 12.0, 13.0, 13.0, 15.0, 15.0, 15.0, 14.0, 13.0, 14.0, 14.0, 14.0, 15.0, 15.0, 15.0, 14.0, 14.0, 13.0, 14.0, 13.0, 14.0, 14.0, 15.0, 13.0, 11.0, 13.0, 12.0, 13.0, 13.0, 13.0, 12.0, 13.0, 15.0, 14.0, 13.0, 12.0, 14.0, 15.0, 15.0, 15.0, 15.0, 14.0, 14.0, 13.0, 14.0, 14.0, 14.0, 13.0, 14.0, 13.0, 13.0, 12.0, 13.0, 13.0, 13.0, 15.0, 14.0, 13.0, 12.0, 13.0, 15.0, 13.0, 15.0, 14.0, 13.0, 12.0, 13.0, 12.0, 14.0, 13.0, 15.0, 15.0, 14.0, 13.0, 14.0, 14.0, 13.0, 12.0, 14.0, 13.0, 12.0, 11.0, 13.0, 15.0, 13.0, 11.0, 13.0, 15.0, 13.0, 13.0, 12.0, 14.0, 13.0, 12.0, 14.0, 14.0, 15.0, 15.0, 15.0, 15.0, 15.0, 13.0, 11.0, 13.0, 12.0, 13.0, 13.0, 12.0, 14.0, 14.0, 14.0, 14.0, 14.0, 15.0, 15.0, 14.0, 13.0, 14.0, 15.0, 15.0, 15.0, 13.0, 13.0, 11.0, 13.0, 11.0, 13.0, 13.0, 15.0, 14.0, 15.0, 14.0, 15.0, 15.0, 13.0, 12.0, 14.0, 14.0, 15.0, 15.0, 14.0, 14.0, 12.0, 13.0, 12.0, 14.0, 12.0, 13.0, 13.0, 13.0, 15.0, 14.0, 14.0, 14.0, 15.0, 15.0, 15.0, 14.0, 15.0, 15.0, 14.0, 12.0, 14.0, 13.0, 15.0, 13.0, 15.0, 15.0, 15.0, 14.0, 15.0, 15.0, 15.0, 15.0, 14.0, 13.0, 14.0, 14.0, 15.0, 15.0, 14.0, 15.0, 15.0, 15.0, 14.0, 15.0, 14.0, 15.0, 14.0, 15.0, 15.0, 13.0, 15.0, 15.0, 13.0, 12.0, 13.0, 13.0, 11.0, 13.0, 15.0, 15.0, 15.0, 14.0, 14.0, 14.0, 15.0, 14.0, 13.0, 12.0, 14.0, 14.0, 13.0, 12.0, 12.0, 14.0, 13.0, 15.0, 14.0, 14.0, 15.0, 14.0, 15.0, 15.0, 14.0, 15.0, 15.0, 15.0, 14.0, 14.0, 14.0, 15.0, 14.0, 13.0, 15.0, 15.0, 15.0, 15.0, 13.0, 11.0, 13.0, 13.0, 12.0, 14.0]",0.05
cut,rand,prob,R-MAT.100.5.1.gexf,100,419,3,2,11,15.0,8.0,8.0,9.0,3871,275,188,0,0,"[15.0, 8.0, 10.0, 10.0, 9.0, 11.0, 10.0, 12.0, 11.0, 12.0, 11.0, 13.0, 11.0, 11.0, 11.0, 11.0, 13.0, 11.0, 11.0, 12.0, 11.0, 13.0, 14.0, 14.0, 13.0, 14.0, 13.0, 14.0, 13.0, 13.0, 13.0, 13.0, 12.0, 13.0, 13.0, 13.0, 12.0, 13.0, 13.0, 13.0, 13.0, 14.0, 13.0, 13.0, 12.0, 12.0, 13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 14.0, 13.0, 12.0, 11.0, 12.0, 11.0, 13.0, 12.0, 13.0, 12.0, 13.0, 12.0, 13.0, 13.0, 14.0, 12.0, 11.0, 10.0, 11.0, 13.0, 12.0, 12.0, 11.0, 10.0, 11.0, 10.0, 9.0, 11.0, 12.0, 13.0, 13.0, 14.0, 13.0, 13.0, 13.0, 14.0, 14.0, 13.0, 13.0, 12.0, 12.0, 10.0, 12.0, 13.0, 13.0, 12.0, 13.0, 13.0, 13.0, 14.0, 13.0, 13.0, 12.0, 12.0, 12.0, 11.0, 12.0, 11.0, 12.0, 10.0, 10.0, 10.0, 12.0, 14.0, 14.0, 13.0, 11.0, 12.0, 14.0, 13.0, 12.0, 10.0, 11.0, 13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 13.0, 12.0, 13.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 13.0, 12.0, 12.0, 12.0, 11.0, 10.0, 12.0, 12.0, 13.0, 13.0, 13.0, 14.0, 14.0, 13.0, 12.0, 12.0, 12.0, 11.0, 12.0, 12.0, 12.0, 14.0, 13.0, 12.0, 11.0, 9.0, 10.0, 10.0, 12.0, 14.0, 14.0, 13.0, 13.0, 13.0, 11.0, 12.0, 10.0, 10.0, 10.0, 9.0, 11.0, 12.0, 12.0, 11.0, 11.0, 13.0, 14.0, 14.0, 12.0, 11.0, 11.0, 12.0, 11.0, 11.0, 11.0, 12.0, 12.0, 12.0, 14.0, 14.0, 14.0, 13.0, 13.0, 12.0, 11.0, 10.0, 11.0, 12.0, 11.0, 13.0, 12.0, 12.0, 13.0, 13.0, 13.0, 13.0, 13.0, 12.0, 13.0, 13.0, 13.0, 14.0, 14.0, 14.0, 14.0, 13.0, 13.0, 13.0, 13.0, 13.0, 12.0, 11.0, 10.0, 11.0, 11.0, 10.0, 12.0, 14.0, 13.0, 14.0, 13.0, 13.0, 11.0, 12.0, 14.0, 14.0, 14.0, 14.0, 14.0, 14.0, 13.0, 13.0, 14.0, 14.0, 14.0, 13.0, 14.0, 13.0, 13.0, 14.0, 14.0, 13.0, 13.0, 11.0, 13.0, 13.0, 13.0, 13.0, 14.0, 14.0, 13.0, 13.0, 12.0, 14.0]",0.05
cut,rand,prob,R-MAT.100.5.1.gexf,100,419,5,3,11,15.0,6.0,6.0,7.0,3889,278,207,0,0,"[15.0, 6.0, 7.0, 7.0, 9.0, 8.0, 9.0, 11.0, 11.0, 11.0, 11.0, 10.0, 10.0, 9.0, 9.0, 11.0, 11.0, 11.0, 11.0, 9.0, 11.0, 11.0, 10.0, 11.0, 11.0, 11.0, 10.0, 10.0, 12.0, 12.0, 11.0, 11.0, 11.0, 11.0, 12.0, 12.0, 11.0, 10.0, 11.0, 12.0, 11.0, 11.0, 10.0, 10.0, 12.0, 12.0, 11.0, 11.0, 11.0, 11.0, 11.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 13.0, 14.0, 14.0, 13.0, 13.0, 14.0, 13.0, 13.0, 13.0, 12.0, 13.0, 12.0, 11.0, 10.0, 11.0, 11.0, 10.0, 11.0, 12.0, 11.0, 11.0, 12.0, 12.0, 12.0, 14.0, 14.0, 13.0, 12.0, 13.0, 11.0, 11.0, 11.0, 11.0, 13.0, 13.0, 13.0, 13.0, 12.0, 12.0, 10.0, 10.0, 12.0, 11.0, 11.0, 12.0, 12.0, 11.0, 12.0, 12.0, 12.0, 12.0, 13.0, 14.0, 14.0, 14.0, 13.0, 13.0, 12.0, 11.0, 11.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 12.0, 11.0, 11.0, 11.0, 11.0, 13.0, 14.0, 14.0, 14.0, 14.0, 14.0, 13.0, 14.0, 14.0, 13.0, 13.0, 11.0, 11.0, 11.0, 11.0, 10.0, 11.0, 13.0, 13.0, 13.0, 12.0, 12.0, 11.0, 11.0, 11.0, 12.0, 12.0, 12.0, 11.0, 11.0, 11.0, 9.0, 11.0, 12.0, 12.0, 12.0, 11.0, 12.0, 13.0, 13.0, 11.0, 10.0, 10.0, 11.0, 10.0, 11.0, 12.0, 12.0, 10.0, 9.0, 9.0, 9.0, 9.0, 8.0, 9.0, 9.0, 9.0, 11.0, 11.0, 11.0, 13.0, 12.0, 12.0, 12.0, 12.0, 13.0, 12.0, 11.0, 12.0, 13.0, 13.0, 13.0, 13.0, 13.0, 12.0, 13.0, 13.0, 13.0, 13.0, 12.0, 11.0, 9.0, 7.0, 8.0, 8.0, 10.0, 11.0, 11.0, 12.0, 14.0, 14.0, 14.0, 13.0, 12.0, 11.0, 12.0, 10.0, 10.0, 11.0, 10.0, 10.0, 8.0, 10.0, 11.0, 11.0, 10.0, 11.0, 11.0, 11.0, 11.0, 11.0, 11.0, 13.0, 14.0, 14.0, 13.0, 13.0, 13.0, 13.0, 13.0, 14.0, 14.0, 14.0, 13.0, 13.0, 14.0, 14.0, 12.0, 12.0, 14.0, 14.0, 13.0, 12.0, 12.0, 13.0, 13.0, 14.0, 13.0, 13.0, 14.0, 13.0, 13.0, 12.0, 12.0, 12.0, 13.0, 12.0, 10.0, 10.0, 10.0, 11.0]",0.05
cut,rand,prob,R-MAT.100.5.1.gexf,100,419,10,4,11,15.0,0,0,inf,0,0,0,0,0,"[15.0, 0]",0.05
cut,rand,prob,R-MAT.100.25.1.gexf,100,1423,2,1,35,103.0,77.0,77.0,90.0,1351,85,60,0,0,"[103.0, 77.0, 90.0, 103.0, 101.0, 103.0, 90.0, 90.0, 103.0, 103.0, 90.0, 103.0, 102.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 102.0, 102.0, 103.0, 103.0, 103.0, 103.0, 102.0, 103.0, 102.0, 103.0, 103.0, 103.0, 103.0, 103.0, 100.0, 100.0, 100.0, 99.0, 99.0, 98.0, 102.0, 102.0, 103.0, 103.0, 102.0, 102.0, 103.0, 103.0, 102.0, 95.0, 102.0, 100.0, 95.0, 96.0, 96.0, 95.0, 102.0, 103.0, 103.0, 103.0, 103.0, 103.0, 102.0, 101.0, 102.0, 102.0, 103.0, 102.0, 103.0, 103.0, 103.0, 95.0, 103.0, 96.0, 103.0, 102.0, 102.0, 101.0, 102.0, 103.0, 103.0, 103.0, 99.0, 97.0, 99.0, 99.0, 103.0]",0.05
cut,rand,prob,R-MAT.100.25.1.gexf,100,1423,3,2,35,103.0,69.0,69.0,79.0,1363,95,71,0,0,"[103.0, 69.0, 82.0, 82.0, 90.0, 103.0, 103.0, 103.0, 102.0, 103.0, 103.0, 101.0, 100.0, 101.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 103.0, 102.0, 98.0, 102.0, 100.0, 100.0, 102.0, 96.0, 97.0, 103.0, 103.0, 103.0, 103.0, 103.0, 90.0, 90.0, 103.0, 102.0, 103.0, 103.0, 103.0, 101.0, 101.0, 101.0, 101.0, 101.0, 101.0, 100.0, 102.0, 102.0, 102.0, 102.0, 102.0, 103.0, 102.0, 102.0, 103.0, 99.0, 99.0, 99.0, 92.0, 92.0, 79.0, 83.0, 82.0, 89.0, 90.0, 88.0, 87.0, 100.0, 102.0, 102.0, 103.0, 103.0, 102.0, 102.0, 103.0, 102.0, 89.0, 89.0, 102.0, 102.0, 102.0, 103.0, 103.0, 103.0, 101.0, 97.0, 97.0, 99.0, 99.0, 99.0, 99.0, 91.0]",0.05
cut,rand,prob,R-MAT.100.25.1.gexf,100,1423,5,3,35,103.0,45.0,45.0,58.0,1360,68,51,0,0,"[103.0, 45.0, 58.0, 58.0, 64.0, 71.0, 71.0, 71.0, 71.0, 84.0, 82.0, 89.0, 89.0, 85.0, 84.0, 88.0, 88.0, 88.0, 88.0, 88.0, 89.0, 89.0, 89.0, 91.0, 91.0, 91.0, 91.0, 91.0, 91.0, 90.0, 91.0, 91.0, 90.0, 90.0, 90.0, 90.0, 86.0, 87.0, 91.0, 91.0, 91.0, 91.0, 91.0, 88.0, 87.0, 87.0, 87.0, 87.0, 87.0, 86.0, 85.0, 86.0, 86.0, 90.0, 89.0, 88.0, 88.0, 89.0, 89.0, 90.0, 89.0, 89.0, 90.0, 78.0, 77.0, 76.0, 89.0, 90.0, 85.0, 85.0]",0.05
cut,rand,prob,R-MAT.100.25.1.gexf,100,1423,10,4,35,103.0,27.0,27.0,29.0,1426,98,75,0,0,"[103.0, 27.0, 29.0, 36.0, 38.0, 42.0, 42.0, 42.0, 55.0, 58.0, 58.0, 58.0, 58.0, 58.0, 54.0, 54.0, 61.0, 61.0, 61.0, 61.0, 61.0, 74.0, 74.0, 74.0, 73.0, 73.0, 73.0, 77.0, 74.0, 72.0, 72.0, 71.0, 71.0, 70.0, 72.0, 75.0, 72.0, 71.0, 71.0, 71.0, 70.0, 68.0, 68.0, 68.0, 69.0, 76.0, 74.0, 74.0, 74.0, 75.0, 74.0, 74.0, 76.0, 76.0, 75.0, 76.0, 80.0, 79.0, 79.0, 79.0, 80.0, 77.0, 77.0, 75.0, 74.0, 73.0, 70.0, 70.0, 72.0, 72.0, 72.0, 71.0, 72.0, 75.0, 75.0, 79.0, 77.0, 79.0, 82.0, 82.0, 82.0, 82.0, 83.0, 83.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 80.0, 73.0, 80.0, 81.0, 81.0, 81.0, 84.0, 84.0, 84.0]",0.05
cut,rand,prob,Complete.100.1.1.gexf,100,9900,2,1,99,53.038258215691236,51.08495848779826,51.08495848779826,52.058757568674366,200,12,5,0,0,"[53.038258215691236, 51.08495848779826, 52.058757568674366, 53.03825821569124, 53.038258215691236, 53.038258215691236, 53.03825821569123, 53.03825821569122, 53.03825821569123, 53.03825821569124, 53.03825821569123, 53.0382582156912, 52.75441959929919, 52.754419599299176]",0.05
cut,rand,prob,Complete.100.1.1.gexf,100,9900,3,2,99,53.038258215691236,49.82899473155973,49.82899473155973,50.80279381243584,205,11,8,0,0,"[53.038258215691236, 49.82899473155973, 50.802793812435866, 50.80279381243584, 51.77491895228232, 51.77491895228232, 51.77491895228232, 51.774918952282334, 51.774918952282334, 51.77491895228232, 52.754419599299204, 52.75441959929917, 52.7544195992992]",0.05
cut,rand,prob,Complete.100.1.1.gexf,100,9900,5,3,99,53.038258215691236,47.915648153622065,47.915648153622065,48.887773293468534,207,14,8,0,0,"[53.038258215691236, 47.915648153622065, 48.88777329346854, 48.887773293468534, 48.88777329346854, 49.85323375774223, 49.85323375774221, 50.82703283861836, 50.82703283861833, 50.82703283861835, 50.82703283861833, 50.82703283861836, 50.82703283861832, 51.774918952282334, 51.774918952282306, 52.75441959929918]",0.05
cut,rand,prob,Complete.100.1.1.gexf,100,9900,10,4,99,53.038258215691236,43.287051011158496,43.287051011158496,44.25251147543216,204,23,10,0,0,"[53.038258215691236, 43.287051011158496, 44.25251147543217, 44.25251147543216, 44.34680543343622, 44.34680543343621, 44.3468054334362, 45.29362985297815, 45.29362985297814, 46.23501144655016, 46.23501144655015, 47.048086584013504, 47.048086584013504, 47.04808658401349, 47.96252648297855, 47.96252648297853, 47.962526482978525, 48.942027129995395, 48.94202712999538, 49.889913243659386, 49.88991324365938, 49.889913243659386, 49.88991324365938, 49.15081337207176, 49.15081337207173]",0.05
cut,rand,prob,Complete.100.20.1.gexf,100,9900,2,1,99,931,893,893,912,204,15,13,0,0,"[931, 893, 912, 912, 931, 931, 931, 931, 931, 931, 931, 926, 917, 926, 931, 931, 931]",0.05
cut,rand,prob,Complete.100.20.1.gexf,100,9900,3,2,99,931,874,874,893,210,12,10,0,0,"[931, 874, 893, 893, 893, 912, 931, 928, 920, 928, 928, 928, 928, 928]",0.05
cut,rand,prob,Complete.100.20.1.gexf,100,9900,5,3,99,931,833,833,852,212,12,10,0,0,"[931, 833, 852, 871, 890, 909, 909, 928, 928, 926, 928, 915, 928, 928]",0.05
cut,rand,prob,Complete.100.20.1.gexf,100,9900,10,4,99,931,746,746,765,208,6,6,0,0,"[931, 746, 765, 784, 803, 821, 840, 840]",0.05
cut,rand,prob,Rand.Uni.100.5.1.gexf,100,500,2,1,6,4.7465977072765915,2.824666795491421,2.824666795491421,3.00385340909481,2763,169,111,0,0,"[4.7465977072765915, 2.824666795491421, 3.772476540781271, 3.1499821984907315, 3.772476540781271, 3.772476540781272, 3.772476540781271, 3.772476540781272, 3.772476540781271, 3.055482644204306, 3.772476540781271, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 3.7987879619867413, 3.7987879619867413, 3.7987879619867413, 3.7987879619867413, 3.7987879619867413, 3.1762936196962013, 3.7987879619867413, 3.7987879619867413, 3.7987879619867413, 4.7465977072765915, 4.7465977072765915, 3.951663154384661, 3.951663154384661, 3.951663154384661, 3.2346692578076954, 4.029603810699626, 4.029603810699626, 4.029603810699626, 3.772476540781272, 3.772476540781271, 3.772476540781272, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.029603810699626, 4.029603810699626, 4.029603810699626, 4.029603810699626, 4.029603810699626, 4.029603810699626, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 3.7987879619867413, 4.746597707276591, 3.951663154384661, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.029603810699626, 4.7465977072765915, 4.7465977072765915, 4.029603810699626, 3.7987879619867413, 3.7987879619867413, 3.7987879619867413, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.056353703544608, 3.7987879619867413, 3.00385340909481, 3.951663154384661, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.056353703544608, 4.7465977072765915, 4.7465977072765915, 3.772476540781272, 3.772476540781272, 3.772476540781271, 3.772476540781272, 3.772476540781271, 3.772476540781272, 3.772476540781271, 3.772476540781272, 3.772476540781271, 3.772476540781272, 3.772476540781271, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.029603810699626, 4.029603810699626, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.124103364986052, 3.329168812094121, 3.2346692578076954, 3.951663154384661, 3.951663154384661, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 3.772476540781272, 3.772476540781271, 3.772476540781272, 3.772476540781271, 4.7465977072765915, 4.029603810699626, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.056353703544608, 4.056353703544607, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276592, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915, 4.124103364986052, 4.124103364986052, 4.124103364986052, 4.7465977072765915, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.746597707276591, 4.7465977072765915, 4.7465977072765915]",0.05
