construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4
1004	cut	cap	first	Complete.500.1.1.gexf	500	249500	10	4	[499, 499, 499, 499]	237.310190592602	227.44052157146	227.4405215714601	inf	2	0	0	0	0	[237.31019059260217, 227.4405215714601]	Complete	500	1	1	gexf
1005	cut	cap	first	Complete.500.1.1.gexf	500	249500	50	5	[499, 499, 499, 499]	237.310190592602	190.91641937694	190.9164193769405	inf	2	0	0	0	0	[237.31019059260217, 190.9164193769405]	Complete	500	1	1	gexf
1006	cut	cap	first	Complete.500.20.1.gexf	500	249500	2	1	[499, 499, 499, 499]	4873	4835	4835	inf	2	0	0	0	0	[4873, 4835]	Complete	500	20	1	gexf
1007	cut	cap	first	Complete.500.20.1.gexf	500	249500	3	2	[499, 499, 499, 499]	4873	4816	4816	inf	2	0	0	0	0	[4873, 4816]	Complete	500	20	1	gexf
1008	cut	cap	first	Complete.500.20.1.gexf	500	249500	5	3	[499, 499, 499, 499]	4873	4778	4778	inf	2	0	0	0	0	[4873, 4778]	Complete	500	20	1	gexf
1009	cut	cap	first	Complete.500.20.1.gexf	500	249500	10	4	[499, 499, 499, 499]	4873	4683	4683	inf	2	0	0	0	0	[4873, 4683]	Complete	500	20	1	gexf
1010	cut	cap	first	Complete.500.20.1.gexf	500	249500	50	5	[499, 499, 499, 499]	4873	3952	3952	inf	2	0	0	0	0	[4873, 3952]	Complete	500	20	1	gexf
1011	cut	cap	first	Complete.500.1.2.gexf	500	249500	2	1	[499, 499, 499, 499]	243.405153005754	241.411164261533	241.4111642615335	inf	2	0	0	0	0	[243.4051530057544, 241.4111642615335]	Complete	500	1	2	gexf
1012	cut	cap	first	Complete.500.1.2.gexf	500	249500	3	2	[499, 499, 499, 499]	243.405153005754	240.418098631828	240.41809863182797	inf	2	0	0	0	0	[243.4051530057544, 240.41809863182797]	Complete	500	1	2	gexf
1013	cut	cap	first	Complete.500.1.2.gexf	500	249500	5	3	[499, 499, 499, 499]	243.405153005754	238.436756496874	238.43675649687358	inf	2	0	0	0	0	[243.4051530057544, 238.43675649687358]	Complete	500	1	2	gexf
1014	cut	cap	first	Complete.500.1.2.gexf	500	249500	10	4	[499, 499, 499, 499]	243.405153005754	233.514512289738	233.5145122897378	inf	2	0	0	0	0	[243.4051530057544, 233.5145122897378]	Complete	500	1	2	gexf
1015	cut	cap	first	Complete.500.1.2.gexf	500	249500	50	5	[499, 499, 499, 499]	243.405153005754	196.002548599659	196.0025485996594	inf	3	0	0	0	0	[243.4051530057544, 196.0025485996594]	Complete	500	1	2	gexf
1016	cut	cap	first	Complete.500.20.2.gexf	500	249500	2	1	[499, 499, 499, 499]	4813	4775	4775	inf	2	0	0	0	0	[4813, 4775]	Complete	500	20	2	gexf
1017	cut	cap	first	Complete.500.20.2.gexf	500	249500	3	2	[499, 499, 499, 499]	4813	4756	4756	inf	2	0	0	0	0	[4813, 4756]	Complete	500	20	2	gexf
1018	cut	cap	first	Complete.500.20.2.gexf	500	249500	5	3	[499, 499, 499, 499]	4813	4718	4718	inf	2	0	0	0	0	[4813, 4718]	Complete	500	20	2	gexf
1019	cut	cap	first	Complete.500.20.2.gexf	500	249500	10	4	[499, 499, 499, 499]	4813	4623	4623	inf	2	0	0	0	0	[4813, 4623]	Complete	500	20	2	gexf
1020	cut	cap	first	Complete.500.20.2.gexf	500	249500	50	5	[499, 499, 499, 499]	4813	3899	3899	inf	3	0	0	0	0	[4813, 3899]	Complete	500	20	2	gexf
1021	cut	cap	first	Complete.500.1.3.gexf	500	249500	2	1	[499, 499, 499, 499]	254.628338111687	252.633018527205	252.63301852720542	inf	2	0	0	0	0	[254.62833811168707, 252.63301852720542]	Complete	500	1	3	gexf
1022	cut	cap	first	Complete.500.1.3.gexf	500	249500	3	2	[499, 499, 499, 499]	254.628338111687	251.638800639512	251.63880063951177	inf	2	0	0	0	0	[254.62833811168707, 251.63880063951177]	Complete	500	1	3	gexf
1023	cut	cap	first	Complete.500.1.3.gexf	500	249500	5	3	[499, 499, 499, 499]	254.628338111687	249.656034512846	249.65603451284562	inf	1	0	0	0	0	[254.62833811168707, 249.65603451284562]	Complete	500	1	3	gexf
1024	cut	cap	first	Complete.500.1.3.gexf	500	249500	10	4	[499, 499, 499, 499]	254.628338111687	244.723545098259	244.72354509825894	inf	2	0	0	0	0	[254.62833811168707, 244.72354509825894]	Complete	500	1	3	gexf
1025	cut	cap	first	Complete.500.1.3.gexf	500	249500	50	5	[499, 499, 499, 499]	254.628338111687	207.183416460472	207.18341646047196	inf	3	0	0	0	0	[254.62833811168707, 207.18341646047196]	Complete	500	1	3	gexf
1026	cut	cap	first	Complete.500.20.3.gexf	500	249500	2	1	[499, 499, 499, 499]	4877	4839	4839	inf	3	0	0	0	0	[4877, 4839]	Complete	500	20	3	gexf
1027	cut	cap	first	Complete.500.20.3.gexf	500	249500	3	2	[499, 499, 499, 499]	4877	4820	4820	inf	3	0	0	0	0	[4877, 4820]	Complete	500	20	3	gexf
1028	cut	cap	first	Complete.500.20.3.gexf	500	249500	5	3	[499, 499, 499, 499]	4877	4782	4782	inf	2	0	0	0	0	[4877, 4782]	Complete	500	20	3	gexf
1029	cut	cap	first	Complete.500.20.3.gexf	500	249500	10	4	[499, 499, 499, 499]	4877	4687	4687	inf	2	0	0	0	0	[4877, 4687]	Complete	500	20	3	gexf
1030	cut	cap	first	Complete.500.20.3.gexf	500	249500	50	5	[499, 499, 499, 499]	4877	3958	3958	inf	3	0	0	0	0	[4877, 3958]	Complete	500	20	3	gexf
1031	cut	cap	first	Complete.500.1.4.gexf	500	249500	2	1	[499, 499, 499, 499]	245.992010445526	244.000177612597	244.00017761259687	inf	2	0	0	0	0	[245.99201044552572, 244.00017761259687]	Complete	500	1	4	gexf
1032	cut	cap	first	Complete.500.1.4.gexf	500	249500	3	2	[499, 499, 499, 499]	245.992010445526	243.007865340722	243.0078653407222	inf	2	0	0	0	0	[245.99201044552572, 243.0078653407222]	Complete	500	1	4	gexf
1033	cut	cap	first	Complete.500.1.4.gexf	500	249500	5	3	[499, 499, 499, 499]	245.992010445526	241.031195388093	241.03119538809287	inf	2	0	0	0	0	[245.99201044552572, 241.03119538809287]	Complete	500	1	4	gexf
1034	cut	cap	first	Complete.500.1.4.gexf	500	249500	10	4	[499, 499, 499, 499]	245.992010445526	236.118559139099	236.11855913909912	inf	2	0	0	0	0	[245.99201044552572, 236.11855913909912]	Complete	500	1	4	gexf
1035	cut	cap	first	Complete.500.1.4.gexf	500	249500	50	5	[499, 499, 499, 499]	245.992010445526	198.636927801498	198.6369278014975	inf	3	0	0	0	0	[245.99201044552572, 198.6369278014975]	Complete	500	1	4	gexf
1036	cut	cap	first	Complete.500.20.4.gexf	500	249500	2	1	[499, 499, 499, 499]	4794	4756	4756	inf	2	0	0	0	0	[4794, 4756]	Complete	500	20	4	gexf
1037	cut	cap	first	Complete.500.20.4.gexf	500	249500	3	2	[499, 499, 499, 499]	4794	4737	4737	inf	2	0	0	0	0	[4794, 4737]	Complete	500	20	4	gexf
1038	cut	cap	first	Complete.500.20.4.gexf	500	249500	5	3	[499, 499, 499, 499]	4794	4699	4699	inf	1	0	0	0	0	[4794, 4699]	Complete	500	20	4	gexf
1039	cut	cap	first	Complete.500.20.4.gexf	500	249500	10	4	[499, 499, 499, 499]	4794	4604	4604	inf	3	0	0	0	0	[4794, 4604]	Complete	500	20	4	gexf
1040	cut	cap	first	Complete.500.20.4.gexf	500	249500	50	5	[499, 499, 499, 499]	4794	3879	3879	inf	4	0	0	0	0	[4794, 3879]	Complete	500	20	4	gexf
1041	cut	cap	first	Complete.500.1.5.gexf	500	249500	2	1	[499, 499, 499, 499]	250.15229789813	248.160852049453	248.16085204945279	inf	1	0	0	0	0	[250.1522978981302, 248.16085204945279]	Complete	500	1	5	gexf
1042	cut	cap	first	Complete.500.1.5.gexf	500	249500	3	2	[499, 499, 499, 499]	250.15229789813	247.165855000958	247.16585500095792	inf	2	0	0	0	0	[250.1522978981302, 247.16585500095792]	Complete	500	1	5	gexf
1043	cut	cap	first	Complete.500.1.5.gexf	500	249500	5	3	[499, 499, 499, 499]	250.15229789813	245.178556406259	245.17855640625882	inf	2	0	0	0	0	[250.1522978981302, 245.17855640625882]	Complete	500	1	5	gexf
1044	cut	cap	first	Complete.500.1.5.gexf	500	249500	10	4	[499, 499, 499, 499]	250.15229789813	240.249094233149	240.2490942331487	inf	2	0	0	0	0	[250.1522978981302, 240.2490942331487]	Complete	500	1	5	gexf
1045	cut	cap	first	Complete.500.1.5.gexf	500	249500	50	5	[499, 499, 499, 499]	250.15229789813	202.474620646102	202.47462064610167	inf	5	0	0	0	0	[250.1522978981302, 202.47462064610167]	Complete	500	1	5	gexf
1046	cut	cap	first	Complete.500.20.5.gexf	500	249500	2	1	[499, 499, 499, 499]	4821	4783	4783	inf	4	0	0	0	0	[4821, 4783]	Complete	500	20	5	gexf
1047	cut	cap	first	Complete.500.20.5.gexf	500	249500	3	2	[499, 499, 499, 499]	4821	4764	4764	inf	2	0	0	0	0	[4821, 4764]	Complete	500	20	5	gexf
1048	cut	cap	first	Complete.500.20.5.gexf	500	249500	5	3	[499, 499, 499, 499]	4821	4726	4726	inf	1	0	0	0	0	[4821, 4726]	Complete	500	20	5	gexf
1049	cut	cap	first	Complete.500.20.5.gexf	500	249500	10	4	[499, 499, 499, 499]	4821	4631	4631	inf	2	0	0	0	0	[4821, 4631]	Complete	500	20	5	gexf
1050	cut	cap	first	Complete.500.20.5.gexf	500	249500	50	5	[499, 499, 499, 499]	4821	3899	3899	inf	3	0	0	0	0	[4821, 3899]	Complete	500	20	5	gexf
1051	cut	cap	first	Complete.500.1.6.gexf	500	249500	2	1	[499, 499, 499, 499]	241.663440497203	239.665623907367	239.665623907367	inf	2	0	0	0	0	[241.663440497203, 239.665623907367]	Complete	500	1	6	gexf
1052	cut	cap	first	Complete.500.1.6.gexf	500	249500	3	2	[499, 499, 499, 499]	241.663440497203	238.67032478171	238.6703247817096	inf	2	0	0	0	0	[241.663440497203, 238.6703247817096]	Complete	500	1	6	gexf
1053	cut	cap	first	Complete.500.1.6.gexf	500	249500	5	3	[499, 499, 499, 499]	241.663440497203	236.692298947997	236.69229894799727	inf	2	0	0	0	0	[241.663440497203, 236.69229894799727]	Complete	500	1	6	gexf
1054	cut	cap	first	Complete.500.1.6.gexf	500	249500	10	4	[499, 499, 499, 499]	241.663440497203	231.798797696761	231.79879769676137	inf	2	0	0	0	0	[241.663440497203, 231.79879769676137]	Complete	500	1	6	gexf
1055	cut	cap	first	Complete.500.1.6.gexf	500	249500	50	5	[499, 499, 499, 499]	241.663440497203	194.499463371372	194.49946337137203	inf	4	0	0	0	0	[241.663440497203, 194.49946337137203]	Complete	500	1	6	gexf
1056	cut	cap	first	Complete.500.20.6.gexf	500	249500	2	1	[499, 499, 499, 499]	4898	4860	4860	inf	2	0	0	0	0	[4898, 4860]	Complete	500	20	6	gexf
1057	cut	cap	first	Complete.500.20.6.gexf	500	249500	3	2	[499, 499, 499, 499]	4898	4841	4841	inf	2	0	0	0	0	[4898, 4841]	Complete	500	20	6	gexf
1058	cut	cap	first	Complete.500.20.6.gexf	500	249500	5	3	[499, 499, 499, 499]	4898	4803	4803	inf	2	0	0	0	0	[4898, 4803]	Complete	500	20	6	gexf
1059	cut	cap	first	Complete.500.20.6.gexf	500	249500	10	4	[499, 499, 499, 499]	4898	4708	4708	inf	2	0	0	0	0	[4898, 4708]	Complete	500	20	6	gexf
1060	cut	cap	first	Complete.500.20.6.gexf	500	249500	50	5	[499, 499, 499, 499]	4898	3975	3975	inf	3	0	0	0	0	[4898, 3975]	Complete	500	20	6	gexf
1061	cut	cap	first	Complete.500.1.7.gexf	500	249500	2	1	[499, 499, 499, 499]	243.167764269953	241.17407637485	241.1740763748503	inf	3	0	0	0	0	[243.1677642699535, 241.1740763748503]	Complete	500	1	7	gexf
1062	cut	cap	first	Complete.500.1.7.gexf	500	249500	3	2	[499, 499, 499, 499]	243.167764269953	240.178638074663	240.17863807466327	inf	2	0	0	0	0	[243.1677642699535, 240.17863807466327]	Complete	500	1	7	gexf
1063	cut	cap	first	Complete.500.1.7.gexf	500	249500	5	3	[499, 499, 499, 499]	243.167764269953	238.193156710947	238.19315671094694	inf	2	0	0	0	0	[243.1677642699535, 238.19315671094694]	Complete	500	1	7	gexf
1064	cut	cap	first	Complete.500.1.7.gexf	500	249500	10	4	[499, 499, 499, 499]	243.167764269953	233.274935801423	233.27493580142314	inf	2	0	0	0	0	[243.1677642699535, 233.27493580142314]	Complete	500	1	7	gexf
1065	cut	cap	first	Complete.500.1.7.gexf	500	249500	50	5	[499, 499, 499, 499]	243.167764269953	196.189166049515	196.1891660495153	inf	2	0	0	0	0	[243.1677642699535, 196.1891660495153]	Complete	500	1	7	gexf
1066	cut	cap	first	Complete.500.20.7.gexf	500	249500	2	1	[499, 499, 499, 499]	5101	5063	5063	inf	2	0	0	0	0	[5101, 5063]	Complete	500	20	7	gexf
1067	cut	cap	first	Complete.500.20.7.gexf	500	249500	3	2	[499, 499, 499, 499]	5101	5044	5044	inf	2	0	0	0	0	[5101, 5044]	Complete	500	20	7	gexf
1068	cut	cap	first	Complete.500.20.7.gexf	500	249500	5	3	[499, 499, 499, 499]	5101	5006	5006	inf	2	0	0	0	0	[5101, 5006]	Complete	500	20	7	gexf
1069	cut	cap	first	Complete.500.20.7.gexf	500	249500	10	4	[499, 499, 499, 499]	5101	4911	4911	inf	2	0	0	0	0	[5101, 4911]	Complete	500	20	7	gexf
1070	cut	cap	first	Complete.500.20.7.gexf	500	249500	50	5	[499, 499, 499, 499]	5101	4180	4180	inf	3	0	0	0	0	[5101, 4180]	Complete	500	20	7	gexf
1071	cut	cap	first	Complete.500.1.8.gexf	500	249500	2	1	[499, 499, 499, 499]	244.818967177033	242.823119563382	242.8231195633815	inf	2	0	0	0	0	[244.81896717703322, 242.8231195633815]	Complete	500	1	8	gexf
1072	cut	cap	first	Complete.500.1.8.gexf	500	249500	3	2	[499, 499, 499, 499]	244.818967177033	241.828116909886	241.82811690988612	inf	3	0	0	0	0	[244.81896717703322, 241.82811690988612]	Complete	500	1	8	gexf
1073	cut	cap	first	Complete.500.1.8.gexf	500	249500	5	3	[499, 499, 499, 499]	244.818967177033	239.841243590307	239.841243590307	inf	2	0	0	0	0	[244.81896717703322, 239.841243590307]	Complete	500	1	8	gexf
1074	cut	cap	first	Complete.500.1.8.gexf	500	249500	10	4	[499, 499, 499, 499]	244.818967177033	234.893918289655	234.89391828965512	inf	2	0	0	0	0	[244.81896717703322, 234.89391828965512]	Complete	500	1	8	gexf
1075	cut	cap	first	Complete.500.1.8.gexf	500	249500	50	5	[499, 499, 499, 499]	244.818967177033	196.769600769343	196.76960076934304	inf	5	0	0	0	0	[244.81896717703322, 196.76960076934304]	Complete	500	1	8	gexf
1076	cut	cap	first	Complete.500.20.8.gexf	500	249500	2	1	[499, 499, 499, 499]	4971	4933	4933	inf	2	0	0	0	0	[4971, 4933]	Complete	500	20	8	gexf
1077	cut	cap	first	Complete.500.20.8.gexf	500	249500	3	2	[499, 499, 499, 499]	4971	4914	4914	inf	2	0	0	0	0	[4971, 4914]	Complete	500	20	8	gexf
1078	cut	cap	first	Complete.500.20.8.gexf	500	249500	5	3	[499, 499, 499, 499]	4971	4876	4876	inf	2	0	0	0	0	[4971, 4876]	Complete	500	20	8	gexf
1079	cut	cap	first	Complete.500.20.8.gexf	500	249500	10	4	[499, 499, 499, 499]	4971	4781	4781	inf	2	0	0	0	0	[4971, 4781]	Complete	500	20	8	gexf
1080	cut	cap	first	Complete.500.20.8.gexf	500	249500	50	5	[499, 499, 499, 499]	4971	4053	4053	inf	2	0	0	0	0	[4971, 4053]	Complete	500	20	8	gexf
1081	cut	cap	first	Complete.500.1.9.gexf	500	249500	2	1	[499, 499, 499, 499]	251.54505534382	249.567436920188	249.56743692018782	inf	4	0	0	0	0	[251.5450553438198, 249.56743692018782]	Complete	500	1	9	gexf
1082	cut	cap	first	Complete.500.1.9.gexf	500	249500	3	2	[499, 499, 499, 499]	251.54505534382	248.580667949102	248.58066794910226	inf	4	0	0	0	0	[251.5450553438198, 248.58066794910226]	Complete	500	1	9	gexf
1083	cut	cap	first	Complete.500.1.9.gexf	500	249500	5	3	[499, 499, 499, 499]	251.54505534382	246.615499683717	246.61549968371676	inf	3	0	0	0	0	[251.5450553438198, 246.61549968371676]	Complete	500	1	9	gexf
1084	cut	cap	first	Complete.500.1.9.gexf	500	249500	10	4	[499, 499, 499, 499]	251.54505534382	241.734805682833	241.73480568283262	inf	3	0	0	0	0	[251.5450553438198, 241.73480568283262]	Complete	500	1	9	gexf
1085	cut	cap	first	Complete.500.1.9.gexf	500	249500	50	5	[499, 499, 499, 499]	251.54505534382	203.978399971632	203.97839997163234	inf	4	0	0	0	0	[251.5450553438198, 203.97839997163234]	Complete	500	1	9	gexf
1086	cut	cap	first	Complete.500.20.9.gexf	500	249500	2	1	[499, 499, 499, 499]	4912	4874	4874	inf	2	0	0	0	0	[4912, 4874]	Complete	500	20	9	gexf
1087	cut	cap	first	Complete.500.20.9.gexf	500	249500	3	2	[499, 499, 499, 499]	4912	4855	4855	inf	2	0	0	0	0	[4912, 4855]	Complete	500	20	9	gexf
1088	cut	cap	first	Complete.500.20.9.gexf	500	249500	5	3	[499, 499, 499, 499]	4912	4817	4817	inf	2	0	0	0	0	[4912, 4817]	Complete	500	20	9	gexf
1089	cut	cap	first	Complete.500.20.9.gexf	500	249500	10	4	[499, 499, 499, 499]	4912	4722	4722	inf	3	0	0	0	0	[4912, 4722]	Complete	500	20	9	gexf
1090	cut	cap	first	Complete.500.20.9.gexf	500	249500	50	5	[499, 499, 499, 499]	4912	3996	3996	inf	3	0	0	0	0	[4912, 3996]	Complete	500	20	9	gexf
1091	cut	cap	first	Complete.500.1.10.gexf	500	249500	2	1	[499, 499, 499, 499]	243.126649313948	241.134901238736	241.1349012387357	inf	2	0	0	0	0	[243.12664931394767, 241.1349012387357]	Complete	500	1	10	gexf
1092	cut	cap	first	Complete.500.1.10.gexf	500	249500	3	2	[499, 499, 499, 499]	243.126649313948	240.15011871471	240.15011871470983	inf	2	0	0	0	0	[243.12664931394767, 240.15011871470983]	Complete	500	1	10	gexf
1093	cut	cap	first	Complete.500.1.10.gexf	500	249500	5	3	[499, 499, 499, 499]	243.126649313948	238.186223796869	238.18622379686917	inf	1	0	0	0	0	[243.12664931394767, 238.18622379686917]	Complete	500	1	10	gexf
1094	cut	cap	first	Complete.500.1.10.gexf	500	249500	10	4	[499, 499, 499, 499]	243.126649313948	233.323781028221	233.32378102822133	inf	2	0	0	0	0	[243.12664931394767, 233.32378102822133]	Complete	500	1	10	gexf
1095	cut	cap	first	Complete.500.1.10.gexf	500	249500	50	5	[499, 499, 499, 499]	243.126649313948	196.118203561286	196.11820356128638	inf	2	0	0	0	0	[243.12664931394767, 196.11820356128638]	Complete	500	1	10	gexf
1096	cut	cap	first	Complete.500.20.10.gexf	500	249500	2	1	[499, 499, 499, 499]	5117	5079	5079	inf	2	0	0	0	0	[5117, 5079]	Complete	500	20	10	gexf
1097	cut	cap	first	Complete.500.20.10.gexf	500	249500	3	2	[499, 499, 499, 499]	5117	5060	5060	inf	2	0	0	0	0	[5117, 5060]	Complete	500	20	10	gexf
1098	cut	cap	first	Complete.500.20.10.gexf	500	249500	5	3	[499, 499, 499, 499]	5117	5022	5022	inf	2	0	0	0	0	[5117, 5022]	Complete	500	20	10	gexf
1099	cut	cap	first	Complete.500.20.10.gexf	500	249500	10	4	[499, 499, 499, 499]	5117	4927	4927	inf	2	0	0	0	0	[5117, 4927]	Complete	500	20	10	gexf
1100	cut	cap	first	Complete.500.20.10.gexf	500	249500	50	5	[499, 499, 499, 499]	5117	4175	4175	inf	2	0	0	0	0	[5117, 4175]	Complete	500	20	10	gexf
1101	cut	cap	first	Complete.500.1.11.gexf	500	249500	2	1	[499, 499, 499, 499]	247.066868488516	245.069907414799	245.0699074147993	inf	2	0	0	0	0	[247.06686848851572, 245.0699074147993]	Complete	500	1	11	gexf
1102	cut	cap	first	Complete.500.1.11.gexf	500	249500	3	2	[499, 499, 499, 499]	247.066868488516	244.07408778709	244.07408778709032	inf	2	0	0	0	0	[247.06686848851572, 244.07408778709032]	Complete	500	1	11	gexf
1103	cut	cap	first	Complete.500.1.11.gexf	500	249500	5	3	[499, 499, 499, 499]	247.066868488516	242.085172470225	242.08517247022493	inf	2	0	0	0	0	[247.06686848851572, 242.08517247022493]	Complete	500	1	11	gexf
1104	cut	cap	first	Complete.500.1.11.gexf	500	249500	10	4	[499, 499, 499, 499]	247.066868488516	237.138069055713	237.13806905571334	inf	3	0	0	0	0	[247.06686848851572, 237.13806905571334]	Complete	500	1	11	gexf
1105	cut	cap	first	Complete.500.1.11.gexf	500	249500	50	5	[499, 499, 499, 499]	247.066868488516	199.210369873788	199.21036987378838	inf	3	0	0	0	0	[247.06686848851572, 199.21036987378838]	Complete	500	1	11	gexf
1106	cut	cap	first	Complete.500.20.11.gexf	500	249500	2	1	[499, 499, 499, 499]	4888	4850	4850	inf	2	0	0	0	0	[4888, 4850]	Complete	500	20	11	gexf
1107	cut	cap	first	Complete.500.20.11.gexf	500	249500	3	2	[499, 499, 499, 499]	4888	4831	4831	inf	2	0	0	0	0	[4888, 4831]	Complete	500	20	11	gexf
1108	cut	cap	first	Complete.500.20.11.gexf	500	249500	5	3	[499, 499, 499, 499]	4888	4793	4793	inf	3	0	0	0	0	[4888, 4793]	Complete	500	20	11	gexf
1109	cut	cap	first	Complete.500.20.11.gexf	500	249500	10	4	[499, 499, 499, 499]	4888	4698	4698	inf	2	0	0	0	0	[4888, 4698]	Complete	500	20	11	gexf
1110	cut	cap	first	Complete.500.20.11.gexf	500	249500	50	5	[499, 499, 499, 499]	4888	3971	3971	inf	2	0	0	0	0	[4888, 3971]	Complete	500	20	11	gexf
1111	cut	cap	first	Complete.500.1.12.gexf	500	249500	2	1	[499, 499, 499, 499]	251.575561485582	249.588420749381	249.5884207493815	inf	4	0	0	0	0	[251.57556148558166, 249.5884207493815]	Complete	500	1	12	gexf
1112	cut	cap	first	Complete.500.1.12.gexf	500	249500	3	2	[499, 499, 499, 499]	251.575561485582	248.598498812933	248.59849881293317	inf	2	0	0	0	0	[251.57556148558166, 248.59849881293317]	Complete	500	1	12	gexf
1113	cut	cap	first	Complete.500.1.12.gexf	500	249500	5	3	[499, 499, 499, 499]	251.575561485582	246.626085484385	246.62608548438465	inf	3	0	0	0	0	[251.57556148558166, 246.62608548438465]	Complete	500	1	12	gexf
1114	cut	cap	first	Complete.500.1.12.gexf	500	249500	10	4	[499, 499, 499, 499]	251.575561485582	241.721867995743	241.72186799574348	inf	3	0	0	0	0	[251.57556148558166, 241.72186799574348]	Complete	500	1	12	gexf
1115	cut	cap	first	Complete.500.1.12.gexf	500	249500	50	5	[499, 499, 499, 499]	251.575561485582	204.558151513579	204.5581515135792	inf	2	0	0	0	0	[251.57556148558166, 204.5581515135792]	Complete	500	1	12	gexf
1116	cut	cap	first	Complete.500.20.12.gexf	500	249500	2	1	[499, 499, 499, 499]	5019	4981	4981	inf	2	0	0	0	0	[5019, 4981]	Complete	500	20	12	gexf
1117	cut	cap	first	Complete.500.20.12.gexf	500	249500	3	2	[499, 499, 499, 499]	5019	4962	4962	inf	2	0	0	0	0	[5019, 4962]	Complete	500	20	12	gexf
1118	cut	cap	first	Complete.500.20.12.gexf	500	249500	5	3	[499, 499, 499, 499]	5019	4924	4924	inf	2	0	0	0	0	[5019, 4924]	Complete	500	20	12	gexf
1119	cut	cap	first	Complete.500.20.12.gexf	500	249500	10	4	[499, 499, 499, 499]	5019	4829	4829	inf	2	0	0	0	0	[5019, 4829]	Complete	500	20	12	gexf
1120	cut	cap	first	Complete.500.20.12.gexf	500	249500	50	5	[499, 499, 499, 499]	5019	4090	4090	inf	3	0	0	0	0	[5019, 4090]	Complete	500	20	12	gexf
1121	cut	cap	first	Complete.500.1.13.gexf	500	249500	2	1	[499, 499, 499, 499]	238.795111406722	236.798203355771	236.79820335577114	inf	2	0	0	0	0	[238.79511140672207, 236.79820335577114]	Complete	500	1	13	gexf
1122	cut	cap	first	Complete.500.1.13.gexf	500	249500	3	2	[499, 499, 499, 499]	238.795111406722	235.800742883174	235.80074288317405	inf	4	0	0	0	0	[238.79511140672207, 235.80074288317405]	Complete	500	1	13	gexf
1123	cut	cap	first	Complete.500.1.13.gexf	500	249500	5	3	[499, 499, 499, 499]	238.795111406722	233.808905356977	233.80890535697674	inf	2	0	0	0	0	[238.79511140672207, 233.80890535697674]	Complete	500	1	13	gexf
1124	cut	cap	first	Complete.500.1.13.gexf	500	249500	10	4	[499, 499, 499, 499]	238.795111406722	228.849681914829	228.8496819148287	inf	3	0	0	0	0	[238.79511140672207, 228.8496819148287]	Complete	500	1	13	gexf
1125	cut	cap	first	Complete.500.1.13.gexf	500	249500	50	5	[499, 499, 499, 499]	238.795111406722	191.335592754662	191.33559275466203	inf	2	0	0	0	0	[238.79511140672207, 191.33559275466203]	Complete	500	1	13	gexf
1126	cut	cap	first	Complete.500.20.13.gexf	500	249500	2	1	[499, 499, 499, 499]	4780	4742	4742	inf	2	0	0	0	0	[4780, 4742]	Complete	500	20	13	gexf
1127	cut	cap	first	Complete.500.20.13.gexf	500	249500	3	2	[499, 499, 499, 499]	4780	4723	4723	inf	2	0	0	0	0	[4780, 4723]	Complete	500	20	13	gexf
1128	cut	cap	first	Complete.500.20.13.gexf	500	249500	5	3	[499, 499, 499, 499]	4780	4685	4685	inf	2	0	0	0	0	[4780, 4685]	Complete	500	20	13	gexf
1129	cut	cap	first	Complete.500.20.13.gexf	500	249500	10	4	[499, 499, 499, 499]	4780	4590	4590	inf	2	0	0	0	0	[4780, 4590]	Complete	500	20	13	gexf
1130	cut	cap	first	Complete.500.20.13.gexf	500	249500	50	5	[499, 499, 499, 499]	4780	3862	3862	inf	2	0	0	0	0	[4780, 3862]	Complete	500	20	13	gexf
