path	k	max.multirute.flow	iterations	k.0	n	neighbour	p	ex	k.5
3736	Small.50.10.5.32.gexf	2	7	1	Small	50	10	5	32	gexf
3737	Small.50.10.5.32.gexf	3	7	1	Small	50	10	5	32	gexf
3738	Small.50.10.5.32.gexf	5	7	1	Small	50	10	5	32	gexf
3741	Small.50.24.2.32.gexf	2	24	1	Small	50	24	2	32	gexf
3742	Small.50.24.2.32.gexf	3	24	1	Small	50	24	2	32	gexf
3743	Small.50.24.2.32.gexf	5	24	1	Small	50	24	2	32	gexf
3744	Small.50.24.2.32.gexf	10	24	1	Small	50	24	2	32	gexf
3746	Small.50.24.5.32.gexf	2	25	1	Small	50	24	5	32	gexf
3747	Small.50.24.5.32.gexf	3	25	1	Small	50	24	5	32	gexf
3748	Small.50.24.5.32.gexf	5	25	1	Small	50	24	5	32	gexf
3749	Small.50.24.5.32.gexf	10	25	2	Small	50	24	5	32	gexf
3751	Small.100.6.2.32.gexf	2	5	1	Small	100	6	2	32	gexf
3752	Small.100.6.2.32.gexf	3	5	1	Small	100	6	2	32	gexf
3756	Small.100.6.5.32.gexf	2	5	1	Small	100	6	5	32	gexf
3757	Small.100.6.5.32.gexf	3	5	1	Small	100	6	5	32	gexf
3761	Small.100.10.2.32.gexf	2	9	1	Small	100	10	2	32	gexf
3762	Small.100.10.2.32.gexf	3	9	1	Small	100	10	2	32	gexf
3763	Small.100.10.2.32.gexf	5	9	1	Small	100	10	2	32	gexf
3766	Small.100.10.5.32.gexf	2	9	1	Small	100	10	5	32	gexf
3767	Small.100.10.5.32.gexf	3	9	1	Small	100	10	5	32	gexf
3768	Small.100.10.5.32.gexf	5	9	1	Small	100	10	5	32	gexf
3771	Small.100.24.2.32.gexf	2	23	1	Small	100	24	2	32	gexf
3772	Small.100.24.2.32.gexf	3	23	1	Small	100	24	2	32	gexf
3773	Small.100.24.2.32.gexf	5	23	1	Small	100	24	2	32	gexf
3774	Small.100.24.2.32.gexf	10	23	1	Small	100	24	2	32	gexf
3776	Small.100.24.5.32.gexf	2	22	1	Small	100	24	5	32	gexf
3777	Small.100.24.5.32.gexf	3	22	1	Small	100	24	5	32	gexf
3778	Small.100.24.5.32.gexf	5	22	1	Small	100	24	5	32	gexf
3779	Small.100.24.5.32.gexf	10	22	1	Small	100	24	5	32	gexf
3781	Small.500.6.2.32.gexf	2	6	1	Small	500	6	2	32	gexf
3782	Small.500.6.2.32.gexf	3	6	1	Small	500	6	2	32	gexf
3783	Small.500.6.2.32.gexf	5	6	1	Small	500	6	2	32	gexf
3786	Small.500.6.5.32.gexf	2	6	1	Small	500	6	5	32	gexf
3787	Small.500.6.5.32.gexf	3	6	1	Small	500	6	5	32	gexf
3788	Small.500.6.5.32.gexf	5	6	1	Small	500	6	5	32	gexf
3791	Small.500.10.2.32.gexf	2	9	1	Small	500	10	2	32	gexf
3792	Small.500.10.2.32.gexf	3	9	1	Small	500	10	2	32	gexf
3793	Small.500.10.2.32.gexf	5	9	1	Small	500	10	2	32	gexf
3796	Small.500.10.5.32.gexf	2	9	1	Small	500	10	5	32	gexf
3797	Small.500.10.5.32.gexf	3	9	1	Small	500	10	5	32	gexf
3798	Small.500.10.5.32.gexf	5	9	1	Small	500	10	5	32	gexf
3801	Small.500.24.2.32.gexf	2	22	1	Small	500	24	2	32	gexf
3802	Small.500.24.2.32.gexf	3	22	1	Small	500	24	2	32	gexf
3803	Small.500.24.2.32.gexf	5	22	1	Small	500	24	2	32	gexf
3804	Small.500.24.2.32.gexf	10	22	1	Small	500	24	2	32	gexf
3806	Small.500.24.5.32.gexf	2	21	1	Small	500	24	5	32	gexf
3807	Small.500.24.5.32.gexf	3	21	1	Small	500	24	5	32	gexf
3808	Small.500.24.5.32.gexf	5	21	1	Small	500	24	5	32	gexf
3809	Small.500.24.5.32.gexf	10	21	1	Small	500	24	5	32	gexf
3811	Small.1000.6.2.32.gexf	2	6	1	Small	1000	6	2	32	gexf
3812	Small.1000.6.2.32.gexf	3	6	1	Small	1000	6	2	32	gexf
3813	Small.1000.6.2.32.gexf	5	6	1	Small	1000	6	2	32	gexf
3816	Small.1000.6.5.32.gexf	2	6	1	Small	1000	6	5	32	gexf
3817	Small.1000.6.5.32.gexf	3	6	1	Small	1000	6	5	32	gexf
3818	Small.1000.6.5.32.gexf	5	6	1	Small	1000	6	5	32	gexf
3821	Small.1000.10.2.32.gexf	2	7	1	Small	1000	10	2	32	gexf
3822	Small.1000.10.2.32.gexf	3	7	1	Small	1000	10	2	32	gexf
3823	Small.1000.10.2.32.gexf	5	7	1	Small	1000	10	2	32	gexf
3826	Small.1000.10.5.32.gexf	2	9	1	Small	1000	10	5	32	gexf
3827	Small.1000.10.5.32.gexf	3	9	1	Small	1000	10	5	32	gexf
3828	Small.1000.10.5.32.gexf	5	9	1	Small	1000	10	5	32	gexf
3831	Small.1000.24.2.32.gexf	2	22	1	Small	1000	24	2	32	gexf
3832	Small.1000.24.2.32.gexf	3	22	1	Small	1000	24	2	32	gexf
3833	Small.1000.24.2.32.gexf	5	22	1	Small	1000	24	2	32	gexf
3834	Small.1000.24.2.32.gexf	10	22	1	Small	1000	24	2	32	gexf
3836	Small.1000.24.5.32.gexf	2	21	1	Small	1000	24	5	32	gexf
3837	Small.1000.24.5.32.gexf	3	21	1	Small	1000	24	5	32	gexf
3838	Small.1000.24.5.32.gexf	5	21	1	Small	1000	24	5	32	gexf
3839	Small.1000.24.5.32.gexf	10	21	1	Small	1000	24	5	32	gexf
3841	Small.50.6.2.33.gexf	2	5	1	Small	50	6	2	33	gexf
3842	Small.50.6.2.33.gexf	3	5	1	Small	50	6	2	33	gexf
3846	Small.50.6.5.33.gexf	2	7	1	Small	50	6	5	33	gexf
3847	Small.50.6.5.33.gexf	3	7	1	Small	50	6	5	33	gexf
3848	Small.50.6.5.33.gexf	5	7	1	Small	50	6	5	33	gexf
3851	Small.50.10.2.33.gexf	2	9	1	Small	50	10	2	33	gexf
3852	Small.50.10.2.33.gexf	3	9	1	Small	50	10	2	33	gexf
3853	Small.50.10.2.33.gexf	5	9	1	Small	50	10	2	33	gexf
3856	Small.50.10.5.33.gexf	2	8	1	Small	50	10	5	33	gexf
3857	Small.50.10.5.33.gexf	3	8	1	Small	50	10	5	33	gexf
3858	Small.50.10.5.33.gexf	5	8	1	Small	50	10	5	33	gexf
3861	Small.50.24.2.33.gexf	2	20	1	Small	50	24	2	33	gexf
3862	Small.50.24.2.33.gexf	3	20	1	Small	50	24	2	33	gexf
3863	Small.50.24.2.33.gexf	5	20	1	Small	50	24	2	33	gexf
3864	Small.50.24.2.33.gexf	10	20	1	Small	50	24	2	33	gexf
3866	Small.50.24.5.33.gexf	2	23	1	Small	50	24	5	33	gexf
3867	Small.50.24.5.33.gexf	3	23	1	Small	50	24	5	33	gexf
3868	Small.50.24.5.33.gexf	5	23	1	Small	50	24	5	33	gexf
3869	Small.50.24.5.33.gexf	10	23	1	Small	50	24	5	33	gexf
3871	Small.100.6.2.33.gexf	2	6	1	Small	100	6	2	33	gexf
3872	Small.100.6.2.33.gexf	3	6	1	Small	100	6	2	33	gexf
3873	Small.100.6.2.33.gexf	5	6	1	Small	100	6	2	33	gexf
3876	Small.100.6.5.33.gexf	2	6	1	Small	100	6	5	33	gexf
3877	Small.100.6.5.33.gexf	3	6	1	Small	100	6	5	33	gexf
3878	Small.100.6.5.33.gexf	5	6	1	Small	100	6	5	33	gexf
3881	Small.100.10.2.33.gexf	2	9	1	Small	100	10	2	33	gexf
3882	Small.100.10.2.33.gexf	3	9	1	Small	100	10	2	33	gexf
3883	Small.100.10.2.33.gexf	5	9	1	Small	100	10	2	33	gexf
3886	Small.100.10.5.33.gexf	2	10	1	Small	100	10	5	33	gexf
3887	Small.100.10.5.33.gexf	3	10	1	Small	100	10	5	33	gexf
3888	Small.100.10.5.33.gexf	5	10	1	Small	100	10	5	33	gexf
3891	Small.100.24.2.33.gexf	2	22	1	Small	100	24	2	33	gexf
3892	Small.100.24.2.33.gexf	3	22	1	Small	100	24	2	33	gexf
3893	Small.100.24.2.33.gexf	5	22	1	Small	100	24	2	33	gexf
3894	Small.100.24.2.33.gexf	10	22	1	Small	100	24	2	33	gexf
3896	Small.100.24.5.33.gexf	2	22	1	Small	100	24	5	33	gexf
3897	Small.100.24.5.33.gexf	3	22	1	Small	100	24	5	33	gexf
3898	Small.100.24.5.33.gexf	5	22	1	Small	100	24	5	33	gexf
3899	Small.100.24.5.33.gexf	10	22	1	Small	100	24	5	33	gexf
3901	Small.500.6.2.33.gexf	2	6	1	Small	500	6	2	33	gexf
3902	Small.500.6.2.33.gexf	3	6	1	Small	500	6	2	33	gexf
3903	Small.500.6.2.33.gexf	5	6	1	Small	500	6	2	33	gexf
3906	Small.500.6.5.33.gexf	2	4	1	Small	500	6	5	33	gexf
3907	Small.500.6.5.33.gexf	3	4	1	Small	500	6	5	33	gexf
3911	Small.500.10.2.33.gexf	2	8	1	Small	500	10	2	33	gexf
3912	Small.500.10.2.33.gexf	3	8	1	Small	500	10	2	33	gexf
3913	Small.500.10.2.33.gexf	5	8	1	Small	500	10	2	33	gexf
3916	Small.500.10.5.33.gexf	2	10	1	Small	500	10	5	33	gexf
3917	Small.500.10.5.33.gexf	3	10	1	Small	500	10	5	33	gexf
3918	Small.500.10.5.33.gexf	5	10	1	Small	500	10	5	33	gexf
3921	Small.500.24.2.33.gexf	2	22	1	Small	500	24	2	33	gexf
3922	Small.500.24.2.33.gexf	3	22	1	Small	500	24	2	33	gexf
3923	Small.500.24.2.33.gexf	5	22	1	Small	500	24	2	33	gexf
3924	Small.500.24.2.33.gexf	10	22	1	Small	500	24	2	33	gexf
3926	Small.500.24.5.33.gexf	2	19	1	Small	500	24	5	33	gexf
3927	Small.500.24.5.33.gexf	3	19	1	Small	500	24	5	33	gexf
3928	Small.500.24.5.33.gexf	5	19	1	Small	500	24	5	33	gexf
3929	Small.500.24.5.33.gexf	10	19	1	Small	500	24	5	33	gexf
3931	Small.1000.6.2.33.gexf	2	4	1	Small	1000	6	2	33	gexf
3932	Small.1000.6.2.33.gexf	3	4	1	Small	1000	6	2	33	gexf
3936	Small.1000.6.5.33.gexf	2	6	1	Small	1000	6	5	33	gexf
3937	Small.1000.6.5.33.gexf	3	6	1	Small	1000	6	5	33	gexf
3938	Small.1000.6.5.33.gexf	5	6	1	Small	1000	6	5	33	gexf
3941	Small.1000.10.2.33.gexf	2	10	1	Small	1000	10	2	33	gexf
3942	Small.1000.10.2.33.gexf	3	10	1	Small	1000	10	2	33	gexf
3943	Small.1000.10.2.33.gexf	5	10	1	Small	1000	10	2	33	gexf
3946	Small.1000.10.5.33.gexf	2	9	1	Small	1000	10	5	33	gexf
3947	Small.1000.10.5.33.gexf	3	9	1	Small	1000	10	5	33	gexf
3948	Small.1000.10.5.33.gexf	5	9	1	Small	1000	10	5	33	gexf
3951	Small.1000.24.2.33.gexf	2	24	1	Small	1000	24	2	33	gexf
3952	Small.1000.24.2.33.gexf	3	24	1	Small	1000	24	2	33	gexf
3953	Small.1000.24.2.33.gexf	5	24	1	Small	1000	24	2	33	gexf
3954	Small.1000.24.2.33.gexf	10	24	1	Small	1000	24	2	33	gexf
3956	Small.1000.24.5.33.gexf	2	22	1	Small	1000	24	5	33	gexf
3957	Small.1000.24.5.33.gexf	3	22	1	Small	1000	24	5	33	gexf
3958	Small.1000.24.5.33.gexf	5	22	1	Small	1000	24	5	33	gexf
3959	Small.1000.24.5.33.gexf	10	22	1	Small	1000	24	5	33	gexf
3961	Small.50.6.2.34.gexf	2	6	1	Small	50	6	2	34	gexf
3962	Small.50.6.2.34.gexf	3	6	1	Small	50	6	2	34	gexf
3963	Small.50.6.2.34.gexf	5	6	1	Small	50	6	2	34	gexf
3966	Small.50.6.5.34.gexf	2	5	1	Small	50	6	5	34	gexf
3967	Small.50.6.5.34.gexf	3	5	1	Small	50	6	5	34	gexf
3971	Small.50.10.2.34.gexf	2	10	1	Small	50	10	2	34	gexf
3972	Small.50.10.2.34.gexf	3	10	1	Small	50	10	2	34	gexf
3973	Small.50.10.2.34.gexf	5	10	1	Small	50	10	2	34	gexf
3976	Small.50.10.5.34.gexf	2	7	1	Small	50	10	5	34	gexf
3977	Small.50.10.5.34.gexf	3	7	1	Small	50	10	5	34	gexf
3978	Small.50.10.5.34.gexf	5	7	1	Small	50	10	5	34	gexf
3981	Small.50.24.2.34.gexf	2	22	1	Small	50	24	2	34	gexf
3982	Small.50.24.2.34.gexf	3	22	1	Small	50	24	2	34	gexf
3983	Small.50.24.2.34.gexf	5	22	1	Small	50	24	2	34	gexf
3984	Small.50.24.2.34.gexf	10	22	1	Small	50	24	2	34	gexf
3986	Small.50.24.5.34.gexf	2	26	1	Small	50	24	5	34	gexf
3987	Small.50.24.5.34.gexf	3	26	1	Small	50	24	5	34	gexf
3988	Small.50.24.5.34.gexf	5	26	1	Small	50	24	5	34	gexf
3989	Small.50.24.5.34.gexf	10	26	1	Small	50	24	5	34	gexf
3991	Small.100.6.2.34.gexf	2	6	1	Small	100	6	2	34	gexf
3992	Small.100.6.2.34.gexf	3	6	1	Small	100	6	2	34	gexf
3993	Small.100.6.2.34.gexf	5	6	1	Small	100	6	2	34	gexf
3996	Small.100.6.5.34.gexf	2	5	1	Small	100	6	5	34	gexf
3997	Small.100.6.5.34.gexf	3	5	1	Small	100	6	5	34	gexf
4001	Small.100.10.2.34.gexf	2	8	1	Small	100	10	2	34	gexf
4002	Small.100.10.2.34.gexf	3	8	1	Small	100	10	2	34	gexf
4003	Small.100.10.2.34.gexf	5	8	1	Small	100	10	2	34	gexf
4006	Small.100.10.5.34.gexf	2	10	1	Small	100	10	5	34	gexf
4007	Small.100.10.5.34.gexf	3	10	1	Small	100	10	5	34	gexf
4008	Small.100.10.5.34.gexf	5	10	1	Small	100	10	5	34	gexf
4011	Small.100.24.2.34.gexf	2	21	1	Small	100	24	2	34	gexf
4012	Small.100.24.2.34.gexf	3	21	1	Small	100	24	2	34	gexf
4013	Small.100.24.2.34.gexf	5	21	1	Small	100	24	2	34	gexf
4014	Small.100.24.2.34.gexf	10	21	1	Small	100	24	2	34	gexf
4016	Small.100.24.5.34.gexf	2	25	1	Small	100	24	5	34	gexf
4017	Small.100.24.5.34.gexf	3	25	1	Small	100	24	5	34	gexf
4018	Small.100.24.5.34.gexf	5	25	1	Small	100	24	5	34	gexf
4019	Small.100.24.5.34.gexf	10	25	2	Small	100	24	5	34	gexf
4021	Small.500.6.2.34.gexf	2	6	1	Small	500	6	2	34	gexf
4022	Small.500.6.2.34.gexf	3	6	1	Small	500	6	2	34	gexf
4023	Small.500.6.2.34.gexf	5	6	1	Small	500	6	2	34	gexf
4026	Small.500.6.5.34.gexf	2	4	1	Small	500	6	5	34	gexf
4027	Small.500.6.5.34.gexf	3	4	1	Small	500	6	5	34	gexf
4031	Small.500.10.2.34.gexf	2	11	1	Small	500	10	2	34	gexf
4032	Small.500.10.2.34.gexf	3	11	1	Small	500	10	2	34	gexf
4033	Small.500.10.2.34.gexf	5	11	1	Small	500	10	2	34	gexf
4034	Small.500.10.2.34.gexf	10	11	1	Small	500	10	2	34	gexf
4036	Small.500.10.5.34.gexf	2	13	1	Small	500	10	5	34	gexf
4037	Small.500.10.5.34.gexf	3	13	1	Small	500	10	5	34	gexf
4038	Small.500.10.5.34.gexf	5	13	1	Small	500	10	5	34	gexf
4039	Small.500.10.5.34.gexf	10	13	1	Small	500	10	5	34	gexf
4041	Small.500.24.2.34.gexf	2	19	1	Small	500	24	2	34	gexf
4042	Small.500.24.2.34.gexf	3	19	1	Small	500	24	2	34	gexf
4043	Small.500.24.2.34.gexf	5	19	1	Small	500	24	2	34	gexf
4044	Small.500.24.2.34.gexf	10	19	1	Small	500	24	2	34	gexf
4046	Small.500.24.5.34.gexf	2	23	1	Small	500	24	5	34	gexf
4047	Small.500.24.5.34.gexf	3	23	1	Small	500	24	5	34	gexf
4048	Small.500.24.5.34.gexf	5	23	1	Small	500	24	5	34	gexf
4049	Small.500.24.5.34.gexf	10	23	1	Small	500	24	5	34	gexf
4051	Small.1000.6.2.34.gexf	2	6	1	Small	1000	6	2	34	gexf
4052	Small.1000.6.2.34.gexf	3	6	1	Small	1000	6	2	34	gexf
4053	Small.1000.6.2.34.gexf	5	6	1	Small	1000	6	2	34	gexf
4056	Small.1000.6.5.34.gexf	2	7	1	Small	1000	6	5	34	gexf
4057	Small.1000.6.5.34.gexf	3	7	1	Small	1000	6	5	34	gexf
4058	Small.1000.6.5.34.gexf	5	7	1	Small	1000	6	5	34	gexf
4061	Small.1000.10.2.34.gexf	2	9	1	Small	1000	10	2	34	gexf
4062	Small.1000.10.2.34.gexf	3	9	1	Small	1000	10	2	34	gexf
4063	Small.1000.10.2.34.gexf	5	9	1	Small	1000	10	2	34	gexf
4066	Small.1000.10.5.34.gexf	2	10	1	Small	1000	10	5	34	gexf
4067	Small.1000.10.5.34.gexf	3	10	1	Small	1000	10	5	34	gexf
4068	Small.1000.10.5.34.gexf	5	10	1	Small	1000	10	5	34	gexf
4071	Small.1000.24.2.34.gexf	2	22	1	Small	1000	24	2	34	gexf
4072	Small.1000.24.2.34.gexf	3	22	1	Small	1000	24	2	34	gexf
4073	Small.1000.24.2.34.gexf	5	22	1	Small	1000	24	2	34	gexf
4074	Small.1000.24.2.34.gexf	10	22	1	Small	1000	24	2	34	gexf
4076	Small.1000.24.5.34.gexf	2	26	1	Small	1000	24	5	34	gexf
4077	Small.1000.24.5.34.gexf	3	26	1	Small	1000	24	5	34	gexf
4078	Small.1000.24.5.34.gexf	5	26	1	Small	1000	24	5	34	gexf
4079	Small.1000.24.5.34.gexf	10	26	1	Small	1000	24	5	34	gexf
4081	Small.50.6.2.35.gexf	2	6	1	Small	50	6	2	35	gexf
4082	Small.50.6.2.35.gexf	3	6	1	Small	50	6	2	35	gexf
4083	Small.50.6.2.35.gexf	5	6	1	Small	50	6	2	35	gexf
4086	Small.50.6.5.35.gexf	2	8	1	Small	50	6	5	35	gexf
4087	Small.50.6.5.35.gexf	3	8	1	Small	50	6	5	35	gexf
4088	Small.50.6.5.35.gexf	5	8	1	Small	50	6	5	35	gexf
4091	Small.50.10.2.35.gexf	2	10	1	Small	50	10	2	35	gexf
4092	Small.50.10.2.35.gexf	3	10	1	Small	50	10	2	35	gexf
4093	Small.50.10.2.35.gexf	5	10	1	Small	50	10	2	35	gexf
4096	Small.50.10.5.35.gexf	2	8	1	Small	50	10	5	35	gexf
4097	Small.50.10.5.35.gexf	3	8	1	Small	50	10	5	35	gexf
4098	Small.50.10.5.35.gexf	5	8	1	Small	50	10	5	35	gexf
4101	Small.50.24.2.35.gexf	2	20	1	Small	50	24	2	35	gexf
4102	Small.50.24.2.35.gexf	3	20	1	Small	50	24	2	35	gexf
4103	Small.50.24.2.35.gexf	5	20	1	Small	50	24	2	35	gexf
4104	Small.50.24.2.35.gexf	10	20	1	Small	50	24	2	35	gexf
4106	Small.50.24.5.35.gexf	2	23	1	Small	50	24	5	35	gexf
4107	Small.50.24.5.35.gexf	3	23	1	Small	50	24	5	35	gexf
4108	Small.50.24.5.35.gexf	5	23	1	Small	50	24	5	35	gexf
4109	Small.50.24.5.35.gexf	10	23	1	Small	50	24	5	35	gexf
4111	Small.100.6.2.35.gexf	2	6	1	Small	100	6	2	35	gexf
4112	Small.100.6.2.35.gexf	3	6	1	Small	100	6	2	35	gexf
4113	Small.100.6.2.35.gexf	5	6	1	Small	100	6	2	35	gexf
4116	Small.100.6.5.35.gexf	2	6	1	Small	100	6	5	35	gexf
4117	Small.100.6.5.35.gexf	3	6	1	Small	100	6	5	35	gexf
4118	Small.100.6.5.35.gexf	5	6	1	Small	100	6	5	35	gexf
4121	Small.100.10.2.35.gexf	2	9	1	Small	100	10	2	35	gexf
4122	Small.100.10.2.35.gexf	3	9	1	Small	100	10	2	35	gexf
4123	Small.100.10.2.35.gexf	5	9	1	Small	100	10	2	35	gexf
4126	Small.100.10.5.35.gexf	2	8	1	Small	100	10	5	35	gexf
4127	Small.100.10.5.35.gexf	3	8	1	Small	100	10	5	35	gexf
4128	Small.100.10.5.35.gexf	5	8	1	Small	100	10	5	35	gexf
4131	Small.100.24.2.35.gexf	2	21	1	Small	100	24	2	35	gexf
4132	Small.100.24.2.35.gexf	3	21	1	Small	100	24	2	35	gexf
4133	Small.100.24.2.35.gexf	5	21	1	Small	100	24	2	35	gexf
4134	Small.100.24.2.35.gexf	10	21	1	Small	100	24	2	35	gexf
4136	Small.100.24.5.35.gexf	2	24	1	Small	100	24	5	35	gexf
4137	Small.100.24.5.35.gexf	3	24	1	Small	100	24	5	35	gexf
4138	Small.100.24.5.35.gexf	5	24	1	Small	100	24	5	35	gexf
4139	Small.100.24.5.35.gexf	10	24	1	Small	100	24	5	35	gexf
4141	Small.500.6.2.35.gexf	2	6	1	Small	500	6	2	35	gexf
4142	Small.500.6.2.35.gexf	3	6	1	Small	500	6	2	35	gexf
4143	Small.500.6.2.35.gexf	5	6	1	Small	500	6	2	35	gexf
4146	Small.500.6.5.35.gexf	2	3	1	Small	500	6	5	35	gexf
4151	Small.500.10.2.35.gexf	2	10	1	Small	500	10	2	35	gexf
4152	Small.500.10.2.35.gexf	3	10	1	Small	500	10	2	35	gexf
4153	Small.500.10.2.35.gexf	5	10	1	Small	500	10	2	35	gexf
4156	Small.500.10.5.35.gexf	2	8	1	Small	500	10	5	35	gexf
4157	Small.500.10.5.35.gexf	3	8	1	Small	500	10	5	35	gexf
4158	Small.500.10.5.35.gexf	5	8	1	Small	500	10	5	35	gexf
4161	Small.500.24.2.35.gexf	2	25	1	Small	500	24	2	35	gexf
4162	Small.500.24.2.35.gexf	3	25	1	Small	500	24	2	35	gexf
4163	Small.500.24.2.35.gexf	5	25	1	Small	500	24	2	35	gexf
4164	Small.500.24.2.35.gexf	10	25	2	Small	500	24	2	35	gexf
4166	Small.500.24.5.35.gexf	2	23	1	Small	500	24	5	35	gexf
4167	Small.500.24.5.35.gexf	3	23	1	Small	500	24	5	35	gexf
4168	Small.500.24.5.35.gexf	5	23	1	Small	500	24	5	35	gexf
4169	Small.500.24.5.35.gexf	10	23	1	Small	500	24	5	35	gexf
4171	Small.1000.6.2.35.gexf	2	4	1	Small	1000	6	2	35	gexf
4172	Small.1000.6.2.35.gexf	3	4	1	Small	1000	6	2	35	gexf
4176	Small.1000.6.5.35.gexf	2	5	1	Small	1000	6	5	35	gexf
4177	Small.1000.6.5.35.gexf	3	5	1	Small	1000	6	5	35	gexf
4181	Small.1000.10.2.35.gexf	2	10	1	Small	1000	10	2	35	gexf
4182	Small.1000.10.2.35.gexf	3	10	1	Small	1000	10	2	35	gexf
4183	Small.1000.10.2.35.gexf	5	10	1	Small	1000	10	2	35	gexf
4186	Small.1000.10.5.35.gexf	2	8	1	Small	1000	10	5	35	gexf
4187	Small.1000.10.5.35.gexf	3	8	1	Small	1000	10	5	35	gexf
4188	Small.1000.10.5.35.gexf	5	8	1	Small	1000	10	5	35	gexf
4191	Small.1000.24.2.35.gexf	2	23	1	Small	1000	24	2	35	gexf
4192	Small.1000.24.2.35.gexf	3	23	1	Small	1000	24	2	35	gexf
4193	Small.1000.24.2.35.gexf	5	23	1	Small	1000	24	2	35	gexf
4194	Small.1000.24.2.35.gexf	10	23	1	Small	1000	24	2	35	gexf
4196	Small.1000.24.5.35.gexf	2	24	1	Small	1000	24	5	35	gexf
4197	Small.1000.24.5.35.gexf	3	24	1	Small	1000	24	5	35	gexf
4198	Small.1000.24.5.35.gexf	5	24	1	Small	1000	24	5	35	gexf
4199	Small.1000.24.5.35.gexf	10	24	1	Small	1000	24	5	35	gexf
4201	Small.50.6.2.36.gexf	2	5	1	Small	50	6	2	36	gexf
4202	Small.50.6.2.36.gexf	3	5	1	Small	50	6	2	36	gexf
4206	Small.50.6.5.36.gexf	2	3	1	Small	50	6	5	36	gexf
4211	Small.50.10.2.36.gexf	2	9	1	Small	50	10	2	36	gexf
4212	Small.50.10.2.36.gexf	3	9	1	Small	50	10	2	36	gexf
4213	Small.50.10.2.36.gexf	5	9	1	Small	50	10	2	36	gexf
4216	Small.50.10.5.36.gexf	2	8	1	Small	50	10	5	36	gexf
4217	Small.50.10.5.36.gexf	3	8	1	Small	50	10	5	36	gexf
4218	Small.50.10.5.36.gexf	5	8	1	Small	50	10	5	36	gexf
4221	Small.50.24.2.36.gexf	2	20	1	Small	50	24	2	36	gexf
4222	Small.50.24.2.36.gexf	3	20	1	Small	50	24	2	36	gexf
4223	Small.50.24.2.36.gexf	5	20	1	Small	50	24	2	36	gexf
4224	Small.50.24.2.36.gexf	10	20	1	Small	50	24	2	36	gexf
4226	Small.50.24.5.36.gexf	2	16	1	Small	50	24	5	36	gexf
4227	Small.50.24.5.36.gexf	3	16	1	Small	50	24	5	36	gexf
4228	Small.50.24.5.36.gexf	5	16	1	Small	50	24	5	36	gexf
4229	Small.50.24.5.36.gexf	10	16	1	Small	50	24	5	36	gexf
4231	Small.100.6.2.36.gexf	2	6	1	Small	100	6	2	36	gexf
4232	Small.100.6.2.36.gexf	3	6	1	Small	100	6	2	36	gexf
4233	Small.100.6.2.36.gexf	5	6	1	Small	100	6	2	36	gexf
4236	Small.100.6.5.36.gexf	2	6	1	Small	100	6	5	36	gexf
4237	Small.100.6.5.36.gexf	3	6	1	Small	100	6	5	36	gexf
4238	Small.100.6.5.36.gexf	5	6	1	Small	100	6	5	36	gexf
4241	Small.100.10.2.36.gexf	2	8	1	Small	100	10	2	36	gexf
4242	Small.100.10.2.36.gexf	3	8	1	Small	100	10	2	36	gexf
4243	Small.100.10.2.36.gexf	5	8	1	Small	100	10	2	36	gexf
4246	Small.100.10.5.36.gexf	2	6	1	Small	100	10	5	36	gexf
4247	Small.100.10.5.36.gexf	3	6	1	Small	100	10	5	36	gexf
4248	Small.100.10.5.36.gexf	5	6	1	Small	100	10	5	36	gexf
4251	Small.100.24.2.36.gexf	2	22	1	Small	100	24	2	36	gexf
4252	Small.100.24.2.36.gexf	3	22	1	Small	100	24	2	36	gexf
4253	Small.100.24.2.36.gexf	5	22	1	Small	100	24	2	36	gexf
4254	Small.100.24.2.36.gexf	10	22	1	Small	100	24	2	36	gexf
4256	Small.100.24.5.36.gexf	2	23	1	Small	100	24	5	36	gexf
4257	Small.100.24.5.36.gexf	3	23	1	Small	100	24	5	36	gexf
4258	Small.100.24.5.36.gexf	5	23	1	Small	100	24	5	36	gexf
4259	Small.100.24.5.36.gexf	10	23	1	Small	100	24	5	36	gexf
4261	Small.500.6.2.36.gexf	2	6	1	Small	500	6	2	36	gexf
4262	Small.500.6.2.36.gexf	3	6	1	Small	500	6	2	36	gexf
4263	Small.500.6.2.36.gexf	5	6	1	Small	500	6	2	36	gexf
4266	Small.500.6.5.36.gexf	2	5	1	Small	500	6	5	36	gexf
4267	Small.500.6.5.36.gexf	3	5	1	Small	500	6	5	36	gexf
4271	Small.500.10.2.36.gexf	2	10	1	Small	500	10	2	36	gexf
4272	Small.500.10.2.36.gexf	3	10	1	Small	500	10	2	36	gexf
4273	Small.500.10.2.36.gexf	5	10	1	Small	500	10	2	36	gexf
4276	Small.500.10.5.36.gexf	2	11	1	Small	500	10	5	36	gexf
4277	Small.500.10.5.36.gexf	3	11	1	Small	500	10	5	36	gexf
4278	Small.500.10.5.36.gexf	5	11	1	Small	500	10	5	36	gexf
4279	Small.500.10.5.36.gexf	10	11	1	Small	500	10	5	36	gexf
4281	Small.500.24.2.36.gexf	2	26	1	Small	500	24	2	36	gexf
4282	Small.500.24.2.36.gexf	3	26	1	Small	500	24	2	36	gexf
4283	Small.500.24.2.36.gexf	5	26	1	Small	500	24	2	36	gexf
4284	Small.500.24.2.36.gexf	10	26	1	Small	500	24	2	36	gexf
