construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	max.c	ex	k.4	mem	constant	best
143	cut	cap	first	Complete.50.1.15.gexf	50	2450	5	3	[49, 49, 49, 49]	22.5897025471705	17.7312724012429	17.731272401242887	inf	192	0	0	0	0	[22.589702547170518, 17.731272401242887]	Complete	50	1	15	gexf	22.5897025471705	1.27400346889866	0.5
144	cut	cap	first	Complete.50.1.15.gexf	50	2450	10	4	[49, 49, 49, 49]	22.5897025471705	13.5162329640764	13.516232964076416	inf	334	0	0	0	0	[22.589702547170518, 13.516232964076416]	Complete	50	1	15	gexf	22.5897025471705	1.67130165684549	0.5
146	cut	cap	first	Complete.50.20.15.gexf	50	2450	2	1	[49, 49, 49, 49]	430	392	392	inf	147	0	0	0	0	[430, 392]	Complete	50	20	15	gexf	430	1.0969387755102	0.5
147	cut	cap	first	Complete.50.20.15.gexf	50	2450	3	2	[49, 49, 49, 49]	430	373	373	inf	152	0	0	0	0	[430, 373]	Complete	50	20	15	gexf	430	1.15281501340483	0.5
148	cut	cap	first	Complete.50.20.15.gexf	50	2450	5	3	[49, 49, 49, 49]	430	337	337	inf	287	0	0	0	0	[430, 337]	Complete	50	20	15	gexf	430	1.27596439169139	0.5
149	cut	cap	first	Complete.50.20.15.gexf	50	2450	10	4	[49, 49, 49, 49]	430	252	252	inf	220	0	0	0	0	[430, 252]	Complete	50	20	15	gexf	430	1.70634920634921	0.5
151	cut	cap	first	Complete.50.1.16.gexf	50	2450	2	1	[49, 49, 49, 49]	23.951258843925	21.9795487585835	21.979548758583544	inf	135	0	0	0	0	[23.951258843925025, 21.979548758583544]	Complete	50	1	16	gexf	23.951258843925	1.08970657710029	0.5
152	cut	cap	first	Complete.50.1.16.gexf	50	2450	3	2	[49, 49, 49, 49]	23.951258843925	21.1096741476045	21.109674147604515	inf	137	0	0	0	0	[23.951258843925025, 21.109674147604515]	Complete	50	1	16	gexf	23.951258843925	1.13461054284644	0.5
153	cut	cap	first	Complete.50.1.16.gexf	50	2450	5	3	[49, 49, 49, 49]	23.951258843925	19.4554620146024	19.455462014602446	inf	249	0	0	0	0	[23.951258843925025, 19.455462014602446]	Complete	50	1	16	gexf	23.951258843925	1.23108147346736	0.5
154	cut	cap	first	Complete.50.1.16.gexf	50	2450	10	4	[49, 49, 49, 49]	23.951258843925	15.5313893187146	15.531389318714567	inf	197	0	0	0	0	[23.951258843925025, 15.531389318714567]	Complete	50	1	16	gexf	23.951258843925	1.54211953305844	0
156	cut	cap	first	Complete.50.20.16.gexf	50	2450	2	1	[49, 49, 49, 49]	482	444	444	inf	117	0	0	0	0	[482, 444]	Complete	50	20	16	gexf	482	1.08558558558559	0.5
157	cut	cap	first	Complete.50.20.16.gexf	50	2450	3	2	[49, 49, 49, 49]	482	425	425	inf	227	0	0	0	0	[482, 425]	Complete	50	20	16	gexf	482	1.13411764705882	0.5
158	cut	cap	first	Complete.50.20.16.gexf	50	2450	5	3	[49, 49, 49, 49]	482	388	388	inf	199	0	0	0	0	[482, 388]	Complete	50	20	16	gexf	482	1.24226804123711	0.5
159	cut	cap	first	Complete.50.20.16.gexf	50	2450	10	4	[49, 49, 49, 49]	482	304	304	inf	197	0	0	0	0	[482, 304]	Complete	50	20	16	gexf	482	1.58552631578947	0.5
161	cut	cap	first	Complete.50.1.17.gexf	50	2450	2	1	[49, 49, 49, 49]	23.3752909848517	21.4788904842168	21.478890484216787	inf	137	0	0	0	0	[23.375290984851716, 21.478890484216787]	Complete	50	1	17	gexf	23.3752909848517	1.08829136225768	0
162	cut	cap	first	Complete.50.1.17.gexf	50	2450	3	2	[49, 49, 49, 49]	23.3752909848517	20.5597249279493	20.55972492794932	inf	159	0	0	0	0	[23.375290984851716, 20.55972492794932]	Complete	50	1	17	gexf	23.3752909848517	1.1369457065583	0
163	cut	cap	first	Complete.50.1.17.gexf	50	2450	5	3	[49, 49, 49, 49]	23.3752909848517	18.7783993985215	18.77839939852148	inf	137	0	0	0	0	[23.375290984851716, 18.77839939852148]	Complete	50	1	17	gexf	23.3752909848517	1.24479677361065	0.5
164	cut	cap	first	Complete.50.1.17.gexf	50	2450	10	4	[49, 49, 49, 49]	23.3752909848517	14.6217750649674	14.621775064967382	inf	194	0	0	0	0	[23.375290984851716, 14.621775064967382]	Complete	50	1	17	gexf	23.3752909848517	1.59866301327922	0.5
166	cut	cap	first	Complete.50.20.17.gexf	50	2450	2	1	[49, 49, 49, 49]	484	448	448	inf	160	0	0	0	0	[484, 448]	Complete	50	20	17	gexf	484	1.08035714285714	0.5
167	cut	cap	first	Complete.50.20.17.gexf	50	2450	3	2	[49, 49, 49, 49]	484	430	430	inf	193	0	0	0	0	[484, 430]	Complete	50	20	17	gexf	484	1.12558139534884	0.5
168	cut	cap	first	Complete.50.20.17.gexf	50	2450	5	3	[49, 49, 49, 49]	484	396	396	inf	194	0	0	0	0	[484, 396]	Complete	50	20	17	gexf	484	1.22222222222222	0.5
169	cut	cap	first	Complete.50.20.17.gexf	50	2450	10	4	[49, 49, 49, 49]	484	315	315	inf	268	0	0	0	0	[484, 315]	Complete	50	20	17	gexf	484	1.53650793650794	0.5
171	cut	cap	first	Complete.50.1.18.gexf	50	2450	2	1	[49, 49, 49, 49]	22.7419680107623	20.7813062039239	20.781306203923865	inf	192	0	0	0	0	[22.741968010762317, 20.781306203923865]	Complete	50	1	18	gexf	22.7419680107623	1.09434738065061	0
172	cut	cap	first	Complete.50.1.18.gexf	50	2450	3	2	[49, 49, 49, 49]	22.7419680107623	19.8145671915904	19.81456719159042	inf	336	0	0	0	0	[22.741968010762317, 19.81456719159042]	Complete	50	1	18	gexf	22.7419680107623	1.14773983155253	0
173	cut	cap	first	Complete.50.1.18.gexf	50	2450	5	3	[49, 49, 49, 49]	22.7419680107623	17.9214212622239	17.921421262223884	inf	195	0	0	0	0	[22.741968010762317, 17.921421262223884]	Complete	50	1	18	gexf	22.7419680107623	1.26898239140774	0.5
174	cut	cap	first	Complete.50.1.18.gexf	50	2450	10	4	[49, 49, 49, 49]	22.7419680107623	13.5570177076365	13.557017707636525	inf	94	0	0	0	0	[22.741968010762317, 13.557017707636525]	Complete	50	1	18	gexf	22.7419680107623	1.67750522284499	0.5
176	cut	cap	first	Complete.50.20.18.gexf	50	2450	2	1	[49, 49, 49, 49]	545	507	507	inf	190	0	0	0	0	[545, 507]	Complete	50	20	18	gexf	545	1.07495069033531	0.5
177	cut	cap	first	Complete.50.20.18.gexf	50	2450	3	2	[49, 49, 49, 49]	545	488	488	inf	181	0	0	0	0	[545, 488]	Complete	50	20	18	gexf	545	1.11680327868852	0.5
178	cut	cap	first	Complete.50.20.18.gexf	50	2450	5	3	[49, 49, 49, 49]	545	450	450	inf	195	0	0	0	0	[545, 450]	Complete	50	20	18	gexf	545	1.21111111111111	0.5
179	cut	cap	first	Complete.50.20.18.gexf	50	2450	10	4	[49, 49, 49, 49]	545	357	357	inf	247	0	0	0	0	[545, 357]	Complete	50	20	18	gexf	545	1.5266106442577	0.5
181	cut	cap	first	Complete.50.1.19.gexf	50	2450	2	1	[49, 49, 49, 49]	22.8947234094733	20.9686179047921	20.968617904792115	inf	193	0	0	0	0	[22.89472340947328, 20.968617904792115]	Complete	50	1	19	gexf	22.8947234094733	1.09185657888501	0.5
182	cut	cap	first	Complete.50.1.19.gexf	50	2450	3	2	[49, 49, 49, 49]	22.8947234094733	20.0235017696158	20.02350176961584	inf	161	0	0	0	0	[22.89472340947328, 20.02350176961584]	Complete	50	1	19	gexf	22.8947234094733	1.14339258302033	0.5
183	cut	cap	first	Complete.50.1.19.gexf	50	2450	5	3	[49, 49, 49, 49]	22.8947234094733	18.1778291398906	18.17782913989063	inf	247	0	0	0	0	[22.89472340947328, 18.17782913989063]	Complete	50	1	19	gexf	22.8947234094733	1.25948611538171	0.5
184	cut	cap	first	Complete.50.1.19.gexf	50	2450	10	4	[49, 49, 49, 49]	22.8947234094733	14.3189403658816	14.318940365881602	inf	251	0	0	0	0	[22.89472340947328, 14.318940365881602]	Complete	50	1	19	gexf	22.8947234094733	1.59891184853494	0.5
186	cut	cap	first	Complete.50.20.19.gexf	50	2450	2	1	[49, 49, 49, 49]	542	504	504	inf	196	0	0	0	0	[542, 504]	Complete	50	20	19	gexf	542	1.07539682539683	0.5
187	cut	cap	first	Complete.50.20.19.gexf	50	2450	3	2	[49, 49, 49, 49]	542	485	485	inf	194	0	0	0	0	[542, 485]	Complete	50	20	19	gexf	542	1.11752577319588	0.5
188	cut	cap	first	Complete.50.20.19.gexf	50	2450	5	3	[49, 49, 49, 49]	542	448	448	inf	250	0	0	0	0	[542, 448]	Complete	50	20	19	gexf	542	1.20982142857143	0.5
189	cut	cap	first	Complete.50.20.19.gexf	50	2450	10	4	[49, 49, 49, 49]	542	360	360	inf	345	0	0	0	0	[542, 360]	Complete	50	20	19	gexf	542	1.50555555555556	0.5
191	cut	cap	first	Complete.50.1.20.gexf	50	2450	2	1	[49, 49, 49, 49]	22.0652924010281	20.1030425893199	20.10304258931994	inf	192	0	0	0	0	[22.065292401028064, 20.10304258931994]	Complete	50	1	20	gexf	22.0652924010281	1.09760959332348	0.5
192	cut	cap	first	Complete.50.1.20.gexf	50	2450	3	2	[49, 49, 49, 49]	22.0652924010281	19.1865748994401	19.18657489944011	inf	192	0	0	0	0	[22.065292401028064, 19.18657489944011]	Complete	50	1	20	gexf	22.0652924010281	1.15003811345567	0.5
193	cut	cap	first	Complete.50.1.20.gexf	50	2450	5	3	[49, 49, 49, 49]	22.0652924010281	17.4224971735598	17.422497173559776	inf	161	0	0	0	0	[22.065292401028064, 17.422497173559776]	Complete	50	1	20	gexf	22.0652924010281	1.2664827654278	0.5
194	cut	cap	first	Complete.50.1.20.gexf	50	2450	10	4	[49, 49, 49, 49]	22.0652924010281	13.3113797797111	13.311379779711071	inf	197	0	0	0	0	[22.065292401028064, 13.311379779711071]	Complete	50	1	20	gexf	22.0652924010281	1.65762623906648	0.5
196	cut	cap	first	Complete.50.20.20.gexf	50	2450	2	1	[49, 49, 49, 49]	440	402	402	inf	251	0	0	0	0	[440, 402]	Complete	50	20	20	gexf	440	1.09452736318408	0.5
197	cut	cap	first	Complete.50.20.20.gexf	50	2450	3	2	[49, 49, 49, 49]	440	384	384	inf	197	0	0	0	0	[440, 384]	Complete	50	20	20	gexf	440	1.14583333333333	0.5
198	cut	cap	first	Complete.50.20.20.gexf	50	2450	5	3	[49, 49, 49, 49]	440	350	350	inf	251	0	0	0	0	[440, 350]	Complete	50	20	20	gexf	440	1.25714285714286	0.5
199	cut	cap	first	Complete.50.20.20.gexf	50	2450	10	4	[49, 49, 49, 49]	440	272	272	inf	352	0	0	0	0	[440, 272]	Complete	50	20	20	gexf	440	1.61764705882353	0.5
201	cut	cap	first	Complete.50.1.21.gexf	50	2450	2	1	[49, 49, 49, 49]	23.1066543596728	21.2497275512048	21.249727551204774	inf	191	0	0	0	0	[23.106654359672845, 21.249727551204774]	Complete	50	1	21	gexf	23.1066543596728	1.08738591137197	0.5
202	cut	cap	first	Complete.50.1.21.gexf	50	2450	3	2	[49, 49, 49, 49]	23.1066543596728	20.3548813997843	20.3548813997843	inf	193	0	0	0	0	[23.106654359672845, 20.3548813997843]	Complete	50	1	21	gexf	23.1066543596728	1.13518983018578	0.5
203	cut	cap	first	Complete.50.1.21.gexf	50	2450	5	3	[49, 49, 49, 49]	23.1066543596728	18.5864214858195	18.586421485819535	inf	138	0	0	0	0	[23.106654359672845, 18.586421485819535]	Complete	50	1	21	gexf	23.1066543596728	1.24320081610664	0.5
204	cut	cap	first	Complete.50.1.21.gexf	50	2450	10	4	[49, 49, 49, 49]	23.1066543596728	14.4501391391642	14.450139139164245	inf	348	0	0	0	0	[23.106654359672845, 14.450139139164245]	Complete	50	1	21	gexf	23.1066543596728	1.59906102890365	0.5
206	cut	cap	first	Complete.50.20.21.gexf	50	2450	2	1	[49, 49, 49, 49]	521	484	484	inf	136	0	0	0	0	[521, 484]	Complete	50	20	21	gexf	521	1.07644628099174	0.5
207	cut	cap	first	Complete.50.20.21.gexf	50	2450	3	2	[49, 49, 49, 49]	521	466	466	inf	196	0	0	0	0	[521, 466]	Complete	50	20	21	gexf	521	1.11802575107296	0.5
208	cut	cap	first	Complete.50.20.21.gexf	50	2450	5	3	[49, 49, 49, 49]	521	430	430	inf	202	0	0	0	0	[521, 430]	Complete	50	20	21	gexf	521	1.21162790697674	0.5
209	cut	cap	first	Complete.50.20.21.gexf	50	2450	10	4	[49, 49, 49, 49]	521	344	344	inf	248	0	0	0	0	[521, 344]	Complete	50	20	21	gexf	521	1.51453488372093	0.5
211	cut	cap	first	Complete.50.1.22.gexf	50	2450	2	1	[49, 49, 49, 49]	26.8626611422004	24.9458183720532	24.945818372053193	inf	248	0	0	0	0	[26.862661142200434, 24.945818372053193]	Complete	50	1	22	gexf	26.8626611422004	1.07684024398633	0.5
212	cut	cap	first	Complete.50.1.22.gexf	50	2450	3	2	[49, 49, 49, 49]	26.8626611422004	23.9924717565523	23.992471756552277	inf	193	0	0	0	0	[26.862661142200434, 23.992471756552277]	Complete	50	1	22	gexf	26.8626611422004	1.11962874916647	0.5
213	cut	cap	first	Complete.50.1.22.gexf	50	2450	5	3	[49, 49, 49, 49]	26.8626611422004	22.1219639804888	22.121963980488832	inf	194	0	0	0	0	[26.862661142200434, 22.121963980488832]	Complete	50	1	22	gexf	26.8626611422004	1.2142982045307	0.5
214	cut	cap	first	Complete.50.1.22.gexf	50	2450	10	4	[49, 49, 49, 49]	26.8626611422004	17.6726837966041	17.6726837966041	inf	136	0	0	0	0	[26.862661142200434, 17.6726837966041]	Complete	50	1	22	gexf	26.8626611422004	1.52001028544189	0
216	cut	cap	first	Complete.50.20.22.gexf	50	2450	2	1	[49, 49, 49, 49]	490	453	453	inf	121	0	0	0	0	[490, 453]	Complete	50	20	22	gexf	490	1.08167770419426	0.5
217	cut	cap	first	Complete.50.20.22.gexf	50	2450	3	2	[49, 49, 49, 49]	490	435	435	inf	245	0	0	0	0	[490, 435]	Complete	50	20	22	gexf	490	1.1264367816092	0.5
218	cut	cap	first	Complete.50.20.22.gexf	50	2450	5	3	[49, 49, 49, 49]	490	400	400	inf	197	0	0	0	0	[490, 400]	Complete	50	20	22	gexf	490	1.225	0.5
219	cut	cap	first	Complete.50.20.22.gexf	50	2450	10	4	[49, 49, 49, 49]	490	316	316	inf	249	0	0	0	0	[490, 316]	Complete	50	20	22	gexf	490	1.55063291139241	0.5
221	cut	cap	first	Complete.50.1.23.gexf	50	2450	2	1	[49, 49, 49, 49]	21.4584381482088	19.5463301938637	19.5463301938637	inf	194	0	0	0	0	[21.458438148208813, 19.5463301938637]	Complete	50	1	23	gexf	21.4584381482088	1.09782439646627	0
222	cut	cap	first	Complete.50.1.23.gexf	50	2450	3	2	[49, 49, 49, 49]	21.4584381482088	18.6167732972358	18.616773297235813	inf	247	0	0	0	0	[21.458438148208813, 18.616773297235813]	Complete	50	1	23	gexf	21.4584381482088	1.15264003087984	0
223	cut	cap	first	Complete.50.1.23.gexf	50	2450	5	3	[49, 49, 49, 49]	21.4584381482088	16.9391818936819	16.93918189368188	inf	194	0	0	0	0	[21.458438148208813, 16.93918189368188]	Complete	50	1	23	gexf	21.4584381482088	1.26679306491257	0
224	cut	cap	first	Complete.50.1.23.gexf	50	2450	10	4	[49, 49, 49, 49]	21.4584381482088	12.9823589757572	12.982358975757204	inf	249	0	0	0	0	[21.458438148208813, 12.982358975757204]	Complete	50	1	23	gexf	21.4584381482088	1.6528920659396	0
226	cut	cap	first	Complete.50.20.23.gexf	50	2450	2	1	[49, 49, 49, 49]	411	375	375	inf	294	0	0	0	0	[411, 375]	Complete	50	20	23	gexf	411	1.096	0.5
227	cut	cap	first	Complete.50.20.23.gexf	50	2450	3	2	[49, 49, 49, 49]	411	357	357	inf	315	0	0	0	0	[411, 357]	Complete	50	20	23	gexf	411	1.15126050420168	0.5
228	cut	cap	first	Complete.50.20.23.gexf	50	2450	5	3	[49, 49, 49, 49]	411	325	325	inf	351	0	0	0	0	[411, 325]	Complete	50	20	23	gexf	411	1.26461538461538	0.5
229	cut	cap	first	Complete.50.20.23.gexf	50	2450	10	4	[49, 49, 49, 49]	411	250	250	inf	254	0	0	0	0	[411, 250]	Complete	50	20	23	gexf	411	1.644	0.5
231	cut	cap	first	Complete.50.1.24.gexf	50	2450	2	1	[49, 49, 49, 49]	23.1323013230007	21.249341676432	21.249341676432	inf	162	0	0	0	0	[23.13230132300072, 21.249341676432]	Complete	50	1	24	gexf	23.1323013230007	1.0886126109336	0.5
232	cut	cap	first	Complete.50.1.24.gexf	50	2450	3	2	[49, 49, 49, 49]	23.1323013230007	20.3134073465003	20.31340734650028	inf	244	0	0	0	0	[23.13230132300072, 20.31340734650028]	Complete	50	1	24	gexf	23.1323013230007	1.13877012006979	0.5
233	cut	cap	first	Complete.50.1.24.gexf	50	2450	5	3	[49, 49, 49, 49]	23.1323013230007	18.490636369174	18.49063636917402	inf	193	0	0	0	0	[23.13230132300072, 18.49063636917402]	Complete	50	1	24	gexf	23.1323013230007	1.25102786411207	0.5
234	cut	cap	first	Complete.50.1.24.gexf	50	2450	10	4	[49, 49, 49, 49]	23.1323013230007	14.143982084465	14.14398208446504	inf	249	0	0	0	0	[23.13230132300072, 14.14398208446504]	Complete	50	1	24	gexf	23.1323013230007	1.63548717644432	0.5
236	cut	cap	first	Complete.50.20.24.gexf	50	2450	2	1	[49, 49, 49, 49]	473	435	435	inf	162	0	0	0	0	[473, 435]	Complete	50	20	24	gexf	473	1.08735632183908	0.5
237	cut	cap	first	Complete.50.20.24.gexf	50	2450	3	2	[49, 49, 49, 49]	473	417	417	inf	245	0	0	0	0	[473, 417]	Complete	50	20	24	gexf	473	1.13429256594724	0.5
238	cut	cap	first	Complete.50.20.24.gexf	50	2450	5	3	[49, 49, 49, 49]	473	383	383	inf	223	0	0	0	0	[473, 383]	Complete	50	20	24	gexf	473	1.23498694516971	0.5
239	cut	cap	first	Complete.50.20.24.gexf	50	2450	10	4	[49, 49, 49, 49]	473	302	302	inf	279	0	0	0	0	[473, 302]	Complete	50	20	24	gexf	473	1.56622516556291	0.5
241	cut	cap	first	Complete.50.1.25.gexf	50	2450	2	1	[49, 49, 49, 49]	22.8993713101668	21.0671439835688	21.06714398356884	inf	333	0	0	0	0	[22.89937131016682, 21.06714398356884]	Complete	50	1	25	gexf	22.8993713101668	1.08697084559858	0.5
242	cut	cap	first	Complete.50.1.25.gexf	50	2450	3	2	[49, 49, 49, 49]	22.8993713101668	20.1827495975664	20.182749597566385	inf	162	0	0	0	0	[22.89937131016682, 20.182749597566385]	Complete	50	1	25	gexf	22.8993713101668	1.13460117014621	0.5
243	cut	cap	first	Complete.50.1.25.gexf	50	2450	5	3	[49, 49, 49, 49]	22.8993713101668	18.5105137936888	18.51051379368883	inf	335	0	0	0	0	[22.89937131016682, 18.51051379368883]	Complete	50	1	25	gexf	22.8993713101668	1.23710079392687	0
244	cut	cap	first	Complete.50.1.25.gexf	50	2450	10	4	[49, 49, 49, 49]	22.8993713101668	14.6412782722673	14.641278272267291	inf	251	0	0	0	0	[22.89937131016682, 14.641278272267291]	Complete	50	1	25	gexf	22.8993713101668	1.56402814592641	0
246	cut	cap	first	Complete.50.20.25.gexf	50	2450	2	1	[49, 49, 49, 49]	471	433	433	inf	195	0	0	0	0	[471, 433]	Complete	50	20	25	gexf	471	1.08775981524249	0.5
247	cut	cap	first	Complete.50.20.25.gexf	50	2450	3	2	[49, 49, 49, 49]	471	414	414	inf	198	0	0	0	0	[471, 414]	Complete	50	20	25	gexf	471	1.13768115942029	0.5
248	cut	cap	first	Complete.50.20.25.gexf	50	2450	5	3	[49, 49, 49, 49]	471	377	377	inf	346	0	0	0	0	[471, 377]	Complete	50	20	25	gexf	471	1.24933687002653	0.5
249	cut	cap	first	Complete.50.20.25.gexf	50	2450	10	4	[49, 49, 49, 49]	471	292	292	inf	139	0	0	0	0	[471, 292]	Complete	50	20	25	gexf	471	1.61301369863014	0.5
251	cut	cap	first	Complete.50.1.26.gexf	50	2450	2	1	[49, 49, 49, 49]	21.9879490718132	20.0993568736088	20.099356873608805	inf	191	0	0	0	0	[21.987949071813222, 20.099356873608805]	Complete	50	1	26	gexf	21.9879490718132	1.09396281732199	0
252	cut	cap	first	Complete.50.1.26.gexf	50	2450	3	2	[49, 49, 49, 49]	21.9879490718132	19.1713813192689	19.17138131926887	inf	195	0	0	0	0	[21.987949071813222, 19.17138131926887]	Complete	50	1	26	gexf	21.9879490718132	1.14691522252043	0.5
253	cut	cap	first	Complete.50.1.26.gexf	50	2450	5	3	[49, 49, 49, 49]	21.9879490718132	17.3790182326463	17.379018232646306	inf	161	0	0	0	0	[21.987949071813222, 17.379018232646306]	Complete	50	1	26	gexf	21.9879490718132	1.26520087484051	0
254	cut	cap	first	Complete.50.1.26.gexf	50	2450	10	4	[49, 49, 49, 49]	21.9879490718132	13.1722751876613	13.172275187661278	inf	137	0	0	0	0	[21.987949071813222, 13.172275187661278]	Complete	50	1	26	gexf	21.9879490718132	1.66925977164596	0
256	cut	cap	first	Complete.50.20.26.gexf	50	2450	2	1	[49, 49, 49, 49]	516	478	478	inf	195	0	0	0	0	[516, 478]	Complete	50	20	26	gexf	516	1.07949790794979	0.5
257	cut	cap	first	Complete.50.20.26.gexf	50	2450	3	2	[49, 49, 49, 49]	516	459	459	inf	169	0	0	0	0	[516, 459]	Complete	50	20	26	gexf	516	1.12418300653595	0.5
258	cut	cap	first	Complete.50.20.26.gexf	50	2450	5	3	[49, 49, 49, 49]	516	422	422	inf	347	0	0	0	0	[516, 422]	Complete	50	20	26	gexf	516	1.22274881516588	0.5
259	cut	cap	first	Complete.50.20.26.gexf	50	2450	10	4	[49, 49, 49, 49]	516	338	338	inf	251	0	0	0	0	[516, 338]	Complete	50	20	26	gexf	516	1.52662721893491	0.5
261	cut	cap	first	Complete.50.1.27.gexf	50	2450	2	1	[49, 49, 49, 49]	23.0437931285394	21.1024795407338	21.10247954073383	inf	243	0	0	0	0	[23.04379312853941, 21.10247954073383]	Complete	50	1	27	gexf	23.0437931285394	1.09199457267845	0.5
262	cut	cap	first	Complete.50.1.27.gexf	50	2450	3	2	[49, 49, 49, 49]	23.0437931285394	20.1551536970001	20.15515369700014	inf	189	0	0	0	0	[23.04379312853941, 20.15515369700014]	Complete	50	1	27	gexf	23.0437931285394	1.14332013910513	0.5
263	cut	cap	first	Complete.50.1.27.gexf	50	2450	5	3	[49, 49, 49, 49]	23.0437931285394	18.3394957030778	18.33949570307778	inf	137	0	0	0	0	[23.04379312853941, 18.33949570307778]	Complete	50	1	27	gexf	23.0437931285394	1.2565118202608	0.5
264	cut	cap	first	Complete.50.1.27.gexf	50	2450	10	4	[49, 49, 49, 49]	23.0437931285394	14.1418294023187	14.141829402318676	inf	546	0	0	0	0	[23.04379312853941, 14.141829402318676]	Complete	50	1	27	gexf	23.0437931285394	1.62947752182339	0.5
266	cut	cap	first	Complete.50.20.27.gexf	50	2450	2	1	[49, 49, 49, 49]	461	423	423	inf	218	0	0	0	0	[461, 423]	Complete	50	20	27	gexf	461	1.08983451536643	0.5
267	cut	cap	first	Complete.50.20.27.gexf	50	2450	3	2	[49, 49, 49, 49]	461	404	404	inf	211	0	0	0	0	[461, 404]	Complete	50	20	27	gexf	461	1.14108910891089	0.5
268	cut	cap	first	Complete.50.20.27.gexf	50	2450	5	3	[49, 49, 49, 49]	461	368	368	inf	249	0	0	0	0	[461, 368]	Complete	50	20	27	gexf	461	1.25271739130435	0.5
269	cut	cap	first	Complete.50.20.27.gexf	50	2450	10	4	[49, 49, 49, 49]	461	286	286	inf	396	0	0	0	0	[461, 286]	Complete	50	20	27	gexf	461	1.61188811188811	0.5
271	cut	cap	first	Complete.50.1.28.gexf	50	2450	2	1	[49, 49, 49, 49]	20.4858278114443	18.5455783172099	18.545578317209927	inf	158	0	0	0	0	[20.485827811444338, 18.545578317209927]	Complete	50	1	28	gexf	20.4858278114443	1.1046205980233	0.5
272	cut	cap	first	Complete.50.1.28.gexf	50	2450	3	2	[49, 49, 49, 49]	20.4858278114443	17.6398976327107	17.639897632710724	inf	245	0	0	0	0	[20.485827811444338, 17.639897632710724]	Complete	50	1	28	gexf	20.4858278114443	1.16133484660683	0.5
273	cut	cap	first	Complete.50.1.28.gexf	50	2450	5	3	[49, 49, 49, 49]	20.4858278114443	15.9195644754938	15.919564475493825	inf	245	0	0	0	0	[20.485827811444338, 15.919564475493825]	Complete	50	1	28	gexf	20.4858278114443	1.2868334333505	0.5
274	cut	cap	first	Complete.50.1.28.gexf	50	2450	10	4	[49, 49, 49, 49]	20.4858278114443	12.0065292250961	12.00652922509611	inf	196	0	0	0	0	[20.485827811444338, 12.00652922509611]	Complete	50	1	28	gexf	20.4858278114443	1.70622395759674	0.5
276	cut	cap	first	Complete.50.20.28.gexf	50	2450	2	1	[49, 49, 49, 49]	514	477	477	inf	196	0	0	0	0	[514, 477]	Complete	50	20	28	gexf	514	1.07756813417191	0.5
277	cut	cap	first	Complete.50.20.28.gexf	50	2450	3	2	[49, 49, 49, 49]	514	459	459	inf	251	0	0	0	0	[514, 459]	Complete	50	20	28	gexf	514	1.119825708061	0.5
278	cut	cap	first	Complete.50.20.28.gexf	50	2450	5	3	[49, 49, 49, 49]	514	426	426	inf	337	0	0	0	0	[514, 426]	Complete	50	20	28	gexf	514	1.20657276995305	0.5
279	cut	cap	first	Complete.50.20.28.gexf	50	2450	10	4	[49, 49, 49, 49]	514	346	346	inf	282	0	0	0	0	[514, 346]	Complete	50	20	28	gexf	514	1.48554913294798	0.5
281	cut	cap	first	Complete.50.1.29.gexf	50	2450	2	1	[49, 49, 49, 49]	22.0283428265803	20.0518524258701	20.051852425870134	inf	334	0	0	0	0	[22.028342826580275, 20.051852425870134]	Complete	50	1	29	gexf	22.0283428265803	1.09856896803011	0.5
282	cut	cap	first	Complete.50.1.29.gexf	50	2450	3	2	[49, 49, 49, 49]	22.0283428265803	19.0712725436764	19.071272543676354	inf	196	0	0	0	0	[22.028342826580275, 19.071272543676354]	Complete	50	1	29	gexf	22.0283428265803	1.15505364291406	0.5
283	cut	cap	first	Complete.50.1.29.gexf	50	2450	5	3	[49, 49, 49, 49]	22.0283428265803	17.2909776497313	17.290977649731307	inf	339	0	0	0	0	[22.028342826580275, 17.290977649731307]	Complete	50	1	29	gexf	22.0283428265803	1.27397902379005	0.5
284	cut	cap	first	Complete.50.1.29.gexf	50	2450	10	4	[49, 49, 49, 49]	22.0283428265803	13.6874209681894	13.68742096818941	inf	164	0	0	0	0	[22.028342826580275, 13.68742096818941]	Complete	50	1	29	gexf	22.0283428265803	1.60938593748054	0.5
