construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	neighbour	p	ex	k.5	mem	constant	best
201	cut	cap	first	Small.50.24.2.7.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1028	0	0	0	0	[23.0, 21.0]	Small	50	24	2	7	gexf	23	1.0952380952381	0.5
202	cut	cap	first	Small.50.24.2.7.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1028	0	0	0	0	[23.0, 20.0]	Small	50	24	2	7	gexf	23	1.15	0.5
203	cut	cap	first	Small.50.24.2.7.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1020	0	0	0	0	[23.0, 18.0]	Small	50	24	2	7	gexf	23	1.27777777777778	0.5
204	cut	cap	first	Small.50.24.2.7.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1019	0	0	0	0	[23.0, 13.0]	Small	50	24	2	7	gexf	23	1.76923076923077	0.5
206	cut	cap	first	Small.50.24.5.7.gexf	50	1200	2	1	[25, 25, 25, 25]	25	23	23.0	inf	1032	0	0	0	0	[25.0, 23.0]	Small	50	24	5	7	gexf	25	1.08695652173913	0.5
207	cut	cap	first	Small.50.24.5.7.gexf	50	1200	3	2	[25, 25, 25, 25]	25	22	22.0	inf	1039	0	0	0	0	[25.0, 22.0]	Small	50	24	5	7	gexf	25	1.13636363636364	0.5
208	cut	cap	first	Small.50.24.5.7.gexf	50	1200	5	3	[25, 25, 25, 25]	25	20	20.0	inf	1033	0	0	0	0	[25.0, 20.0]	Small	50	24	5	7	gexf	25	1.25	0.5
209	cut	cap	first	Small.50.24.5.7.gexf	50	1200	10	4	[25, 25, 25, 25]	25	15	15.0	inf	1040	0	0	0	0	[25.0, 15.0]	Small	50	24	5	7	gexf	25	1.66666666666667	0.5
211	cut	cap	first	Small.50.6.2.8.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3706	0	0	0	0	[5.0, 3.0]	Small	50	6	2	8	gexf	5	1.66666666666667	0.5
212	cut	cap	first	Small.50.6.2.8.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3739	0	0	0	0	[5.0, 2.0]	Small	50	6	2	8	gexf	5	2.5	0.5
216	cut	cap	first	Small.50.6.5.8.gexf	50	300	2	1	[4, 4, 4, 4]	4	2	2.0	inf	3699	0	0	0	0	[4.0, 2.0]	Small	50	6	5	8	gexf	4	2	0.5
217	cut	cap	first	Small.50.6.5.8.gexf	50	300	3	2	[4, 4, 4, 4]	4	1	1.0	inf	3728	0	0	0	0	[4.0, 1.0]	Small	50	6	5	8	gexf	4	4	0.5
221	cut	cap	first	Small.50.10.2.8.gexf	50	500	2	1	[11, 11, 11, 11]	11	9	9.0	inf	2348	0	0	0	0	[11.0, 9.0]	Small	50	10	2	8	gexf	11	1.22222222222222	0.5
222	cut	cap	first	Small.50.10.2.8.gexf	50	500	3	2	[11, 11, 11, 11]	11	8	8.0	inf	2350	0	0	0	0	[11.0, 8.0]	Small	50	10	2	8	gexf	11	1.375	0.5
223	cut	cap	first	Small.50.10.2.8.gexf	50	500	5	3	[11, 11, 11, 11]	11	6	6.0	inf	2358	0	0	0	0	[11.0, 6.0]	Small	50	10	2	8	gexf	11	1.83333333333333	0.5
224	cut	cap	first	Small.50.10.2.8.gexf	50	500	10	4	[11, 11, 11, 11]	11	1	1.0	inf	2427	0	0	0	0	[11.0, 1.0]	Small	50	10	2	8	gexf	11	11	0.5
226	cut	cap	first	Small.50.10.5.8.gexf	50	500	2	1	[8, 8, 8, 8]	8	6	6.0	inf	2348	0	0	0	0	[8.0, 6.0]	Small	50	10	5	8	gexf	8	1.33333333333333	0.5
227	cut	cap	first	Small.50.10.5.8.gexf	50	500	3	2	[8, 8, 8, 8]	8	5	5.0	inf	2368	0	0	0	0	[8.0, 5.0]	Small	50	10	5	8	gexf	8	1.6	0.5
228	cut	cap	first	Small.50.10.5.8.gexf	50	500	5	3	[8, 8, 8, 8]	8	3	3.0	inf	2379	0	0	0	0	[8.0, 3.0]	Small	50	10	5	8	gexf	8	2.66666666666667	0.5
231	cut	cap	first	Small.50.24.2.8.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1017	0	0	0	0	[23.0, 21.0]	Small	50	24	2	8	gexf	23	1.0952380952381	0.5
232	cut	cap	first	Small.50.24.2.8.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1015	0	0	0	0	[23.0, 20.0]	Small	50	24	2	8	gexf	23	1.15	0.5
233	cut	cap	first	Small.50.24.2.8.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1029	0	0	0	0	[23.0, 18.0]	Small	50	24	2	8	gexf	23	1.27777777777778	0.5
234	cut	cap	first	Small.50.24.2.8.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1029	0	0	0	0	[23.0, 13.0]	Small	50	24	2	8	gexf	23	1.76923076923077	0.5
236	cut	cap	first	Small.50.24.5.8.gexf	50	1200	2	1	[22, 22, 22, 22]	22	20	20.0	inf	1027	0	0	0	0	[22.0, 20.0]	Small	50	24	5	8	gexf	22	1.1	0.5
237	cut	cap	first	Small.50.24.5.8.gexf	50	1200	3	2	[22, 22, 22, 22]	22	19	19.0	inf	1028	0	0	0	0	[22.0, 19.0]	Small	50	24	5	8	gexf	22	1.15789473684211	0.5
238	cut	cap	first	Small.50.24.5.8.gexf	50	1200	5	3	[22, 22, 22, 22]	22	17	17.0	inf	1034	0	0	0	0	[22.0, 17.0]	Small	50	24	5	8	gexf	22	1.29411764705882	0.5
239	cut	cap	first	Small.50.24.5.8.gexf	50	1200	10	4	[22, 22, 22, 22]	22	12	12.0	inf	1043	0	0	0	0	[22.0, 12.0]	Small	50	24	5	8	gexf	22	1.83333333333333	0.5
241	cut	cap	first	Small.50.6.2.9.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3644	0	0	0	0	[5.0, 3.0]	Small	50	6	2	9	gexf	5	1.66666666666667	0
242	cut	cap	first	Small.50.6.2.9.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3653	0	0	0	0	[5.0, 2.0]	Small	50	6	2	9	gexf	5	2.5	0.5
246	cut	cap	first	Small.50.6.5.9.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3607	0	0	0	0	[6.0, 4.0]	Small	50	6	5	9	gexf	6	1.5	0.5
247	cut	cap	first	Small.50.6.5.9.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3614	0	0	0	0	[6.0, 3.0]	Small	50	6	5	9	gexf	6	2	0.5
248	cut	cap	first	Small.50.6.5.9.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3707	0	0	0	0	[6.0, 1.0]	Small	50	6	5	9	gexf	6	6	0.5
251	cut	cap	first	Small.50.10.2.9.gexf	50	500	2	1	[8, 8, 8, 8]	8	6	6.0	inf	2373	0	0	0	0	[8.0, 6.0]	Small	50	10	2	9	gexf	8	1.33333333333333	0.5
252	cut	cap	first	Small.50.10.2.9.gexf	50	500	3	2	[8, 8, 8, 8]	8	5	5.0	inf	2363	0	0	0	0	[8.0, 5.0]	Small	50	10	2	9	gexf	8	1.6	0.5
253	cut	cap	first	Small.50.10.2.9.gexf	50	500	5	3	[8, 8, 8, 8]	8	3	3.0	inf	2405	0	0	0	0	[8.0, 3.0]	Small	50	10	2	9	gexf	8	2.66666666666667	0.5
256	cut	cap	first	Small.50.10.5.9.gexf	50	500	2	1	[11, 11, 11, 11]	11	9	9.0	inf	2307	0	0	0	0	[11.0, 9.0]	Small	50	10	5	9	gexf	11	1.22222222222222	0.5
257	cut	cap	first	Small.50.10.5.9.gexf	50	500	3	2	[11, 11, 11, 11]	11	8	8.0	inf	2314	0	0	0	0	[11.0, 8.0]	Small	50	10	5	9	gexf	11	1.375	0.5
258	cut	cap	first	Small.50.10.5.9.gexf	50	500	5	3	[11, 11, 11, 11]	11	6	6.0	inf	2332	0	0	0	0	[11.0, 6.0]	Small	50	10	5	9	gexf	11	1.83333333333333	0.5
259	cut	cap	first	Small.50.10.5.9.gexf	50	500	10	4	[11, 11, 11, 11]	11	1	1.0	inf	2421	0	0	0	0	[11.0, 1.0]	Small	50	10	5	9	gexf	11	11	0.5
261	cut	cap	first	Small.50.24.2.9.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1034	0	0	0	0	[23.0, 21.0]	Small	50	24	2	9	gexf	23	1.0952380952381	0.5
262	cut	cap	first	Small.50.24.2.9.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1032	0	0	0	0	[23.0, 20.0]	Small	50	24	2	9	gexf	23	1.15	0.5
263	cut	cap	first	Small.50.24.2.9.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1033	0	0	0	0	[23.0, 18.0]	Small	50	24	2	9	gexf	23	1.27777777777778	0.5
264	cut	cap	first	Small.50.24.2.9.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1040	0	0	0	0	[23.0, 13.0]	Small	50	24	2	9	gexf	23	1.76923076923077	0.5
266	cut	cap	first	Small.50.24.5.9.gexf	50	1200	2	1	[25, 25, 25, 25]	25	23	23.0	inf	1035	0	0	0	0	[25.0, 23.0]	Small	50	24	5	9	gexf	25	1.08695652173913	0.5
267	cut	cap	first	Small.50.24.5.9.gexf	50	1200	3	2	[25, 25, 25, 25]	25	22	22.0	inf	1030	0	0	0	0	[25.0, 22.0]	Small	50	24	5	9	gexf	25	1.13636363636364	0.5
268	cut	cap	first	Small.50.24.5.9.gexf	50	1200	5	3	[25, 25, 25, 25]	25	20	20.0	inf	1034	0	0	0	0	[25.0, 20.0]	Small	50	24	5	9	gexf	25	1.25	0.5
269	cut	cap	first	Small.50.24.5.9.gexf	50	1200	10	4	[25, 25, 25, 25]	25	15	15.0	inf	1039	0	0	0	0	[25.0, 15.0]	Small	50	24	5	9	gexf	25	1.66666666666667	0.5
271	cut	cap	first	Small.50.6.2.10.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3713	0	0	0	0	[5.0, 3.0]	Small	50	6	2	10	gexf	5	1.66666666666667	0.5
272	cut	cap	first	Small.50.6.2.10.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3748	0	0	0	0	[5.0, 2.0]	Small	50	6	2	10	gexf	5	2.5	0.5
276	cut	cap	first	Small.50.6.5.10.gexf	50	300	2	1	[8, 8, 8, 8]	8	6	6.0	inf	3595	0	0	0	0	[8.0, 6.0]	Small	50	6	5	10	gexf	8	1.33333333333333	0.5
277	cut	cap	first	Small.50.6.5.10.gexf	50	300	3	2	[8, 8, 8, 8]	8	5	5.0	inf	3608	0	0	0	0	[8.0, 5.0]	Small	50	6	5	10	gexf	8	1.6	0.5
278	cut	cap	first	Small.50.6.5.10.gexf	50	300	5	3	[8, 8, 8, 8]	8	3	3.0	inf	3670	0	0	0	0	[8.0, 3.0]	Small	50	6	5	10	gexf	8	2.66666666666667	0.5
281	cut	cap	first	Small.50.10.2.10.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2305	0	0	0	0	[10.0, 8.0]	Small	50	10	2	10	gexf	10	1.25	0
282	cut	cap	first	Small.50.10.2.10.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2283	0	0	0	0	[10.0, 7.0]	Small	50	10	2	10	gexf	10	1.42857142857143	0.5
283	cut	cap	first	Small.50.10.2.10.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2324	0	0	0	0	[10.0, 5.0]	Small	50	10	2	10	gexf	10	2	0.5
286	cut	cap	first	Small.50.10.5.10.gexf	50	500	2	1	[7, 7, 7, 7]	7	5	5.0	inf	2340	0	0	0	0	[7.0, 5.0]	Small	50	10	5	10	gexf	7	1.4	0.5
287	cut	cap	first	Small.50.10.5.10.gexf	50	500	3	2	[7, 7, 7, 7]	7	4	4.0	inf	2359	0	0	0	0	[7.0, 4.0]	Small	50	10	5	10	gexf	7	1.75	0.5
288	cut	cap	first	Small.50.10.5.10.gexf	50	500	5	3	[7, 7, 7, 7]	7	2	2.0	inf	2392	0	0	0	0	[7.0, 2.0]	Small	50	10	5	10	gexf	7	3.5	0.5
291	cut	cap	first	Small.50.24.2.10.gexf	50	1200	2	1	[21, 21, 21, 21]	21	19	19.0	inf	1029	0	0	0	0	[21.0, 19.0]	Small	50	24	2	10	gexf	21	1.10526315789474	0.5
292	cut	cap	first	Small.50.24.2.10.gexf	50	1200	3	2	[21, 21, 21, 21]	21	18	18.0	inf	1038	0	0	0	0	[21.0, 18.0]	Small	50	24	2	10	gexf	21	1.16666666666667	0.5
293	cut	cap	first	Small.50.24.2.10.gexf	50	1200	5	3	[21, 21, 21, 21]	21	16	16.0	inf	1036	0	0	0	0	[21.0, 16.0]	Small	50	24	2	10	gexf	21	1.3125	0.5
294	cut	cap	first	Small.50.24.2.10.gexf	50	1200	10	4	[21, 21, 21, 21]	21	11	11.0	inf	1050	0	0	0	0	[21.0, 11.0]	Small	50	24	2	10	gexf	21	1.90909090909091	0.5
296	cut	cap	first	Small.50.24.5.10.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1031	0	0	0	0	[23.0, 21.0]	Small	50	24	5	10	gexf	23	1.0952380952381	0.5
297	cut	cap	first	Small.50.24.5.10.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1025	0	0	0	0	[23.0, 20.0]	Small	50	24	5	10	gexf	23	1.15	0.5
298	cut	cap	first	Small.50.24.5.10.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1027	0	0	0	0	[23.0, 18.0]	Small	50	24	5	10	gexf	23	1.27777777777778	0.5
299	cut	cap	first	Small.50.24.5.10.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1047	0	0	0	0	[23.0, 13.0]	Small	50	24	5	10	gexf	23	1.76923076923077	0.5
301	cut	cap	first	Small.50.6.2.11.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3639	0	0	0	0	[5.0, 3.0]	Small	50	6	2	11	gexf	5	1.66666666666667	0.5
302	cut	cap	first	Small.50.6.2.11.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3652	0	0	0	0	[5.0, 2.0]	Small	50	6	2	11	gexf	5	2.5	0.5
306	cut	cap	first	Small.50.6.5.11.gexf	50	300	2	1	[4, 4, 4, 4]	4	2	2.0	inf	3670	0	0	0	0	[4.0, 2.0]	Small	50	6	5	11	gexf	4	2	0.5
307	cut	cap	first	Small.50.6.5.11.gexf	50	300	3	2	[4, 4, 4, 4]	4	1	1.0	inf	3678	0	0	0	0	[4.0, 1.0]	Small	50	6	5	11	gexf	4	4	0.5
311	cut	cap	first	Small.50.10.2.11.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2325	0	0	0	0	[10.0, 8.0]	Small	50	10	2	11	gexf	10	1.25	0.5
312	cut	cap	first	Small.50.10.2.11.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2324	0	0	0	0	[10.0, 7.0]	Small	50	10	2	11	gexf	10	1.42857142857143	0.5
313	cut	cap	first	Small.50.10.2.11.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2337	0	0	0	0	[10.0, 5.0]	Small	50	10	2	11	gexf	10	2	0.5
316	cut	cap	first	Small.50.10.5.11.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2313	0	0	0	0	[10.0, 8.0]	Small	50	10	5	11	gexf	10	1.25	0.5
317	cut	cap	first	Small.50.10.5.11.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2310	0	0	0	0	[10.0, 7.0]	Small	50	10	5	11	gexf	10	1.42857142857143	0.5
318	cut	cap	first	Small.50.10.5.11.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2336	0	0	0	0	[10.0, 5.0]	Small	50	10	5	11	gexf	10	2	0.5
321	cut	cap	first	Small.50.24.2.11.gexf	50	1200	2	1	[22, 22, 22, 22]	22	20	20.0	inf	1032	0	0	0	0	[22.0, 20.0]	Small	50	24	2	11	gexf	22	1.1	0.5
322	cut	cap	first	Small.50.24.2.11.gexf	50	1200	3	2	[22, 22, 22, 22]	22	19	19.0	inf	1038	0	0	0	0	[22.0, 19.0]	Small	50	24	2	11	gexf	22	1.15789473684211	0.5
323	cut	cap	first	Small.50.24.2.11.gexf	50	1200	5	3	[22, 22, 22, 22]	22	17	17.0	inf	1035	0	0	0	0	[22.0, 17.0]	Small	50	24	2	11	gexf	22	1.29411764705882	0.5
324	cut	cap	first	Small.50.24.2.11.gexf	50	1200	10	4	[22, 22, 22, 22]	22	12	12.0	inf	1046	0	0	0	0	[22.0, 12.0]	Small	50	24	2	11	gexf	22	1.83333333333333	0.5
326	cut	cap	first	Small.50.24.5.11.gexf	50	1200	2	1	[22, 22, 22, 22]	22	20	20.0	inf	1009	0	0	0	0	[22.0, 20.0]	Small	50	24	5	11	gexf	22	1.1	0.5
327	cut	cap	first	Small.50.24.5.11.gexf	50	1200	3	2	[22, 22, 22, 22]	22	19	19.0	inf	1018	0	0	0	0	[22.0, 19.0]	Small	50	24	5	11	gexf	22	1.15789473684211	0.5
328	cut	cap	first	Small.50.24.5.11.gexf	50	1200	5	3	[22, 22, 22, 22]	22	17	17.0	inf	1020	0	0	0	0	[22.0, 17.0]	Small	50	24	5	11	gexf	22	1.29411764705882	0.5
329	cut	cap	first	Small.50.24.5.11.gexf	50	1200	10	4	[22, 22, 22, 22]	22	12	12.0	inf	1017	0	0	0	0	[22.0, 12.0]	Small	50	24	5	11	gexf	22	1.83333333333333	0.5
331	cut	cap	first	Small.50.6.2.12.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3673	0	0	0	0	[5.0, 3.0]	Small	50	6	2	12	gexf	5	1.66666666666667	0.5
332	cut	cap	first	Small.50.6.2.12.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3732	0	0	0	0	[5.0, 2.0]	Small	50	6	2	12	gexf	5	2.5	0.5
336	cut	cap	first	Small.50.6.5.12.gexf	50	300	2	1	[4, 4, 4, 4]	4	2	2.0	inf	3699	0	0	0	0	[4.0, 2.0]	Small	50	6	5	12	gexf	4	2	0.5
337	cut	cap	first	Small.50.6.5.12.gexf	50	300	3	2	[4, 4, 4, 4]	4	1	1.0	inf	3747	0	0	0	0	[4.0, 1.0]	Small	50	6	5	12	gexf	4	4	0.5
341	cut	cap	first	Small.50.10.2.12.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2316	0	0	0	0	[10.0, 8.0]	Small	50	10	2	12	gexf	10	1.25	0.5
342	cut	cap	first	Small.50.10.2.12.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2318	0	0	0	0	[10.0, 7.0]	Small	50	10	2	12	gexf	10	1.42857142857143	0.5
343	cut	cap	first	Small.50.10.2.12.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2350	0	0	0	0	[10.0, 5.0]	Small	50	10	2	12	gexf	10	2	0.5
346	cut	cap	first	Small.50.10.5.12.gexf	50	500	2	1	[9, 9, 9, 9]	9	7	7.0	inf	2305	0	0	0	0	[9.0, 7.0]	Small	50	10	5	12	gexf	9	1.28571428571429	0.5
347	cut	cap	first	Small.50.10.5.12.gexf	50	500	3	2	[9, 9, 9, 9]	9	6	6.0	inf	2318	0	0	0	0	[9.0, 6.0]	Small	50	10	5	12	gexf	9	1.5	0.5
348	cut	cap	first	Small.50.10.5.12.gexf	50	500	5	3	[9, 9, 9, 9]	9	4	4.0	inf	2343	0	0	0	0	[9.0, 4.0]	Small	50	10	5	12	gexf	9	2.25	0.5
351	cut	cap	first	Small.50.24.2.12.gexf	50	1200	2	1	[24, 24, 24, 24]	24	22	22.0	inf	1030	0	0	0	0	[24.0, 22.0]	Small	50	24	2	12	gexf	24	1.09090909090909	0.5
352	cut	cap	first	Small.50.24.2.12.gexf	50	1200	3	2	[24, 24, 24, 24]	24	21	21.0	inf	1037	0	0	0	0	[24.0, 21.0]	Small	50	24	2	12	gexf	24	1.14285714285714	0.5
353	cut	cap	first	Small.50.24.2.12.gexf	50	1200	5	3	[24, 24, 24, 24]	24	19	19.0	inf	1050	0	0	0	0	[24.0, 19.0]	Small	50	24	2	12	gexf	24	1.26315789473684	0.5
354	cut	cap	first	Small.50.24.2.12.gexf	50	1200	10	4	[24, 24, 24, 24]	24	14	14.0	inf	1051	0	0	0	0	[24.0, 14.0]	Small	50	24	2	12	gexf	24	1.71428571428571	0.5
356	cut	cap	first	Small.50.24.5.12.gexf	50	1200	2	1	[26, 26, 26, 26]	26	24	24.0	inf	1031	0	0	0	0	[26.0, 24.0]	Small	50	24	5	12	gexf	26	1.08333333333333	0.5
357	cut	cap	first	Small.50.24.5.12.gexf	50	1200	3	2	[26, 26, 26, 26]	26	23	23.0	inf	1035	0	0	0	0	[26.0, 23.0]	Small	50	24	5	12	gexf	26	1.1304347826087	0.5
358	cut	cap	first	Small.50.24.5.12.gexf	50	1200	5	3	[26, 26, 26, 26]	26	21	21.0	inf	1044	0	0	0	0	[26.0, 21.0]	Small	50	24	5	12	gexf	26	1.23809523809524	0.5
359	cut	cap	first	Small.50.24.5.12.gexf	50	1200	10	4	[26, 26, 26, 26]	26	16	16.0	inf	1052	0	0	0	0	[26.0, 16.0]	Small	50	24	5	12	gexf	26	1.625	0.5
361	cut	cap	first	Small.50.6.2.13.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3631	0	0	0	0	[6.0, 4.0]	Small	50	6	2	13	gexf	6	1.5	0.5
362	cut	cap	first	Small.50.6.2.13.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3644	0	0	0	0	[6.0, 3.0]	Small	50	6	2	13	gexf	6	2	0.5
363	cut	cap	first	Small.50.6.2.13.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3726	0	0	0	0	[6.0, 1.0]	Small	50	6	2	13	gexf	6	6	0.5
366	cut	cap	first	Small.50.6.5.13.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3602	0	0	0	0	[5.0, 3.0]	Small	50	6	5	13	gexf	5	1.66666666666667	0.5
367	cut	cap	first	Small.50.6.5.13.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3654	0	0	0	0	[5.0, 2.0]	Small	50	6	5	13	gexf	5	2.5	0.5
371	cut	cap	first	Small.50.10.2.13.gexf	50	500	2	1	[8, 8, 8, 8]	8	6	6.0	inf	2344	0	0	0	0	[8.0, 6.0]	Small	50	10	2	13	gexf	8	1.33333333333333	0.5
372	cut	cap	first	Small.50.10.2.13.gexf	50	500	3	2	[8, 8, 8, 8]	8	5	5.0	inf	2383	0	0	0	0	[8.0, 5.0]	Small	50	10	2	13	gexf	8	1.6	0.5
373	cut	cap	first	Small.50.10.2.13.gexf	50	500	5	3	[8, 8, 8, 8]	8	3	3.0	inf	2412	0	0	0	0	[8.0, 3.0]	Small	50	10	2	13	gexf	8	2.66666666666667	0.5
376	cut	cap	first	Small.50.10.5.13.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2366	0	0	0	0	[10.0, 8.0]	Small	50	10	5	13	gexf	10	1.25	0.5
377	cut	cap	first	Small.50.10.5.13.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2356	0	0	0	0	[10.0, 7.0]	Small	50	10	5	13	gexf	10	1.42857142857143	0.5
378	cut	cap	first	Small.50.10.5.13.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2398	0	0	0	0	[10.0, 5.0]	Small	50	10	5	13	gexf	10	2	0.5
381	cut	cap	first	Small.50.24.2.13.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1016	0	0	0	0	[23.0, 21.0]	Small	50	24	2	13	gexf	23	1.0952380952381	0.5
382	cut	cap	first	Small.50.24.2.13.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1018	0	0	0	0	[23.0, 20.0]	Small	50	24	2	13	gexf	23	1.15	0.5
383	cut	cap	first	Small.50.24.2.13.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1025	0	0	0	0	[23.0, 18.0]	Small	50	24	2	13	gexf	23	1.27777777777778	0.5
384	cut	cap	first	Small.50.24.2.13.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1041	0	0	0	0	[23.0, 13.0]	Small	50	24	2	13	gexf	23	1.76923076923077	0.5
386	cut	cap	first	Small.50.24.5.13.gexf	50	1200	2	1	[21, 21, 21, 21]	21	19	19.0	inf	1027	0	0	0	0	[21.0, 19.0]	Small	50	24	5	13	gexf	21	1.10526315789474	0.5
387	cut	cap	first	Small.50.24.5.13.gexf	50	1200	3	2	[21, 21, 21, 21]	21	18	18.0	inf	1042	0	0	0	0	[21.0, 18.0]	Small	50	24	5	13	gexf	21	1.16666666666667	0.5
388	cut	cap	first	Small.50.24.5.13.gexf	50	1200	5	3	[21, 21, 21, 21]	21	16	16.0	inf	1045	0	0	0	0	[21.0, 16.0]	Small	50	24	5	13	gexf	21	1.3125	0.5
389	cut	cap	first	Small.50.24.5.13.gexf	50	1200	10	4	[21, 21, 21, 21]	21	11	11.0	inf	1047	0	0	0	0	[21.0, 11.0]	Small	50	24	5	13	gexf	21	1.90909090909091	0.5
391	cut	cap	first	Small.50.6.2.14.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3597	0	0	0	0	[5.0, 3.0]	Small	50	6	2	14	gexf	5	1.66666666666667	0.5
392	cut	cap	first	Small.50.6.2.14.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3617	0	0	0	0	[5.0, 2.0]	Small	50	6	2	14	gexf	5	2.5	0.5
396	cut	cap	first	Small.50.6.5.14.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3600	0	0	0	0	[5.0, 3.0]	Small	50	6	5	14	gexf	5	1.66666666666667	0.5
397	cut	cap	first	Small.50.6.5.14.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3635	0	0	0	0	[5.0, 2.0]	Small	50	6	5	14	gexf	5	2.5	0.5
401	cut	cap	first	Small.50.10.2.14.gexf	50	500	2	1	[9, 9, 9, 9]	9	7	7.0	inf	2323	0	0	0	0	[9.0, 7.0]	Small	50	10	2	14	gexf	9	1.28571428571429	0.5
402	cut	cap	first	Small.50.10.2.14.gexf	50	500	3	2	[9, 9, 9, 9]	9	6	6.0	inf	2340	0	0	0	0	[9.0, 6.0]	Small	50	10	2	14	gexf	9	1.5	0.5
403	cut	cap	first	Small.50.10.2.14.gexf	50	500	5	3	[9, 9, 9, 9]	9	4	4.0	inf	2361	0	0	0	0	[9.0, 4.0]	Small	50	10	2	14	gexf	9	2.25	0.5
406	cut	cap	first	Small.50.10.5.14.gexf	50	500	2	1	[8, 8, 8, 8]	8	6	6.0	inf	2362	0	0	0	0	[8.0, 6.0]	Small	50	10	5	14	gexf	8	1.33333333333333	0.5
407	cut	cap	first	Small.50.10.5.14.gexf	50	500	3	2	[8, 8, 8, 8]	8	5	5.0	inf	2380	0	0	0	0	[8.0, 5.0]	Small	50	10	5	14	gexf	8	1.6	0.5
