path	k	max.multirute.flow	iterations	k.0	n	multiple	ex	k.4
393	R-MAT.500.5.7.gexf	5	54	1	R-MAT	500	5	7	gexf
394	R-MAT.500.5.7.gexf	10	54	1	R-MAT	500	5	7	gexf
396	R-MAT.500.10.7.gexf	2	108	1	R-MAT	500	10	7	gexf
397	R-MAT.500.10.7.gexf	3	108	1	R-MAT	500	10	7	gexf
398	R-MAT.500.10.7.gexf	5	108	1	R-MAT	500	10	7	gexf
399	R-MAT.500.10.7.gexf	10	107.8	3	R-MAT	500	10	7	gexf
400	R-MAT.500.10.7.gexf	50	70.5	18	R-MAT	500	10	7	gexf
401	R-MAT.500.25.7.gexf	2	274	1	R-MAT	500	25	7	gexf
402	R-MAT.500.25.7.gexf	3	274	1	R-MAT	500	25	7	gexf
403	R-MAT.500.25.7.gexf	5	274	1	R-MAT	500	25	7	gexf
404	R-MAT.500.25.7.gexf	10	274	1	R-MAT	500	25	7	gexf
405	R-MAT.500.25.7.gexf	50	222.976744186047	9	R-MAT	500	25	7	gexf
406	R-MAT.1000.5.7.gexf	2	59	1	R-MAT	1000	5	7	gexf
407	R-MAT.1000.5.7.gexf	3	59	1	R-MAT	1000	5	7	gexf
408	R-MAT.1000.5.7.gexf	5	59	1	R-MAT	1000	5	7	gexf
409	R-MAT.1000.5.7.gexf	10	59	1	R-MAT	1000	5	7	gexf
411	R-MAT.1000.10.7.gexf	2	133	1	R-MAT	1000	10	7	gexf
412	R-MAT.1000.10.7.gexf	3	133	1	R-MAT	1000	10	7	gexf
413	R-MAT.1000.10.7.gexf	5	133	1	R-MAT	1000	10	7	gexf
414	R-MAT.1000.10.7.gexf	10	133	1	R-MAT	1000	10	7	gexf
415	R-MAT.1000.10.7.gexf	50	110.113636363636	10	R-MAT	1000	10	7	gexf
416	R-MAT.1000.25.7.gexf	2	349	1	R-MAT	1000	25	7	gexf
417	R-MAT.1000.25.7.gexf	3	349	1	R-MAT	1000	25	7	gexf
418	R-MAT.1000.25.7.gexf	5	349	1	R-MAT	1000	25	7	gexf
419	R-MAT.1000.25.7.gexf	10	349	1	R-MAT	1000	25	7	gexf
420	R-MAT.1000.25.7.gexf	50	303.681818181818	8	R-MAT	1000	25	7	gexf
421	R-MAT.50.5.8.gexf	2	9	1	R-MAT	50	5	8	gexf
422	R-MAT.50.5.8.gexf	3	9	1	R-MAT	50	5	8	gexf
423	R-MAT.50.5.8.gexf	5	7.5	3	R-MAT	50	5	8	gexf
426	R-MAT.50.10.8.gexf	2	29	1	R-MAT	50	10	8	gexf
427	R-MAT.50.10.8.gexf	3	29	1	R-MAT	50	10	8	gexf
428	R-MAT.50.10.8.gexf	5	28.5	3	R-MAT	50	10	8	gexf
429	R-MAT.50.10.8.gexf	10	15.4	7	R-MAT	50	10	8	gexf
431	R-MAT.50.25.8.gexf	2	68	1	R-MAT	50	25	8	gexf
432	R-MAT.50.25.8.gexf	3	68	1	R-MAT	50	25	8	gexf
433	R-MAT.50.25.8.gexf	5	68	1	R-MAT	50	25	8	gexf
434	R-MAT.50.25.8.gexf	10	61.875	4	R-MAT	50	25	8	gexf
436	R-MAT.100.5.8.gexf	2	14	1	R-MAT	100	5	8	gexf
437	R-MAT.100.5.8.gexf	3	14	1	R-MAT	100	5	8	gexf
438	R-MAT.100.5.8.gexf	5	14	1	R-MAT	100	5	8	gexf
439	R-MAT.100.5.8.gexf	10	11	4	R-MAT	100	5	8	gexf
441	R-MAT.100.10.8.gexf	2	42	1	R-MAT	100	10	8	gexf
442	R-MAT.100.10.8.gexf	3	42	1	R-MAT	100	10	8	gexf
443	R-MAT.100.10.8.gexf	5	42	1	R-MAT	100	10	8	gexf
444	R-MAT.100.10.8.gexf	10	39.875	5	R-MAT	100	10	8	gexf
446	R-MAT.100.25.8.gexf	2	108	1	R-MAT	100	25	8	gexf
447	R-MAT.100.25.8.gexf	3	108	1	R-MAT	100	25	8	gexf
448	R-MAT.100.25.8.gexf	5	108	1	R-MAT	100	25	8	gexf
449	R-MAT.100.25.8.gexf	10	107.8	3	R-MAT	100	25	8	gexf
451	R-MAT.500.5.8.gexf	2	49	1	R-MAT	500	5	8	gexf
452	R-MAT.500.5.8.gexf	3	49	1	R-MAT	500	5	8	gexf
453	R-MAT.500.5.8.gexf	5	49	1	R-MAT	500	5	8	gexf
454	R-MAT.500.5.8.gexf	10	49	1	R-MAT	500	5	8	gexf
456	R-MAT.500.10.8.gexf	2	104	1	R-MAT	500	10	8	gexf
457	R-MAT.500.10.8.gexf	3	104	1	R-MAT	500	10	8	gexf
458	R-MAT.500.10.8.gexf	5	104	1	R-MAT	500	10	8	gexf
459	R-MAT.500.10.8.gexf	10	104	1	R-MAT	500	10	8	gexf
460	R-MAT.500.10.8.gexf	50	73.6666666666666	17	R-MAT	500	10	8	gexf
461	R-MAT.500.25.8.gexf	2	245	1	R-MAT	500	25	8	gexf
462	R-MAT.500.25.8.gexf	3	245	1	R-MAT	500	25	8	gexf
463	R-MAT.500.25.8.gexf	5	245	1	R-MAT	500	25	8	gexf
464	R-MAT.500.25.8.gexf	10	239.8	2	R-MAT	500	25	8	gexf
465	R-MAT.500.25.8.gexf	50	193.8	12	R-MAT	500	25	8	gexf
466	R-MAT.1000.5.8.gexf	2	75	1	R-MAT	1000	5	8	gexf
467	R-MAT.1000.5.8.gexf	3	75	1	R-MAT	1000	5	8	gexf
468	R-MAT.1000.5.8.gexf	5	75	1	R-MAT	1000	5	8	gexf
469	R-MAT.1000.5.8.gexf	10	75	1	R-MAT	1000	5	8	gexf
470	R-MAT.1000.5.8.gexf	50	59.925	12	R-MAT	1000	5	8	gexf
471	R-MAT.1000.10.8.gexf	2	154	1	R-MAT	1000	10	8	gexf
472	R-MAT.1000.10.8.gexf	3	154	1	R-MAT	1000	10	8	gexf
473	R-MAT.1000.10.8.gexf	5	154	1	R-MAT	1000	10	8	gexf
474	R-MAT.1000.10.8.gexf	10	154	1	R-MAT	1000	10	8	gexf
475	R-MAT.1000.10.8.gexf	50	128.153846153846	13	R-MAT	1000	10	8	gexf
476	R-MAT.1000.25.8.gexf	2	361	1	R-MAT	1000	25	8	gexf
477	R-MAT.1000.25.8.gexf	3	361	1	R-MAT	1000	25	8	gexf
478	R-MAT.1000.25.8.gexf	5	361	1	R-MAT	1000	25	8	gexf
479	R-MAT.1000.25.8.gexf	10	361	1	R-MAT	1000	25	8	gexf
480	R-MAT.1000.25.8.gexf	50	336.136363636364	8	R-MAT	1000	25	8	gexf
481	R-MAT.50.5.9.gexf	2	10	1	R-MAT	50	5	9	gexf
482	R-MAT.50.5.9.gexf	3	10	1	R-MAT	50	5	9	gexf
483	R-MAT.50.5.9.gexf	5	9	3	R-MAT	50	5	9	gexf
486	R-MAT.50.10.9.gexf	2	38	1	R-MAT	50	10	9	gexf
487	R-MAT.50.10.9.gexf	3	38	1	R-MAT	50	10	9	gexf
488	R-MAT.50.10.9.gexf	5	36	2	R-MAT	50	10	9	gexf
489	R-MAT.50.10.9.gexf	10	31.1666666666667	6	R-MAT	50	10	9	gexf
491	R-MAT.50.25.9.gexf	2	66	1	R-MAT	50	25	9	gexf
492	R-MAT.50.25.9.gexf	3	66	1	R-MAT	50	25	9	gexf
493	R-MAT.50.25.9.gexf	5	66	1	R-MAT	50	25	9	gexf
494	R-MAT.50.25.9.gexf	10	58.1428571428571	5	R-MAT	50	25	9	gexf
496	R-MAT.100.5.9.gexf	2	15	1	R-MAT	100	5	9	gexf
497	R-MAT.100.5.9.gexf	3	15	1	R-MAT	100	5	9	gexf
498	R-MAT.100.5.9.gexf	5	15	1	R-MAT	100	5	9	gexf
499	R-MAT.100.5.9.gexf	10	14.3	2	R-MAT	100	5	9	gexf
501	R-MAT.100.10.9.gexf	2	31	1	R-MAT	100	10	9	gexf
502	R-MAT.100.10.9.gexf	3	31	1	R-MAT	100	10	9	gexf
503	R-MAT.100.10.9.gexf	5	31	1	R-MAT	100	10	9	gexf
504	R-MAT.100.10.9.gexf	10	30.8	2	R-MAT	100	10	9	gexf
506	R-MAT.100.25.9.gexf	2	110	1	R-MAT	100	25	9	gexf
507	R-MAT.100.25.9.gexf	3	110	1	R-MAT	100	25	9	gexf
508	R-MAT.100.25.9.gexf	5	110	1	R-MAT	100	25	9	gexf
509	R-MAT.100.25.9.gexf	10	103.888888888889	3	R-MAT	100	25	9	gexf
511	R-MAT.500.5.9.gexf	2	50	1	R-MAT	500	5	9	gexf
512	R-MAT.500.5.9.gexf	3	50	1	R-MAT	500	5	9	gexf
513	R-MAT.500.5.9.gexf	5	50	1	R-MAT	500	5	9	gexf
514	R-MAT.500.5.9.gexf	10	48.4	3	R-MAT	500	5	9	gexf
516	R-MAT.500.10.9.gexf	2	102	1	R-MAT	500	10	9	gexf
517	R-MAT.500.10.9.gexf	3	102	1	R-MAT	500	10	9	gexf
518	R-MAT.500.10.9.gexf	5	102	1	R-MAT	500	10	9	gexf
519	R-MAT.500.10.9.gexf	10	97.9	2	R-MAT	500	10	9	gexf
520	R-MAT.500.10.9.gexf	50	68.85	12	R-MAT	500	10	9	gexf
521	R-MAT.500.25.9.gexf	2	242	1	R-MAT	500	25	9	gexf
522	R-MAT.500.25.9.gexf	3	242	1	R-MAT	500	25	9	gexf
523	R-MAT.500.25.9.gexf	5	242	1	R-MAT	500	25	9	gexf
524	R-MAT.500.25.9.gexf	10	242	1	R-MAT	500	25	9	gexf
525	R-MAT.500.25.9.gexf	50	197.818181818182	19	R-MAT	500	25	9	gexf
526	R-MAT.1000.5.9.gexf	2	68	1	R-MAT	1000	5	9	gexf
527	R-MAT.1000.5.9.gexf	3	68	1	R-MAT	1000	5	9	gexf
528	R-MAT.1000.5.9.gexf	5	68	1	R-MAT	1000	5	9	gexf
529	R-MAT.1000.5.9.gexf	10	68	1	R-MAT	1000	5	9	gexf
530	R-MAT.1000.5.9.gexf	50	54.6428571428571	10	R-MAT	1000	5	9	gexf
531	R-MAT.1000.10.9.gexf	2	163	1	R-MAT	1000	10	9	gexf
532	R-MAT.1000.10.9.gexf	3	163	1	R-MAT	1000	10	9	gexf
533	R-MAT.1000.10.9.gexf	5	163	1	R-MAT	1000	10	9	gexf
534	R-MAT.1000.10.9.gexf	10	161.7	2	R-MAT	1000	10	9	gexf
535	R-MAT.1000.10.9.gexf	50	132.076923076923	13	R-MAT	1000	10	9	gexf
536	R-MAT.1000.25.9.gexf	2	349	1	R-MAT	1000	25	9	gexf
537	R-MAT.1000.25.9.gexf	3	349	1	R-MAT	1000	25	9	gexf
538	R-MAT.1000.25.9.gexf	5	349	1	R-MAT	1000	25	9	gexf
539	R-MAT.1000.25.9.gexf	10	349	1	R-MAT	1000	25	9	gexf
540	R-MAT.1000.25.9.gexf	50	308.318181818182	8	R-MAT	1000	25	9	gexf
541	R-MAT.50.5.10.gexf	2	17	1	R-MAT	50	5	10	gexf
542	R-MAT.50.5.10.gexf	3	17	1	R-MAT	50	5	10	gexf
543	R-MAT.50.5.10.gexf	5	15	3	R-MAT	50	5	10	gexf
546	R-MAT.50.10.10.gexf	2	27	1	R-MAT	50	10	10	gexf
547	R-MAT.50.10.10.gexf	3	27	1	R-MAT	50	10	10	gexf
548	R-MAT.50.10.10.gexf	5	27	1	R-MAT	50	10	10	gexf
549	R-MAT.50.10.10.gexf	10	22	5	R-MAT	50	10	10	gexf
551	R-MAT.50.25.10.gexf	2	70	1	R-MAT	50	25	10	gexf
552	R-MAT.50.25.10.gexf	3	70	1	R-MAT	50	25	10	gexf
553	R-MAT.50.25.10.gexf	5	70	1	R-MAT	50	25	10	gexf
554	R-MAT.50.25.10.gexf	10	67.2222222222222	3	R-MAT	50	25	10	gexf
556	R-MAT.100.5.10.gexf	2	22	1	R-MAT	100	5	10	gexf
557	R-MAT.100.5.10.gexf	3	22	1	R-MAT	100	5	10	gexf
558	R-MAT.100.5.10.gexf	5	22	1	R-MAT	100	5	10	gexf
559	R-MAT.100.5.10.gexf	10	16.5	6	R-MAT	100	5	10	gexf
561	R-MAT.100.10.10.gexf	2	42	1	R-MAT	100	10	10	gexf
562	R-MAT.100.10.10.gexf	3	42	1	R-MAT	100	10	10	gexf
563	R-MAT.100.10.10.gexf	5	42	1	R-MAT	100	10	10	gexf
564	R-MAT.100.10.10.gexf	10	40.7	2	R-MAT	100	10	10	gexf
566	R-MAT.100.25.10.gexf	2	117	1	R-MAT	100	25	10	gexf
567	R-MAT.100.25.10.gexf	3	117	1	R-MAT	100	25	10	gexf
568	R-MAT.100.25.10.gexf	5	117	1	R-MAT	100	25	10	gexf
569	R-MAT.100.25.10.gexf	10	111.1	2	R-MAT	100	25	10	gexf
571	R-MAT.500.5.10.gexf	2	50	1	R-MAT	500	5	10	gexf
572	R-MAT.500.5.10.gexf	3	50	1	R-MAT	500	5	10	gexf
573	R-MAT.500.5.10.gexf	5	50	1	R-MAT	500	5	10	gexf
574	R-MAT.500.5.10.gexf	10	49.5	2	R-MAT	500	5	10	gexf
576	R-MAT.500.10.10.gexf	2	100	1	R-MAT	500	10	10	gexf
577	R-MAT.500.10.10.gexf	3	100	1	R-MAT	500	10	10	gexf
578	R-MAT.500.10.10.gexf	5	100	1	R-MAT	500	10	10	gexf
579	R-MAT.500.10.10.gexf	10	100	2	R-MAT	500	10	10	gexf
580	R-MAT.500.10.10.gexf	50	78.09375	20	R-MAT	500	10	10	gexf
581	R-MAT.500.25.10.gexf	2	253	1	R-MAT	500	25	10	gexf
582	R-MAT.500.25.10.gexf	3	253	1	R-MAT	500	25	10	gexf
583	R-MAT.500.25.10.gexf	5	253	1	R-MAT	500	25	10	gexf
584	R-MAT.500.25.10.gexf	10	253	1	R-MAT	500	25	10	gexf
585	R-MAT.500.25.10.gexf	50	207.558139534884	11	R-MAT	500	25	10	gexf
586	R-MAT.1000.5.10.gexf	2	74	1	R-MAT	1000	5	10	gexf
587	R-MAT.1000.5.10.gexf	3	74	1	R-MAT	1000	5	10	gexf
588	R-MAT.1000.5.10.gexf	5	74	1	R-MAT	1000	5	10	gexf
589	R-MAT.1000.5.10.gexf	10	74	1	R-MAT	1000	5	10	gexf
590	R-MAT.1000.5.10.gexf	50	57.375	12	R-MAT	1000	5	10	gexf
591	R-MAT.1000.10.10.gexf	2	154	1	R-MAT	1000	10	10	gexf
592	R-MAT.1000.10.10.gexf	3	154	1	R-MAT	1000	10	10	gexf
593	R-MAT.1000.10.10.gexf	5	154	1	R-MAT	1000	10	10	gexf
594	R-MAT.1000.10.10.gexf	10	154	1	R-MAT	1000	10	10	gexf
595	R-MAT.1000.10.10.gexf	50	139.317073170732	12	R-MAT	1000	10	10	gexf
596	R-MAT.1000.25.10.gexf	2	360	1	R-MAT	1000	25	10	gexf
597	R-MAT.1000.25.10.gexf	3	360	1	R-MAT	1000	25	10	gexf
598	R-MAT.1000.25.10.gexf	5	360	1	R-MAT	1000	25	10	gexf
599	R-MAT.1000.25.10.gexf	10	360	1	R-MAT	1000	25	10	gexf
600	R-MAT.1000.25.10.gexf	50	319.046511627907	9	R-MAT	1000	25	10	gexf
601	R-MAT.50.5.11.gexf	2	10	1	R-MAT	50	5	11	gexf
602	R-MAT.50.5.11.gexf	3	9.33333333333333	2	R-MAT	50	5	11	gexf
603	R-MAT.50.5.11.gexf	5	7.5	4	R-MAT	50	5	11	gexf
606	R-MAT.50.10.11.gexf	2	24	1	R-MAT	50	10	11	gexf
607	R-MAT.50.10.11.gexf	3	24	1	R-MAT	50	10	11	gexf
608	R-MAT.50.10.11.gexf	5	22.8	2	R-MAT	50	10	11	gexf
609	R-MAT.50.10.11.gexf	10	20.1666666666667	6	R-MAT	50	10	11	gexf
611	R-MAT.50.25.11.gexf	2	58	1	R-MAT	50	25	11	gexf
612	R-MAT.50.25.11.gexf	3	58	1	R-MAT	50	25	11	gexf
613	R-MAT.50.25.11.gexf	5	58	1	R-MAT	50	25	11	gexf
614	R-MAT.50.25.11.gexf	10	53.4285714285714	5	R-MAT	50	25	11	gexf
616	R-MAT.100.5.11.gexf	2	23	1	R-MAT	100	5	11	gexf
617	R-MAT.100.5.11.gexf	3	23	1	R-MAT	100	5	11	gexf
618	R-MAT.100.5.11.gexf	5	22.8	3	R-MAT	100	5	11	gexf
619	R-MAT.100.5.11.gexf	10	20.4285714285714	6	R-MAT	100	5	11	gexf
621	R-MAT.100.10.11.gexf	2	39	1	R-MAT	100	10	11	gexf
622	R-MAT.100.10.11.gexf	3	39	1	R-MAT	100	10	11	gexf
623	R-MAT.100.10.11.gexf	5	39	1	R-MAT	100	10	11	gexf
624	R-MAT.100.10.11.gexf	10	34.2222222222222	4	R-MAT	100	10	11	gexf
626	R-MAT.100.25.11.gexf	2	105	1	R-MAT	100	25	11	gexf
627	R-MAT.100.25.11.gexf	3	105	1	R-MAT	100	25	11	gexf
628	R-MAT.100.25.11.gexf	5	105	1	R-MAT	100	25	11	gexf
629	R-MAT.100.25.11.gexf	10	103.4	2	R-MAT	100	25	11	gexf
631	R-MAT.500.5.11.gexf	2	53	1	R-MAT	500	5	11	gexf
632	R-MAT.500.5.11.gexf	3	53	1	R-MAT	500	5	11	gexf
633	R-MAT.500.5.11.gexf	5	53	1	R-MAT	500	5	11	gexf
634	R-MAT.500.5.11.gexf	10	51.7	2	R-MAT	500	5	11	gexf
636	R-MAT.500.10.11.gexf	2	94	1	R-MAT	500	10	11	gexf
637	R-MAT.500.10.11.gexf	3	94	1	R-MAT	500	10	11	gexf
638	R-MAT.500.10.11.gexf	5	94	1	R-MAT	500	10	11	gexf
639	R-MAT.500.10.11.gexf	10	94	1	R-MAT	500	10	11	gexf
640	R-MAT.500.10.11.gexf	50	70.6153846153846	13	R-MAT	500	10	11	gexf
641	R-MAT.500.25.11.gexf	2	268	1	R-MAT	500	25	11	gexf
642	R-MAT.500.25.11.gexf	3	268	1	R-MAT	500	25	11	gexf
643	R-MAT.500.25.11.gexf	5	268	1	R-MAT	500	25	11	gexf
644	R-MAT.500.25.11.gexf	10	268	1	R-MAT	500	25	11	gexf
645	R-MAT.500.25.11.gexf	50	219.785714285714	12	R-MAT	500	25	11	gexf
646	R-MAT.1000.5.11.gexf	2	61	1	R-MAT	1000	5	11	gexf
647	R-MAT.1000.5.11.gexf	3	61	1	R-MAT	1000	5	11	gexf
648	R-MAT.1000.5.11.gexf	5	61	1	R-MAT	1000	5	11	gexf
649	R-MAT.1000.5.11.gexf	10	61	2	R-MAT	1000	5	11	gexf
650	R-MAT.1000.5.11.gexf	50	51	8	R-MAT	1000	5	11	gexf
651	R-MAT.1000.10.11.gexf	2	136	1	R-MAT	1000	10	11	gexf
652	R-MAT.1000.10.11.gexf	3	136	1	R-MAT	1000	10	11	gexf
653	R-MAT.1000.10.11.gexf	5	136	1	R-MAT	1000	10	11	gexf
654	R-MAT.1000.10.11.gexf	10	136	1	R-MAT	1000	10	11	gexf
655	R-MAT.1000.10.11.gexf	50	129.818181818182	8	R-MAT	1000	10	11	gexf
656	R-MAT.1000.25.11.gexf	2	348	1	R-MAT	1000	25	11	gexf
657	R-MAT.1000.25.11.gexf	3	348	1	R-MAT	1000	25	11	gexf
658	R-MAT.1000.25.11.gexf	5	348	1	R-MAT	1000	25	11	gexf
659	R-MAT.1000.25.11.gexf	10	348	1	R-MAT	1000	25	11	gexf
660	R-MAT.1000.25.11.gexf	50	293.857142857143	10	R-MAT	1000	25	11	gexf
661	R-MAT.50.5.12.gexf	2	18	1	R-MAT	50	5	12	gexf
662	R-MAT.50.5.12.gexf	3	18	1	R-MAT	50	5	12	gexf
663	R-MAT.50.5.12.gexf	5	15	3	R-MAT	50	5	12	gexf
664	R-MAT.50.5.12.gexf	10	11	4	R-MAT	50	5	12	gexf
666	R-MAT.50.10.12.gexf	2	31	1	R-MAT	50	10	12	gexf
667	R-MAT.50.10.12.gexf	3	31	1	R-MAT	50	10	12	gexf
668	R-MAT.50.10.12.gexf	5	30	2	R-MAT	50	10	12	gexf
669	R-MAT.50.10.12.gexf	10	22	5	R-MAT	50	10	12	gexf
671	R-MAT.50.25.12.gexf	2	77	1	R-MAT	50	25	12	gexf
672	R-MAT.50.25.12.gexf	3	77	1	R-MAT	50	25	12	gexf
673	R-MAT.50.25.12.gexf	5	77	1	R-MAT	50	25	12	gexf
674	R-MAT.50.25.12.gexf	10	72.1111111111111	3	R-MAT	50	25	12	gexf
676	R-MAT.100.5.12.gexf	2	12	1	R-MAT	100	5	12	gexf
677	R-MAT.100.5.12.gexf	3	12	1	R-MAT	100	5	12	gexf
678	R-MAT.100.5.12.gexf	5	12	1	R-MAT	100	5	12	gexf
681	R-MAT.100.10.12.gexf	2	50	1	R-MAT	100	10	12	gexf
682	R-MAT.100.10.12.gexf	3	50	1	R-MAT	100	10	12	gexf
683	R-MAT.100.10.12.gexf	5	50	1	R-MAT	100	10	12	gexf
684	R-MAT.100.10.12.gexf	10	47.6666666666667	4	R-MAT	100	10	12	gexf
686	R-MAT.100.25.12.gexf	2	92	1	R-MAT	100	25	12	gexf
687	R-MAT.100.25.12.gexf	3	92	1	R-MAT	100	25	12	gexf
688	R-MAT.100.25.12.gexf	5	92	1	R-MAT	100	25	12	gexf
689	R-MAT.100.25.12.gexf	10	92	1	R-MAT	100	25	12	gexf
691	R-MAT.500.5.12.gexf	2	44	1	R-MAT	500	5	12	gexf
692	R-MAT.500.5.12.gexf	3	44	1	R-MAT	500	5	12	gexf
693	R-MAT.500.5.12.gexf	5	44	1	R-MAT	500	5	12	gexf
694	R-MAT.500.5.12.gexf	10	42.9	2	R-MAT	500	5	12	gexf
696	R-MAT.500.10.12.gexf	2	104	1	R-MAT	500	10	12	gexf
697	R-MAT.500.10.12.gexf	3	104	1	R-MAT	500	10	12	gexf
698	R-MAT.500.10.12.gexf	5	104	1	R-MAT	500	10	12	gexf
699	R-MAT.500.10.12.gexf	10	104	1	R-MAT	500	10	12	gexf
700	R-MAT.500.10.12.gexf	50	75	20	R-MAT	500	10	12	gexf
701	R-MAT.500.25.12.gexf	2	281	1	R-MAT	500	25	12	gexf
702	R-MAT.500.25.12.gexf	3	281	1	R-MAT	500	25	12	gexf
703	R-MAT.500.25.12.gexf	5	281	1	R-MAT	500	25	12	gexf
704	R-MAT.500.25.12.gexf	10	281	1	R-MAT	500	25	12	gexf
705	R-MAT.500.25.12.gexf	50	226.022727272727	8	R-MAT	500	25	12	gexf
706	R-MAT.1000.5.12.gexf	2	64	1	R-MAT	1000	5	12	gexf
707	R-MAT.1000.5.12.gexf	3	64	1	R-MAT	1000	5	12	gexf
708	R-MAT.1000.5.12.gexf	5	64	1	R-MAT	1000	5	12	gexf
709	R-MAT.1000.5.12.gexf	10	64	1	R-MAT	1000	5	12	gexf
711	R-MAT.1000.10.12.gexf	2	157	1	R-MAT	1000	10	12	gexf
712	R-MAT.1000.10.12.gexf	3	157	1	R-MAT	1000	10	12	gexf
713	R-MAT.1000.10.12.gexf	5	157	1	R-MAT	1000	10	12	gexf
714	R-MAT.1000.10.12.gexf	10	157	1	R-MAT	1000	10	12	gexf
715	R-MAT.1000.10.12.gexf	50	144.5	10	R-MAT	1000	10	12	gexf
716	R-MAT.1000.25.12.gexf	2	384	1	R-MAT	1000	25	12	gexf
717	R-MAT.1000.25.12.gexf	3	384	1	R-MAT	1000	25	12	gexf
718	R-MAT.1000.25.12.gexf	5	384	1	R-MAT	1000	25	12	gexf
719	R-MAT.1000.25.12.gexf	10	384	1	R-MAT	1000	25	12	gexf
720	R-MAT.1000.25.12.gexf	50	343.090909090909	8	R-MAT	1000	25	12	gexf
721	R-MAT.50.5.13.gexf	2	11	1	R-MAT	50	5	13	gexf
722	R-MAT.50.5.13.gexf	3	11	1	R-MAT	50	5	13	gexf
723	R-MAT.50.5.13.gexf	5	10	4	R-MAT	50	5	13	gexf
726	R-MAT.50.10.13.gexf	2	30	1	R-MAT	50	10	13	gexf
727	R-MAT.50.10.13.gexf	3	30	1	R-MAT	50	10	13	gexf
728	R-MAT.50.10.13.gexf	5	28	4	R-MAT	50	10	13	gexf
729	R-MAT.50.10.13.gexf	10	18.3333333333333	6	R-MAT	50	10	13	gexf
731	R-MAT.50.25.13.gexf	2	81	1	R-MAT	50	25	13	gexf
732	R-MAT.50.25.13.gexf	3	81	1	R-MAT	50	25	13	gexf
733	R-MAT.50.25.13.gexf	5	81	1	R-MAT	50	25	13	gexf
734	R-MAT.50.25.13.gexf	10	72.875	5	R-MAT	50	25	13	gexf
736	R-MAT.100.5.13.gexf	2	14	1	R-MAT	100	5	13	gexf
737	R-MAT.100.5.13.gexf	3	14	1	R-MAT	100	5	13	gexf
738	R-MAT.100.5.13.gexf	5	14	1	R-MAT	100	5	13	gexf
739	R-MAT.100.5.13.gexf	10	11	4	R-MAT	100	5	13	gexf
741	R-MAT.100.10.13.gexf	2	43	1	R-MAT	100	10	13	gexf
742	R-MAT.100.10.13.gexf	3	43	1	R-MAT	100	10	13	gexf
743	R-MAT.100.10.13.gexf	5	43	1	R-MAT	100	10	13	gexf
744	R-MAT.100.10.13.gexf	10	39.875	5	R-MAT	100	10	13	gexf
746	R-MAT.100.25.13.gexf	2	115	1	R-MAT	100	25	13	gexf
747	R-MAT.100.25.13.gexf	3	115	1	R-MAT	100	25	13	gexf
748	R-MAT.100.25.13.gexf	5	115	1	R-MAT	100	25	13	gexf
749	R-MAT.100.25.13.gexf	10	103.888888888889	3	R-MAT	100	25	13	gexf
751	R-MAT.500.5.13.gexf	2	55	1	R-MAT	500	5	13	gexf
752	R-MAT.500.5.13.gexf	3	55	1	R-MAT	500	5	13	gexf
753	R-MAT.500.5.13.gexf	5	55	1	R-MAT	500	5	13	gexf
754	R-MAT.500.5.13.gexf	10	55	1	R-MAT	500	5	13	gexf
756	R-MAT.500.10.13.gexf	2	96	1	R-MAT	500	10	13	gexf
757	R-MAT.500.10.13.gexf	3	96	1	R-MAT	500	10	13	gexf
758	R-MAT.500.10.13.gexf	5	96	1	R-MAT	500	10	13	gexf
759	R-MAT.500.10.13.gexf	10	96	1	R-MAT	500	10	13	gexf
760	R-MAT.500.10.13.gexf	50	75.8108108108108	16	R-MAT	500	10	13	gexf
761	R-MAT.500.25.13.gexf	2	247	1	R-MAT	500	25	13	gexf
762	R-MAT.500.25.13.gexf	3	247	1	R-MAT	500	25	13	gexf
763	R-MAT.500.25.13.gexf	5	247	1	R-MAT	500	25	13	gexf
764	R-MAT.500.25.13.gexf	10	247	1	R-MAT	500	25	13	gexf
765	R-MAT.500.25.13.gexf	50	214.2	13	R-MAT	500	25	13	gexf
766	R-MAT.1000.5.13.gexf	2	68	1	R-MAT	1000	5	13	gexf
767	R-MAT.1000.5.13.gexf	3	68	1	R-MAT	1000	5	13	gexf
768	R-MAT.1000.5.13.gexf	5	68	1	R-MAT	1000	5	13	gexf
769	R-MAT.1000.5.13.gexf	10	68	1	R-MAT	1000	5	13	gexf
770	R-MAT.1000.5.13.gexf	50	55.8571428571429	10	R-MAT	1000	5	13	gexf
771	R-MAT.1000.10.13.gexf	2	117	1	R-MAT	1000	10	13	gexf
772	R-MAT.1000.10.13.gexf	3	117	1	R-MAT	1000	10	13	gexf
773	R-MAT.1000.10.13.gexf	5	117	1	R-MAT	1000	10	13	gexf
774	R-MAT.1000.10.13.gexf	10	117	1	R-MAT	1000	10	13	gexf
775	R-MAT.1000.10.13.gexf	50	102	6	R-MAT	1000	10	13	gexf
776	R-MAT.1000.25.13.gexf	2	333	1	R-MAT	1000	25	13	gexf
777	R-MAT.1000.25.13.gexf	3	333	1	R-MAT	1000	25	13	gexf
778	R-MAT.1000.25.13.gexf	5	333	1	R-MAT	1000	25	13	gexf
779	R-MAT.1000.25.13.gexf	10	333	1	R-MAT	1000	25	13	gexf
780	R-MAT.1000.25.13.gexf	50	300.069767441861	9	R-MAT	1000	25	13	gexf
