construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	k.2	multiple	ex	k.5	mem	constant	best
1508	cut	cap	first	Rand.Uni.100.10.1.gexf	100	1000	5	3	[21, 21, 21, 21]	7.46574092548017	3.49531249609972	3.4953124960997206	inf	677	0	0	0	0	[7.4657409254801665, 3.4953124960997206]	Rand	Uni	100	10	1	gexf	7.46574092548016	2.13592945804156	0
1509	cut	cap	first	Rand.Uni.100.10.1.gexf	100	1000	10	4	[21, 21, 21, 21]	7.46574092548017	1.49864865362174	1.4986486536217356	inf	1129	0	0	0	0	[7.4657409254801665, 1.4986486536217356]	Rand	Uni	100	10	1	gexf	6.39215736249079	4.26528082285536	0.5
1511	cut	cap	first	Rand.Uni.100.25.1.gexf	100	2500	2	1	[39, 39, 39, 39]	23.50385236609	21.5811184029005	21.58111840290051	inf	195	0	0	0	0	[23.503852366090015, 21.58111840290051]	Rand	Uni	100	25	1	gexf	23.50385236609	1.08909334202675	0
1512	cut	cap	first	Rand.Uni.100.25.1.gexf	100	2500	3	2	[39, 39, 39, 39]	23.50385236609	20.6262174812479	20.62621748124792	inf	193	0	0	0	0	[23.503852366090015, 20.62621748124792]	Rand	Uni	100	25	1	gexf	23.50385236609	1.13951345599154	0
1513	cut	cap	first	Rand.Uni.100.25.1.gexf	100	2500	5	3	[39, 39, 39, 39]	23.50385236609	18.7483300581044	18.748330058104404	inf	126	0	0	0	0	[23.503852366090015, 18.748330058104404]	Rand	Uni	100	25	1	gexf	23.50385236609	1.25365044743971	0.5
1514	cut	cap	first	Rand.Uni.100.25.1.gexf	100	2500	10	4	[39, 39, 39, 39]	23.50385236609	14.3704414546018	14.3704414546018	inf	200	0	0	0	0	[23.503852366090015, 14.3704414546018]	Rand	Uni	100	25	1	gexf	23.50385236609	1.63556926489293	0
1516	cut	cap	first	Rand.Uni.100.5.2.gexf	100	500	2	1	[8, 8, 8, 8]	3.20829673847684	1.83130755174548	1.8313075517454767	inf	630	0	0	0	0	[3.208296738476842, 1.8313075517454767]	Rand	Uni	100	5	2	gexf	3.20829673847684	1.7519158567434	0.5
1517	cut	cap	first	Rand.Uni.100.5.2.gexf	100	500	3	2	[8, 8, 8, 8]	3.20829673847684	1.35316281588259	1.3531628158825875	inf	1159	0	0	0	0	[3.208296738476842, 1.3531628158825875]	Rand	Uni	100	5	2	gexf	3.13733412190107	2.31851931273678	0.5
1518	cut	cap	first	Rand.Uni.100.5.2.gexf	100	500	5	3	[8, 8, 8, 8]	3.20829673847684	0.581002533475244	0.5810025334752439	inf	2015	0	0	0	0	[3.208296738476842, 0.5810025334752439]	Rand	Uni	100	5	2	gexf	2.65007718472437	4.56121450774584	0.5
1521	cut	cap	first	Rand.Uni.100.10.2.gexf	100	1000	2	1	[18, 18, 18, 18]	8.16283311457572	6.2932185775093	6.293218577509302	inf	185	0	0	0	0	[8.162833114575715, 6.293218577509302]	Rand	Uni	100	10	2	gexf	8.16283311457571	1.29708399828158	0.5
1522	cut	cap	first	Rand.Uni.100.10.2.gexf	100	1000	3	2	[18, 18, 18, 18]	8.16283311457572	5.37709416347549	5.377094163475492	inf	222	0	0	0	0	[8.162833114575715, 5.377094163475492]	Rand	Uni	100	10	2	gexf	8.16283311457571	1.51807516595537	0.5
1523	cut	cap	first	Rand.Uni.100.10.2.gexf	100	1000	5	3	[18, 18, 18, 18]	8.16283311457572	3.66326609501284	3.663266095012839	inf	307	0	0	0	0	[8.162833114575715, 3.663266095012839]	Rand	Uni	100	10	2	gexf	8.16283311457571	2.22829379653544	0.5
1524	cut	cap	first	Rand.Uni.100.10.2.gexf	100	1000	10	4	[18, 18, 18, 18]	8.16283311457572	1.16307346295487	1.1630734629548714	inf	495	0	0	0	0	[8.162833114575715, 1.1630734629548714]	Rand	Uni	100	10	2	gexf	6.25915517218236	5.38156476915958	0.5
1526	cut	cap	first	Rand.Uni.100.25.2.gexf	100	2500	2	1	[41, 41, 41, 41]	19.0109807324756	17.0585497386251	17.05854973862506	inf	106	0	0	0	0	[19.010980732475623, 17.05854973862506]	Rand	Uni	100	25	2	gexf	19.0109807324756	1.11445468833905	0.5
1527	cut	cap	first	Rand.Uni.100.25.2.gexf	100	2500	3	2	[41, 41, 41, 41]	19.0109807324756	16.1000858987162	16.10008589871616	inf	193	0	0	0	0	[19.010980732475623, 16.10008589871616]	Rand	Uni	100	25	2	gexf	19.0109807324756	1.18079995672517	0.5
1528	cut	cap	first	Rand.Uni.100.25.2.gexf	100	2500	5	3	[41, 41, 41, 41]	19.0109807324756	14.2118107879129	14.211810787912851	inf	128	0	0	0	0	[19.010980732475623, 14.211810787912851]	Rand	Uni	100	25	2	gexf	19.0109807324756	1.337688843187	0.5
1529	cut	cap	first	Rand.Uni.100.25.2.gexf	100	2500	10	4	[41, 41, 41, 41]	19.0109807324756	10.5212400124637	10.521240012463718	inf	160	0	0	0	0	[19.010980732475623, 10.521240012463718]	Rand	Uni	100	25	2	gexf	19.0109807324756	1.80691446159908	0.5
1531	cut	cap	first	Rand.Uni.100.5.3.gexf	100	500	2	1	[8, 8, 8, 8]	2.91391625163533	1.87857738344411	1.8785773834441089	inf	1150	0	0	0	0	[2.9139162516353294, 1.8785773834441089]	Rand	Uni	100	5	3	gexf	2.91391625163533	1.55112920943031	0.5
1532	cut	cap	first	Rand.Uni.100.5.3.gexf	100	500	3	2	[8, 8, 8, 8]	2.91391625163533	1.42287858015129	1.422878580151289	inf	1915	0	0	0	0	[2.9139162516353294, 1.422878580151289]	Rand	Uni	100	5	3	gexf	2.91391625163533	2.04790225412312	0.5
1533	cut	cap	first	Rand.Uni.100.5.3.gexf	100	500	5	3	[8, 8, 8, 8]	2.91391625163533	0.688565050770741	0.688565050770741	inf	1221	0	0	0	0	[2.9139162516353294, 0.688565050770741]	Rand	Uni	100	5	3	gexf	2.80208985906938	4.06946279938675	0.5
1536	cut	cap	first	Rand.Uni.100.10.3.gexf	100	1000	2	1	[20, 20, 20, 20]	11.2444254642564	9.32502245826235	9.325022458262348	inf	245	0	0	0	0	[11.244425464256398, 9.325022458262348]	Rand	Uni	100	10	3	gexf	11.2444254642564	1.2058336067913	0.5
1537	cut	cap	first	Rand.Uni.100.10.3.gexf	100	1000	3	2	[20, 20, 20, 20]	11.2444254642564	8.39308627465555	8.393086274655552	inf	349	0	0	0	0	[11.244425464256398, 8.393086274655552]	Rand	Uni	100	10	3	gexf	11.2444254642564	1.33972475634034	0.5
1538	cut	cap	first	Rand.Uni.100.10.3.gexf	100	1000	5	3	[20, 20, 20, 20]	11.2444254642564	6.85337442173032	6.85337442173032	inf	296	0	0	0	0	[11.244425464256398, 6.85337442173032]	Rand	Uni	100	10	3	gexf	11.2444254642564	1.64071372324313	0.5
1539	cut	cap	first	Rand.Uni.100.10.3.gexf	100	1000	10	4	[20, 20, 20, 20]	11.2444254642564	3.31082792508218	3.310827925082185	inf	672	0	0	0	0	[11.244425464256398, 3.310827925082185]	Rand	Uni	100	10	3	gexf	11.2444254642564	3.39625789038169	0.5
1541	cut	cap	first	Rand.Uni.100.25.3.gexf	100	2500	2	1	[31, 31, 31, 31]	13.85727176148	12.0585749877797	12.058574987779735	inf	202	0	0	0	0	[13.857271761480042, 12.058574987779735]	Rand	Uni	100	25	3	gexf	13.85727176148	1.14916329462836	0.5
1542	cut	cap	first	Rand.Uni.100.25.3.gexf	100	2500	3	2	[31, 31, 31, 31]	13.85727176148	11.2695684078431	11.269568407843131	inf	447	0	0	0	0	[13.857271761480042, 11.269568407843131]	Rand	Uni	100	25	3	gexf	13.85727176148	1.22961867393573	0.5
1543	cut	cap	first	Rand.Uni.100.25.3.gexf	100	2500	5	3	[31, 31, 31, 31]	13.85727176148	9.80541978731627	9.805419787316266	inf	465	0	0	0	0	[13.857271761480042, 9.805419787316266]	Rand	Uni	100	25	3	gexf	13.85727176148	1.41322575290504	0.5
1544	cut	cap	first	Rand.Uni.100.25.3.gexf	100	2500	10	4	[31, 31, 31, 31]	13.85727176148	6.72568699451759	6.725686994517592	inf	288	0	0	0	0	[13.857271761480042, 6.725686994517592]	Rand	Uni	100	25	3	gexf	13.85727176148	2.06035038097606	0.5
1546	cut	cap	first	Rand.Uni.100.5.4.gexf	100	500	2	1	[12, 12, 12, 12]	5.84695743310782	3.96890307848377	3.9689030784837662	inf	423	0	0	0	0	[5.846957433107821, 3.9689030784837662]	Rand	Uni	100	5	4	gexf	5.84695743310782	1.47319229456758	0.5
1547	cut	cap	first	Rand.Uni.100.5.4.gexf	100	500	3	2	[12, 12, 12, 12]	5.84695743310782	3.19719868251804	3.1971986825180383	inf	438	0	0	0	0	[5.846957433107821, 3.1971986825180383]	Rand	Uni	100	5	4	gexf	5.84695743310782	1.82877512901478	0.5
1548	cut	cap	first	Rand.Uni.100.5.4.gexf	100	500	5	3	[12, 12, 12, 12]	5.84695743310782	2.01178678426288	2.0117867842628847	inf	666	0	0	0	0	[5.846957433107821, 2.0117867842628847]	Rand	Uni	100	5	4	gexf	5.83061224061232	2.89822573953762	0.5
1549	cut	cap	first	Rand.Uni.100.5.4.gexf	100	500	10	4	[12, 12, 12, 12]	5.84695743310782	0.0604425758430568	0.06044257584305679	inf	2091	0	0	0	0	[5.846957433107821, 0.06044257584305679]	Rand	Uni	100	5	4	gexf	1.61689139970921	3	0
1551	cut	cap	first	Rand.Uni.100.10.4.gexf	100	1000	2	1	[13, 13, 13, 13]	6.37343386604414	4.46679937309469	4.466799373094693	inf	645	0	0	0	0	[6.373433866044135, 4.466799373094693]	Rand	Uni	100	10	4	gexf	6.37343386604414	1.42684578681412	0.5
1552	cut	cap	first	Rand.Uni.100.10.4.gexf	100	1000	3	2	[13, 13, 13, 13]	6.37343386604414	3.54583367565632	3.545833675656322	inf	314	0	0	0	0	[6.373433866044135, 3.545833675656322]	Rand	Uni	100	10	4	gexf	6.37343386604414	1.79744298493201	0.5
1553	cut	cap	first	Rand.Uni.100.10.4.gexf	100	1000	5	3	[13, 13, 13, 13]	6.37343386604414	1.93242621927238	1.9324262192723765	inf	492	0	0	0	0	[6.373433866044135, 1.9324262192723765]	Rand	Uni	100	10	4	gexf	6.37343386604414	3.29815120623024	0
1554	cut	cap	first	Rand.Uni.100.10.4.gexf	100	1000	10	4	[13, 13, 13, 13]	6.37343386604414	0.167275097422404	0.1672750974224041	inf	1156	0	0	0	0	[6.373433866044135, 0.1672750974224041]	Rand	Uni	100	10	4	gexf	1.54478383272746	9.23498988511461	0.5
1556	cut	cap	first	Rand.Uni.100.25.4.gexf	100	2500	2	1	[42, 42, 42, 42]	23.1634075911069	21.2824458993	21.282445899300015	inf	150	0	0	0	0	[23.163407591106857, 21.282445899300015]	Rand	Uni	100	25	4	gexf	23.1634075911069	1.08838089854459	0.5
1557	cut	cap	first	Rand.Uni.100.25.4.gexf	100	2500	3	2	[42, 42, 42, 42]	23.1634075911069	20.345186696349	20.345186696349035	inf	257	0	0	0	0	[23.163407591106857, 20.345186696349035]	Rand	Uni	100	25	4	gexf	23.1634075911069	1.13852027689987	0.5
1558	cut	cap	first	Rand.Uni.100.25.4.gexf	100	2500	5	3	[42, 42, 42, 42]	23.1634075911069	18.6020265949777	18.602026594977687	inf	266	0	0	0	0	[23.163407591106857, 18.602026594977687]	Rand	Uni	100	25	4	gexf	23.1634075911069	1.24520882027772	0.5
1559	cut	cap	first	Rand.Uni.100.25.4.gexf	100	2500	10	4	[42, 42, 42, 42]	23.1634075911069	14.531044749143	14.531044749143033	inf	276	0	0	0	0	[23.163407591106857, 14.531044749143033]	Rand	Uni	100	25	4	gexf	23.1634075911069	1.59406346831827	0.5
1561	cut	cap	first	Rand.Uni.100.5.5.gexf	100	500	2	1	[8, 8, 8, 8]	3.71324584376366	2.12707177710427	2.1270717771042684	inf	836	0	0	0	0	[3.7132458437636595, 2.1270717771042684]	Rand	Uni	100	5	5	gexf	3.71324584376366	1.74570782412372	0
1562	cut	cap	first	Rand.Uni.100.5.5.gexf	100	500	3	2	[8, 8, 8, 8]	3.71324584376366	1.50722168174523	1.5072216817452269	inf	651	0	0	0	0	[3.7132458437636595, 1.5072216817452269]	Rand	Uni	100	5	5	gexf	3.7073339372971	2.45971377813803	0
1563	cut	cap	first	Rand.Uni.100.5.5.gexf	100	500	5	3	[8, 8, 8, 8]	3.71324584376366	0.5827624053077	0.5827624053077004	inf	2016	0	0	0	0	[3.7132458437636595, 0.5827624053077004]	Rand	Uni	100	5	5	gexf	3.01444336349045	5.17267987096528	0.5
1566	cut	cap	first	Rand.Uni.100.10.5.gexf	100	1000	2	1	[13, 13, 13, 13]	8.98838266591813	7.00420413962661	7.004204139626612	inf	236	0	0	0	0	[8.98838266591813, 7.004204139626612]	Rand	Uni	100	10	5	gexf	8.98838266591813	1.28328393729502	0.5
1567	cut	cap	first	Rand.Uni.100.10.5.gexf	100	1000	3	2	[13, 13, 13, 13]	8.98838266591813	6.05579982632221	6.055799826322215	inf	434	0	0	0	0	[8.98838266591813, 6.055799826322215]	Rand	Uni	100	10	5	gexf	8.98838266591813	1.48426020074989	0.5
1568	cut	cap	first	Rand.Uni.100.10.5.gexf	100	1000	5	3	[13, 13, 13, 13]	8.98838266591813	4.21407456194057	4.214074561940568	inf	259	0	0	0	0	[8.98838266591813, 4.214074561940568]	Rand	Uni	100	10	5	gexf	8.98838266591813	2.13294343367741	0.5
1569	cut	cap	first	Rand.Uni.100.10.5.gexf	100	1000	10	4	[13, 13, 13, 13]	8.98838266591813	0.977428205928655	0.9774282059286548	inf	688	0	0	0	0	[8.98838266591813, 0.9774282059286548]	Rand	Uni	100	10	5	gexf	6.87988006869762	7.03875745243207	0.5
1571	cut	cap	first	Rand.Uni.100.25.5.gexf	100	2500	2	1	[40, 40, 40, 40]	20.3759321463391	18.4322143289086	18.432214328908614	inf	126	0	0	0	0	[20.375932146339114, 18.432214328908614]	Rand	Uni	100	25	5	gexf	20.3759321463391	1.10545221440823	0.5
1572	cut	cap	first	Rand.Uni.100.25.5.gexf	100	2500	3	2	[40, 40, 40, 40]	20.3759321463391	17.5152617373222	17.515261737322195	inf	266	0	0	0	0	[20.375932146339114, 17.515261737322195]	Rand	Uni	100	25	5	gexf	20.3759321463391	1.16332444538475	0.5
1573	cut	cap	first	Rand.Uni.100.25.5.gexf	100	2500	5	3	[40, 40, 40, 40]	20.3759321463391	15.777606202696	15.777606202695972	inf	270	0	0	0	0	[20.375932146339114, 15.777606202695972]	Rand	Uni	100	25	5	gexf	20.3759321463391	1.29144636293796	0.5
1574	cut	cap	first	Rand.Uni.100.25.5.gexf	100	2500	10	4	[40, 40, 40, 40]	20.3759321463391	11.6626192949555	11.66261929495551	inf	133	0	0	0	0	[20.375932146339114, 11.66261929495551]	Rand	Uni	100	25	5	gexf	20.3759321463391	1.74711457443804	0.5
1576	cut	cap	first	Rand.Uni.100.5.6.gexf	100	500	2	1	[8, 8, 8, 8]	3.66615992814692	1.85112184350289	1.8511218435028898	inf	640	0	0	0	0	[3.6661599281469233, 1.8511218435028898]	Rand	Uni	100	5	6	gexf	3.66615992814692	1.98050708602164	0.5
1577	cut	cap	first	Rand.Uni.100.5.6.gexf	100	500	3	2	[8, 8, 8, 8]	3.66615992814692	1.22279543319109	1.2227954331910884	inf	468	0	0	0	0	[3.6661599281469233, 1.2227954331910884]	Rand	Uni	100	5	6	gexf	3.65881024279951	2.99216871725734	0.5
1578	cut	cap	first	Rand.Uni.100.5.6.gexf	100	500	5	3	[8, 8, 8, 8]	3.66615992814692	0.317942963967752	0.31794296396775246	inf	2100	0	0	0	0	[3.6661599281469233, 0.31794296396775246]	Rand	Uni	100	5	6	gexf	1.90765778380651	6	0.5
1581	cut	cap	first	Rand.Uni.100.10.6.gexf	100	1000	2	1	[15, 15, 15, 15]	6.90678949351844	5.18660121444282	5.186601214442823	inf	251	0	0	0	0	[6.906789493518443, 5.186601214442823]	Rand	Uni	100	10	6	gexf	6.90678949351844	1.33166002319313	0.5
1582	cut	cap	first	Rand.Uni.100.10.6.gexf	100	1000	3	2	[15, 15, 15, 15]	6.90678949351844	4.52247178020486	4.522471780204857	inf	477	0	0	0	0	[6.906789493518443, 4.522471780204857]	Rand	Uni	100	10	6	gexf	6.90678949351844	1.52721560889554	0.5
1583	cut	cap	first	Rand.Uni.100.10.6.gexf	100	1000	5	3	[15, 15, 15, 15]	6.90678949351844	3.29428349997806	3.2942834999780577	inf	376	0	0	0	0	[6.906789493518443, 3.2942834999780577]	Rand	Uni	100	10	6	gexf	6.90678949351844	2.09659839341831	0.5
1584	cut	cap	first	Rand.Uni.100.10.6.gexf	100	1000	10	4	[15, 15, 15, 15]	6.90678949351844	0.777877700747937	0.7778777007479366	inf	503	0	0	0	0	[6.906789493518443, 0.7778777007479366]	Rand	Uni	100	10	6	gexf	5.62333035968786	7.22906744116843	0.5
1586	cut	cap	first	Rand.Uni.100.25.6.gexf	100	2500	2	1	[41, 41, 41, 41]	19.9419506520683	17.9514056524531	17.95140565245308	inf	197	0	0	0	0	[19.94195065206827, 17.95140565245308]	Rand	Uni	100	25	6	gexf	19.9419506520683	1.11088518850017	0.5
1587	cut	cap	first	Rand.Uni.100.25.6.gexf	100	2500	3	2	[41, 41, 41, 41]	19.9419506520683	16.9859042912253	16.985904291225328	inf	274	0	0	0	0	[19.94195065206827, 16.985904291225328]	Rand	Uni	100	25	6	gexf	19.9419506520683	1.17402937813384	0
1588	cut	cap	first	Rand.Uni.100.25.6.gexf	100	2500	5	3	[41, 41, 41, 41]	19.9419506520683	15.0886474518868	15.088647451886837	inf	202	0	0	0	0	[19.94195065206827, 15.088647451886837]	Rand	Uni	100	25	6	gexf	19.9419506520683	1.32165263425083	0.5
1589	cut	cap	first	Rand.Uni.100.25.6.gexf	100	2500	10	4	[41, 41, 41, 41]	19.9419506520683	10.8306709389096	10.830670938909574	inf	136	0	0	0	0	[19.94195065206827, 10.830670938909574]	Rand	Uni	100	25	6	gexf	19.9419506520683	1.84124794895449	0
1591	cut	cap	first	Rand.Uni.100.5.7.gexf	100	500	2	1	[9, 9, 9, 9]	4.29547875114418	2.67616297104604	2.6761629710460384	inf	505	0	0	0	0	[4.295478751144183, 2.6761629710460384]	Rand	Uni	100	5	7	gexf	4.29547875114418	1.60508862786678	0.5
1592	cut	cap	first	Rand.Uni.100.5.7.gexf	100	500	3	2	[9, 9, 9, 9]	4.29547875114418	1.93159802899117	1.9315980289911705	inf	640	0	0	0	0	[4.295478751144183, 1.9315980289911705]	Rand	Uni	100	5	7	gexf	4.29547875114418	2.22379536874326	0.5
1593	cut	cap	first	Rand.Uni.100.5.7.gexf	100	500	5	3	[9, 9, 9, 9]	4.29547875114418	0.909592675522667	0.909592675522667	inf	2033	0	0	0	0	[4.295478751144183, 0.909592675522667]	Rand	Uni	100	5	7	gexf	3.60359566114801	3.96176855654354	0
1596	cut	cap	first	Rand.Uni.100.10.7.gexf	100	1000	2	1	[15, 15, 15, 15]	8.95085936761921	7.03396072438618	7.0339607243861755	inf	191	0	0	0	0	[8.950859367619207, 7.0339607243861755]	Rand	Uni	100	10	7	gexf	8.95085936761921	1.27252052127435	0.5
1597	cut	cap	first	Rand.Uni.100.10.7.gexf	100	1000	3	2	[15, 15, 15, 15]	8.95085936761921	6.09349607088181	6.093496070881809	inf	461	0	0	0	0	[8.950859367619207, 6.093496070881809]	Rand	Uni	100	10	7	gexf	8.95085936761921	1.46892018366788	0.5
1598	cut	cap	first	Rand.Uni.100.10.7.gexf	100	1000	5	3	[15, 15, 15, 15]	8.95085936761921	4.2723555601682	4.272355560168198	inf	303	0	0	0	0	[8.950859367619207, 4.272355560168198]	Rand	Uni	100	10	7	gexf	8.95085936761921	2.0950642430301	0
1599	cut	cap	first	Rand.Uni.100.10.7.gexf	100	1000	10	4	[15, 15, 15, 15]	8.95085936761921	0.831875929012533	0.8318759290125333	inf	390	0	0	0	0	[8.950859367619207, 0.8318759290125333]	Rand	Uni	100	10	7	gexf	6.7632263128675	8.13009016969117	0.5
1601	cut	cap	first	Rand.Uni.100.25.7.gexf	100	2500	2	1	[42, 42, 42, 42]	20.3554912973457	18.3834762885888	18.383476288588763	inf	125	0	0	0	0	[20.3554912973457, 18.383476288588763]	Rand	Uni	100	25	7	gexf	20.3554912973457	1.10727106113119	0.5
1602	cut	cap	first	Rand.Uni.100.25.7.gexf	100	2500	3	2	[42, 42, 42, 42]	20.3554912973457	17.4164423003276	17.416442300327585	inf	154	0	0	0	0	[20.3554912973457, 17.416442300327585]	Rand	Uni	100	25	7	gexf	20.3554912973457	1.16875139861158	0.5
1603	cut	cap	first	Rand.Uni.100.25.7.gexf	100	2500	5	3	[42, 42, 42, 42]	20.3554912973457	15.550976177907	15.550976177907025	inf	157	0	0	0	0	[20.3554912973457, 15.550976177907025]	Rand	Uni	100	25	7	gexf	20.3554912973457	1.30895263837291	0.5
1604	cut	cap	first	Rand.Uni.100.25.7.gexf	100	2500	10	4	[42, 42, 42, 42]	20.3554912973457	11.114042691439	11.114042691439014	inf	164	0	0	0	0	[20.3554912973457, 11.114042691439014]	Rand	Uni	100	25	7	gexf	20.3554912973457	1.83151098681898	0.5
1606	cut	cap	first	Rand.Uni.100.5.8.gexf	100	500	2	1	[8, 8, 8, 8]	4.61561383900566	2.86359462693933	2.863594626939326	inf	425	0	0	0	0	[4.615613839005658, 2.863594626939326]	Rand	Uni	100	5	8	gexf	4.61561383900566	1.61182514996507	0.5
1607	cut	cap	first	Rand.Uni.100.5.8.gexf	100	500	3	2	[8, 8, 8, 8]	4.61561383900566	2.00390862117514	2.003908621175142	inf	443	0	0	0	0	[4.615613839005658, 2.003908621175142]	Rand	Uni	100	5	8	gexf	4.61561383900566	2.30330554508965	0
1608	cut	cap	first	Rand.Uni.100.5.8.gexf	100	500	5	3	[8, 8, 8, 8]	4.61561383900566	0.629919437295779	0.6299194372957786	inf	1988	0	0	0	0	[4.615613839005658, 0.6299194372957786]	Rand	Uni	100	5	8	gexf	3.4350744330252	5.45319644012233	0.5
1611	cut	cap	first	Rand.Uni.100.10.8.gexf	100	1000	2	1	[16, 16, 16, 16]	8.30118598410068	6.34056414578259	6.3405641457825865	inf	305	0	0	0	0	[8.30118598410068, 6.3405641457825865]	Rand	Uni	100	10	8	gexf	8.30118598410068	1.30921883183253	0
1612	cut	cap	first	Rand.Uni.100.10.8.gexf	100	1000	3	2	[16, 16, 16, 16]	8.30118598410068	5.37466252658624	5.374662526586238	inf	630	0	0	0	0	[8.30118598410068, 5.374662526586238]	Rand	Uni	100	10	8	gexf	8.30118598410068	1.54450366753971	0
1613	cut	cap	first	Rand.Uni.100.10.8.gexf	100	1000	5	3	[16, 16, 16, 16]	8.30118598410068	3.763504303418	3.763504303418002	inf	371	0	0	0	0	[8.30118598410068, 3.763504303418002]	Rand	Uni	100	10	8	gexf	8.30118598410068	2.20570652106378	0.5
1614	cut	cap	first	Rand.Uni.100.10.8.gexf	100	1000	10	4	[16, 16, 16, 16]	8.30118598410068	1.27901972622373	1.2790197262237304	inf	1108	0	0	0	0	[8.30118598410068, 1.2790197262237304]	Rand	Uni	100	10	8	gexf	6.89975788959967	5.39456722060965	0.5
1616	cut	cap	first	Rand.Uni.100.25.8.gexf	100	2500	2	1	[43, 43, 43, 43]	21.0612114073909	19.0927436148951	19.0927436148951	inf	95	0	0	0	0	[21.061211407390907, 19.0927436148951]	Rand	Uni	100	25	8	gexf	21.0612114073909	1.10310031036923	0
1617	cut	cap	first	Rand.Uni.100.25.8.gexf	100	2500	3	2	[43, 43, 43, 43]	21.0612114073909	18.1167905528185	18.11679055281853	inf	110	0	0	0	0	[21.061211407390907, 18.11679055281853]	Rand	Uni	100	25	8	gexf	21.0612114073909	1.16252441876987	0
1618	cut	cap	first	Rand.Uni.100.25.8.gexf	100	2500	5	3	[43, 43, 43, 43]	21.0612114073909	16.2135559734683	16.213555973468278	inf	158	0	0	0	0	[21.061211407390907, 16.213555973468278]	Rand	Uni	100	25	8	gexf	21.0612114073909	1.29898780019974	0.5
1619	cut	cap	first	Rand.Uni.100.25.8.gexf	100	2500	10	4	[43, 43, 43, 43]	21.0612114073909	12.0139351086691	12.013935108669132	inf	209	0	0	0	0	[21.061211407390907, 12.013935108669132]	Rand	Uni	100	25	8	gexf	21.0612114073909	1.75306518779125	0
1621	cut	cap	first	Rand.Uni.100.5.9.gexf	100	500	2	1	[7, 7, 7, 7]	3.43207136848343	1.83691515061761	1.8369151506176116	inf	454	0	0	0	0	[3.432071368483434, 1.8369151506176116]	Rand	Uni	100	5	9	gexf	3.43207136848343	1.86838862281118	0.5
1622	cut	cap	first	Rand.Uni.100.5.9.gexf	100	500	3	2	[7, 7, 7, 7]	3.43207136848343	1.23855136674705	1.2385513667470494	inf	1190	0	0	0	0	[3.432071368483434, 1.2385513667470494]	Rand	Uni	100	5	9	gexf	3.43207136848343	2.77103676167867	0.5
1623	cut	cap	first	Rand.Uni.100.5.9.gexf	100	500	5	3	[7, 7, 7, 7]	3.43207136848343	0.34941914574065	0.34941914574065014	inf	2033	0	0	0	0	[3.432071368483434, 0.34941914574065014]	Rand	Uni	100	5	9	gexf	2.0965148744439	6	0.5
1626	cut	cap	first	Rand.Uni.100.10.9.gexf	100	1000	2	1	[15, 15, 15, 15]	8.55160652985816	6.61107334725562	6.611073347255619	inf	202	0	0	0	0	[8.55160652985816, 6.611073347255619]	Rand	Uni	100	10	9	gexf	8.55160652985816	1.29352770430358	0.5
1627	cut	cap	first	Rand.Uni.100.10.9.gexf	100	1000	3	2	[15, 15, 15, 15]	8.55160652985816	5.66301607193531	5.663016071935314	inf	232	0	0	0	0	[8.55160652985816, 5.663016071935314]	Rand	Uni	100	10	9	gexf	8.55160652985816	1.51007986225539	0.5
1628	cut	cap	first	Rand.Uni.100.10.9.gexf	100	1000	5	3	[15, 15, 15, 15]	8.55160652985816	3.80670200517311	3.8067020051731135	inf	500	0	0	0	0	[8.55160652985816, 3.8067020051731135]	Rand	Uni	100	10	9	gexf	8.55160652985816	2.24646072065451	0.5
1629	cut	cap	first	Rand.Uni.100.10.9.gexf	100	1000	10	4	[15, 15, 15, 15]	8.55160652985816	0.802695407901861	0.8026954079018606	inf	1162	0	0	0	0	[8.55160652985816, 0.8026954079018606]	Rand	Uni	100	10	9	gexf	6.14960627531059	7.66119528624793	0.5
1631	cut	cap	first	Rand.Uni.100.25.9.gexf	100	2500	2	1	[36, 36, 36, 36]	19.4944564000693	17.5696968576361	17.569696857636075	inf	93	0	0	0	0	[19.494456400069325, 17.569696857636075]	Rand	Uni	100	25	9	gexf	19.4944564000693	1.10954995740844	0
1632	cut	cap	first	Rand.Uni.100.25.9.gexf	100	2500	3	2	[36, 36, 36, 36]	19.4944564000693	16.6598050430064	16.659805043006426	inf	107	0	0	0	0	[19.494456400069325, 16.659805043006426]	Rand	Uni	100	25	9	gexf	19.4944564000693	1.17014913138211	0
1633	cut	cap	first	Rand.Uni.100.25.9.gexf	100	2500	5	3	[36, 36, 36, 36]	19.4944564000693	14.8913163677375	14.89131636773748	inf	156	0	0	0	0	[19.494456400069325, 14.89131636773748]	Rand	Uni	100	25	9	gexf	19.4944564000693	1.30911572346315	0.5
