path	k	max.multirute.flow	iterations	k.0	k.1	n	multiple	ex	k.5
377	Rand.Uni.100.5.7.gexf	3	4.29547875114418	1	Rand	Uni	100	5	7	gexf
378	Rand.Uni.100.5.7.gexf	5	3.60359566114801	6	Rand	Uni	100	5	7	gexf
381	Rand.Uni.100.10.7.gexf	2	8.95085936761921	1	Rand	Uni	100	10	7	gexf
382	Rand.Uni.100.10.7.gexf	3	8.95085936761921	1	Rand	Uni	100	10	7	gexf
383	Rand.Uni.100.10.7.gexf	5	8.95085936761921	1	Rand	Uni	100	10	7	gexf
384	Rand.Uni.100.10.7.gexf	10	6.7632263128675	10	Rand	Uni	100	10	7	gexf
386	Rand.Uni.100.25.7.gexf	2	20.3554912973457	1	Rand	Uni	100	25	7	gexf
387	Rand.Uni.100.25.7.gexf	3	20.3554912973457	1	Rand	Uni	100	25	7	gexf
388	Rand.Uni.100.25.7.gexf	5	20.3554912973457	1	Rand	Uni	100	25	7	gexf
389	Rand.Uni.100.25.7.gexf	10	20.3554912973457	1	Rand	Uni	100	25	7	gexf
391	Rand.Uni.500.5.7.gexf	2	5.30220402203331	1	Rand	Uni	500	5	7	gexf
392	Rand.Uni.500.5.7.gexf	3	5.30220402203331	1	Rand	Uni	500	5	7	gexf
393	Rand.Uni.500.5.7.gexf	5	5.27989602445591	2	Rand	Uni	500	5	7	gexf
396	Rand.Uni.500.10.7.gexf	2	8.97268377047751	1	Rand	Uni	500	10	7	gexf
397	Rand.Uni.500.10.7.gexf	3	8.97268377047751	1	Rand	Uni	500	10	7	gexf
398	Rand.Uni.500.10.7.gexf	5	8.97268377047751	1	Rand	Uni	500	10	7	gexf
399	Rand.Uni.500.10.7.gexf	10	8.57920458293712	8	Rand	Uni	500	10	7	gexf
401	Rand.Uni.500.25.7.gexf	2	23.9430221338507	1	Rand	Uni	500	25	7	gexf
402	Rand.Uni.500.25.7.gexf	3	23.9430221338507	1	Rand	Uni	500	25	7	gexf
403	Rand.Uni.500.25.7.gexf	5	23.9430221338507	1	Rand	Uni	500	25	7	gexf
404	Rand.Uni.500.25.7.gexf	10	23.9430221338507	1	Rand	Uni	500	25	7	gexf
406	Rand.Uni.1000.5.7.gexf	2	3.16641809238758	1	Rand	Uni	1000	5	7	gexf
407	Rand.Uni.1000.5.7.gexf	3	3.07770498148285	2	Rand	Uni	1000	5	7	gexf
411	Rand.Uni.1000.10.7.gexf	2	11.4500259814479	1	Rand	Uni	1000	10	7	gexf
412	Rand.Uni.1000.10.7.gexf	3	11.4500259814479	1	Rand	Uni	1000	10	7	gexf
413	Rand.Uni.1000.10.7.gexf	5	11.4500259814479	1	Rand	Uni	1000	10	7	gexf
414	Rand.Uni.1000.10.7.gexf	10	11.4500259814479	1	Rand	Uni	1000	10	7	gexf
416	Rand.Uni.1000.25.7.gexf	2	19.7879358384641	1	Rand	Uni	1000	25	7	gexf
417	Rand.Uni.1000.25.7.gexf	3	19.7879358384641	1	Rand	Uni	1000	25	7	gexf
418	Rand.Uni.1000.25.7.gexf	5	19.7879358384641	1	Rand	Uni	1000	25	7	gexf
419	Rand.Uni.1000.25.7.gexf	10	19.7879358384641	1	Rand	Uni	1000	25	7	gexf
421	Rand.Uni.50.5.8.gexf	2	3.31515090459082	2	Rand	Uni	50	5	8	gexf
422	Rand.Uni.50.5.8.gexf	3	3.31515090459082	1	Rand	Uni	50	5	8	gexf
423	Rand.Uni.50.5.8.gexf	5	3.12108919185494	3	Rand	Uni	50	5	8	gexf
426	Rand.Uni.50.10.8.gexf	2	8.59012901041066	1	Rand	Uni	50	10	8	gexf
427	Rand.Uni.50.10.8.gexf	3	8.59012901041066	1	Rand	Uni	50	10	8	gexf
428	Rand.Uni.50.10.8.gexf	5	8.59012901041066	1	Rand	Uni	50	10	8	gexf
429	Rand.Uni.50.10.8.gexf	10	7.8090964711903	5	Rand	Uni	50	10	8	gexf
431	Rand.Uni.50.25.8.gexf	2	19.8797864054405	1	Rand	Uni	50	25	8	gexf
432	Rand.Uni.50.25.8.gexf	3	19.8797864054405	1	Rand	Uni	50	25	8	gexf
433	Rand.Uni.50.25.8.gexf	5	19.8797864054405	1	Rand	Uni	50	25	8	gexf
434	Rand.Uni.50.25.8.gexf	10	19.8797864054405	1	Rand	Uni	50	25	8	gexf
436	Rand.Uni.100.5.8.gexf	2	4.61561383900566	1	Rand	Uni	100	5	8	gexf
437	Rand.Uni.100.5.8.gexf	3	4.61561383900566	1	Rand	Uni	100	5	8	gexf
438	Rand.Uni.100.5.8.gexf	5	3.4350744330252	5	Rand	Uni	100	5	8	gexf
441	Rand.Uni.100.10.8.gexf	2	8.30118598410068	1	Rand	Uni	100	10	8	gexf
442	Rand.Uni.100.10.8.gexf	3	8.30118598410068	1	Rand	Uni	100	10	8	gexf
443	Rand.Uni.100.10.8.gexf	5	8.30118598410068	1	Rand	Uni	100	10	8	gexf
444	Rand.Uni.100.10.8.gexf	10	6.89975788959967	6	Rand	Uni	100	10	8	gexf
446	Rand.Uni.100.25.8.gexf	2	21.0612114073909	1	Rand	Uni	100	25	8	gexf
447	Rand.Uni.100.25.8.gexf	3	21.0612114073909	1	Rand	Uni	100	25	8	gexf
448	Rand.Uni.100.25.8.gexf	5	21.0612114073909	1	Rand	Uni	100	25	8	gexf
449	Rand.Uni.100.25.8.gexf	10	21.0612114073909	1	Rand	Uni	100	25	8	gexf
451	Rand.Uni.500.5.8.gexf	2	2.53616998712361	1	Rand	Uni	500	5	8	gexf
452	Rand.Uni.500.5.8.gexf	3	2.17074554886183	3	Rand	Uni	500	5	8	gexf
456	Rand.Uni.500.10.8.gexf	2	8.58266619335972	1	Rand	Uni	500	10	8	gexf
457	Rand.Uni.500.10.8.gexf	3	8.58266619335972	1	Rand	Uni	500	10	8	gexf
458	Rand.Uni.500.10.8.gexf	5	8.58266619335972	1	Rand	Uni	500	10	8	gexf
459	Rand.Uni.500.10.8.gexf	10	8.29304009437716	4	Rand	Uni	500	10	8	gexf
461	Rand.Uni.500.25.8.gexf	2	25.4159972271015	1	Rand	Uni	500	25	8	gexf
462	Rand.Uni.500.25.8.gexf	3	25.4159972271015	1	Rand	Uni	500	25	8	gexf
463	Rand.Uni.500.25.8.gexf	5	25.4159972271015	1	Rand	Uni	500	25	8	gexf
464	Rand.Uni.500.25.8.gexf	10	25.4159972271015	1	Rand	Uni	500	25	8	gexf
465	Rand.Uni.500.25.8.gexf	50	0.271088019580467	51	Rand	Uni	500	25	8	gexf
466	Rand.Uni.1000.5.8.gexf	2	2.22705756367413	2	Rand	Uni	1000	5	8	gexf
467	Rand.Uni.1000.5.8.gexf	3	2.02557911784331	4	Rand	Uni	1000	5	8	gexf
468	Rand.Uni.1000.5.8.gexf	5	0.307276790648318	6	Rand	Uni	1000	5	8	gexf
471	Rand.Uni.1000.10.8.gexf	2	8.80915633858566	1	Rand	Uni	1000	10	8	gexf
472	Rand.Uni.1000.10.8.gexf	3	8.80915633858566	1	Rand	Uni	1000	10	8	gexf
473	Rand.Uni.1000.10.8.gexf	5	8.80915633858566	1	Rand	Uni	1000	10	8	gexf
474	Rand.Uni.1000.10.8.gexf	10	8.52584989904896	5	Rand	Uni	1000	10	8	gexf
476	Rand.Uni.1000.25.8.gexf	2	24.4425936586906	1	Rand	Uni	1000	25	8	gexf
477	Rand.Uni.1000.25.8.gexf	3	24.4425936586906	1	Rand	Uni	1000	25	8	gexf
478	Rand.Uni.1000.25.8.gexf	5	24.4425936586906	1	Rand	Uni	1000	25	8	gexf
479	Rand.Uni.1000.25.8.gexf	10	24.4425936586906	2	Rand	Uni	1000	25	8	gexf
481	Rand.Uni.50.5.9.gexf	2	4.65488077504099	1	Rand	Uni	50	5	9	gexf
482	Rand.Uni.50.5.9.gexf	3	4.65488077504099	1	Rand	Uni	50	5	9	gexf
483	Rand.Uni.50.5.9.gexf	5	4.33413464866831	3	Rand	Uni	50	5	9	gexf
486	Rand.Uni.50.10.9.gexf	2	5.81125962669201	1	Rand	Uni	50	10	9	gexf
487	Rand.Uni.50.10.9.gexf	3	5.81125962669201	1	Rand	Uni	50	10	9	gexf
488	Rand.Uni.50.10.9.gexf	5	5.81125962669201	1	Rand	Uni	50	10	9	gexf
489	Rand.Uni.50.10.9.gexf	10	2.43537662854614	11	Rand	Uni	50	10	9	gexf
491	Rand.Uni.50.25.9.gexf	2	19.1342182563801	1	Rand	Uni	50	25	9	gexf
492	Rand.Uni.50.25.9.gexf	3	19.1342182563801	1	Rand	Uni	50	25	9	gexf
493	Rand.Uni.50.25.9.gexf	5	19.1342182563801	1	Rand	Uni	50	25	9	gexf
494	Rand.Uni.50.25.9.gexf	10	19.1342182563801	1	Rand	Uni	50	25	9	gexf
496	Rand.Uni.100.5.9.gexf	2	3.43207136848343	1	Rand	Uni	100	5	9	gexf
497	Rand.Uni.100.5.9.gexf	3	3.43207136848343	1	Rand	Uni	100	5	9	gexf
498	Rand.Uni.100.5.9.gexf	5	2.0965148744439	6	Rand	Uni	100	5	9	gexf
501	Rand.Uni.100.10.9.gexf	2	8.55160652985816	1	Rand	Uni	100	10	9	gexf
502	Rand.Uni.100.10.9.gexf	3	8.55160652985816	1	Rand	Uni	100	10	9	gexf
503	Rand.Uni.100.10.9.gexf	5	8.55160652985816	1	Rand	Uni	100	10	9	gexf
504	Rand.Uni.100.10.9.gexf	10	6.14960627531059	9	Rand	Uni	100	10	9	gexf
506	Rand.Uni.100.25.9.gexf	2	19.4944564000693	1	Rand	Uni	100	25	9	gexf
507	Rand.Uni.100.25.9.gexf	3	19.4944564000693	1	Rand	Uni	100	25	9	gexf
508	Rand.Uni.100.25.9.gexf	5	19.4944564000693	1	Rand	Uni	100	25	9	gexf
509	Rand.Uni.100.25.9.gexf	10	19.4944564000693	1	Rand	Uni	100	25	9	gexf
511	Rand.Uni.500.5.9.gexf	2	3.55514435323571	1	Rand	Uni	500	5	9	gexf
512	Rand.Uni.500.5.9.gexf	3	3.39116273869767	4	Rand	Uni	500	5	9	gexf
513	Rand.Uni.500.5.9.gexf	5	1.16962362576227	6	Rand	Uni	500	5	9	gexf
516	Rand.Uni.500.10.9.gexf	2	5.59744570256907	1	Rand	Uni	500	10	9	gexf
517	Rand.Uni.500.10.9.gexf	3	5.59744570256907	1	Rand	Uni	500	10	9	gexf
518	Rand.Uni.500.10.9.gexf	5	5.58927538009569	2	Rand	Uni	500	10	9	gexf
519	Rand.Uni.500.10.9.gexf	10	0.618982242769254	11	Rand	Uni	500	10	9	gexf
521	Rand.Uni.500.25.9.gexf	2	21.696480566016	1	Rand	Uni	500	25	9	gexf
522	Rand.Uni.500.25.9.gexf	3	21.696480566016	1	Rand	Uni	500	25	9	gexf
523	Rand.Uni.500.25.9.gexf	5	21.696480566016	1	Rand	Uni	500	25	9	gexf
524	Rand.Uni.500.25.9.gexf	10	21.696480566016	1	Rand	Uni	500	25	9	gexf
526	Rand.Uni.1000.5.9.gexf	2	2.80282007980134	1	Rand	Uni	1000	5	9	gexf
527	Rand.Uni.1000.5.9.gexf	3	2.06478886323293	3	Rand	Uni	1000	5	9	gexf
528	Rand.Uni.1000.5.9.gexf	5	0.46040369309736	6	Rand	Uni	1000	5	9	gexf
531	Rand.Uni.1000.10.9.gexf	2	11.366128608609	1	Rand	Uni	1000	10	9	gexf
532	Rand.Uni.1000.10.9.gexf	3	11.366128608609	1	Rand	Uni	1000	10	9	gexf
533	Rand.Uni.1000.10.9.gexf	5	11.366128608609	1	Rand	Uni	1000	10	9	gexf
534	Rand.Uni.1000.10.9.gexf	10	11.366128608609	1	Rand	Uni	1000	10	9	gexf
536	Rand.Uni.1000.25.9.gexf	2	20.7812132480377	1	Rand	Uni	1000	25	9	gexf
537	Rand.Uni.1000.25.9.gexf	3	20.7812132480377	1	Rand	Uni	1000	25	9	gexf
538	Rand.Uni.1000.25.9.gexf	5	20.7812132480377	1	Rand	Uni	1000	25	9	gexf
539	Rand.Uni.1000.25.9.gexf	10	20.7812132480377	1	Rand	Uni	1000	25	9	gexf
541	Rand.Uni.50.5.10.gexf	2	6.58735189391711	1	Rand	Uni	50	5	10	gexf
542	Rand.Uni.50.5.10.gexf	3	6.58735189391711	1	Rand	Uni	50	5	10	gexf
543	Rand.Uni.50.5.10.gexf	5	6.58735189391711	1	Rand	Uni	50	5	10	gexf
546	Rand.Uni.50.10.10.gexf	2	9.59266561397791	1	Rand	Uni	50	10	10	gexf
547	Rand.Uni.50.10.10.gexf	3	9.59266561397791	1	Rand	Uni	50	10	10	gexf
548	Rand.Uni.50.10.10.gexf	5	9.59266561397791	1	Rand	Uni	50	10	10	gexf
549	Rand.Uni.50.10.10.gexf	10	9.31800839781415	4	Rand	Uni	50	10	10	gexf
551	Rand.Uni.50.25.10.gexf	2	15.4429522248015	1	Rand	Uni	50	25	10	gexf
552	Rand.Uni.50.25.10.gexf	3	15.4429522248015	1	Rand	Uni	50	25	10	gexf
553	Rand.Uni.50.25.10.gexf	5	15.4429522248015	1	Rand	Uni	50	25	10	gexf
554	Rand.Uni.50.25.10.gexf	10	15.4429522248015	1	Rand	Uni	50	25	10	gexf
556	Rand.Uni.100.5.10.gexf	2	5.81526335182199	1	Rand	Uni	100	5	10	gexf
557	Rand.Uni.100.5.10.gexf	3	5.81526335182199	1	Rand	Uni	100	5	10	gexf
558	Rand.Uni.100.5.10.gexf	5	5.81526335182199	1	Rand	Uni	100	5	10	gexf
559	Rand.Uni.100.5.10.gexf	10	0.660052588250932	11	Rand	Uni	100	5	10	gexf
561	Rand.Uni.100.10.10.gexf	2	6.69305938469187	1	Rand	Uni	100	10	10	gexf
562	Rand.Uni.100.10.10.gexf	3	6.69305938469187	1	Rand	Uni	100	10	10	gexf
563	Rand.Uni.100.10.10.gexf	5	6.69305938469187	1	Rand	Uni	100	10	10	gexf
564	Rand.Uni.100.10.10.gexf	10	4.15140638405847	10	Rand	Uni	100	10	10	gexf
566	Rand.Uni.100.25.10.gexf	2	18.7674491551428	1	Rand	Uni	100	25	10	gexf
567	Rand.Uni.100.25.10.gexf	3	18.7674491551428	1	Rand	Uni	100	25	10	gexf
568	Rand.Uni.100.25.10.gexf	5	18.7674491551428	1	Rand	Uni	100	25	10	gexf
569	Rand.Uni.100.25.10.gexf	10	18.7674491551428	1	Rand	Uni	100	25	10	gexf
571	Rand.Uni.500.5.10.gexf	2	4.17016564581654	1	Rand	Uni	500	5	10	gexf
572	Rand.Uni.500.5.10.gexf	3	4.17016564581654	1	Rand	Uni	500	5	10	gexf
573	Rand.Uni.500.5.10.gexf	5	3.92402130598979	4	Rand	Uni	500	5	10	gexf
574	Rand.Uni.500.5.10.gexf	10	1.57601542017179	11	Rand	Uni	500	5	10	gexf
576	Rand.Uni.500.10.10.gexf	2	10.6094197710989	1	Rand	Uni	500	10	10	gexf
577	Rand.Uni.500.10.10.gexf	3	10.6094197710989	1	Rand	Uni	500	10	10	gexf
578	Rand.Uni.500.10.10.gexf	5	10.6094197710989	1	Rand	Uni	500	10	10	gexf
579	Rand.Uni.500.10.10.gexf	10	10.6094197710989	1	Rand	Uni	500	10	10	gexf
581	Rand.Uni.500.25.10.gexf	2	18.4673728355969	1	Rand	Uni	500	25	10	gexf
582	Rand.Uni.500.25.10.gexf	3	18.4673728355969	1	Rand	Uni	500	25	10	gexf
583	Rand.Uni.500.25.10.gexf	5	18.4673728355969	1	Rand	Uni	500	25	10	gexf
584	Rand.Uni.500.25.10.gexf	10	18.4673728355969	1	Rand	Uni	500	25	10	gexf
586	Rand.Uni.1000.5.10.gexf	2	2.72857569382483	1	Rand	Uni	1000	5	10	gexf
587	Rand.Uni.1000.5.10.gexf	3	2.66200981109672	3	Rand	Uni	1000	5	10	gexf
588	Rand.Uni.1000.5.10.gexf	5	1.18311901780098	6	Rand	Uni	1000	5	10	gexf
591	Rand.Uni.1000.10.10.gexf	2	5.10509800102205	1	Rand	Uni	1000	10	10	gexf
592	Rand.Uni.1000.10.10.gexf	3	5.10509800102205	1	Rand	Uni	1000	10	10	gexf
593	Rand.Uni.1000.10.10.gexf	5	4.87620132883332	3	Rand	Uni	1000	10	10	gexf
596	Rand.Uni.1000.25.10.gexf	2	22.9382941679046	1	Rand	Uni	1000	25	10	gexf
597	Rand.Uni.1000.25.10.gexf	3	22.9382941679046	1	Rand	Uni	1000	25	10	gexf
598	Rand.Uni.1000.25.10.gexf	5	22.9382941679046	1	Rand	Uni	1000	25	10	gexf
599	Rand.Uni.1000.25.10.gexf	10	22.9382941679046	1	Rand	Uni	1000	25	10	gexf
601	Rand.Uni.50.5.11.gexf	2	5.21393015981015	1	Rand	Uni	50	5	11	gexf
602	Rand.Uni.50.5.11.gexf	3	5.21393015981015	1	Rand	Uni	50	5	11	gexf
603	Rand.Uni.50.5.11.gexf	5	4.94232834143289	4	Rand	Uni	50	5	11	gexf
606	Rand.Uni.50.10.11.gexf	2	8.91033252615066	1	Rand	Uni	50	10	11	gexf
607	Rand.Uni.50.10.11.gexf	3	8.91033252615066	1	Rand	Uni	50	10	11	gexf
608	Rand.Uni.50.10.11.gexf	5	8.91033252615066	1	Rand	Uni	50	10	11	gexf
609	Rand.Uni.50.10.11.gexf	10	8.60737315506714	5	Rand	Uni	50	10	11	gexf
611	Rand.Uni.50.25.11.gexf	2	15.9632357686729	1	Rand	Uni	50	25	11	gexf
612	Rand.Uni.50.25.11.gexf	3	15.9632357686729	1	Rand	Uni	50	25	11	gexf
613	Rand.Uni.50.25.11.gexf	5	15.9632357686729	1	Rand	Uni	50	25	11	gexf
614	Rand.Uni.50.25.11.gexf	10	15.9632357686729	2	Rand	Uni	50	25	11	gexf
616	Rand.Uni.100.5.11.gexf	2	5.98013279111096	1	Rand	Uni	100	5	11	gexf
617	Rand.Uni.100.5.11.gexf	3	5.98013279111096	1	Rand	Uni	100	5	11	gexf
618	Rand.Uni.100.5.11.gexf	5	5.98013279111096	1	Rand	Uni	100	5	11	gexf
621	Rand.Uni.100.10.11.gexf	2	8.67586824311774	1	Rand	Uni	100	10	11	gexf
622	Rand.Uni.100.10.11.gexf	3	8.67586824311774	1	Rand	Uni	100	10	11	gexf
623	Rand.Uni.100.10.11.gexf	5	8.67586824311774	1	Rand	Uni	100	10	11	gexf
624	Rand.Uni.100.10.11.gexf	10	8.5544376109803	5	Rand	Uni	100	10	11	gexf
626	Rand.Uni.100.25.11.gexf	2	20.6453741875906	1	Rand	Uni	100	25	11	gexf
627	Rand.Uni.100.25.11.gexf	3	20.6453741875906	1	Rand	Uni	100	25	11	gexf
628	Rand.Uni.100.25.11.gexf	5	20.6453741875906	1	Rand	Uni	100	25	11	gexf
629	Rand.Uni.100.25.11.gexf	10	20.6453741875906	1	Rand	Uni	100	25	11	gexf
631	Rand.Uni.500.5.11.gexf	2	3.9770600194017	1	Rand	Uni	500	5	11	gexf
632	Rand.Uni.500.5.11.gexf	3	3.9770600194017	1	Rand	Uni	500	5	11	gexf
633	Rand.Uni.500.5.11.gexf	5	1.57950345206257	6	Rand	Uni	500	5	11	gexf
636	Rand.Uni.500.10.11.gexf	2	7.88236781213907	1	Rand	Uni	500	10	11	gexf
637	Rand.Uni.500.10.11.gexf	3	7.88236781213907	1	Rand	Uni	500	10	11	gexf
638	Rand.Uni.500.10.11.gexf	5	7.88236781213907	1	Rand	Uni	500	10	11	gexf
639	Rand.Uni.500.10.11.gexf	10	4.91078767615697	10	Rand	Uni	500	10	11	gexf
641	Rand.Uni.500.25.11.gexf	2	22.0719664620987	1	Rand	Uni	500	25	11	gexf
642	Rand.Uni.500.25.11.gexf	3	22.0719664620987	1	Rand	Uni	500	25	11	gexf
643	Rand.Uni.500.25.11.gexf	5	22.0719664620987	1	Rand	Uni	500	25	11	gexf
644	Rand.Uni.500.25.11.gexf	10	22.0719664620987	2	Rand	Uni	500	25	11	gexf
646	Rand.Uni.1000.5.11.gexf	2	3.42996480254423	1	Rand	Uni	1000	5	11	gexf
647	Rand.Uni.1000.5.11.gexf	3	3.3479180761772	2	Rand	Uni	1000	5	11	gexf
648	Rand.Uni.1000.5.11.gexf	5	2.8387518227685	4	Rand	Uni	1000	5	11	gexf
651	Rand.Uni.1000.10.11.gexf	2	9.046391698073	1	Rand	Uni	1000	10	11	gexf
652	Rand.Uni.1000.10.11.gexf	3	9.046391698073	1	Rand	Uni	1000	10	11	gexf
653	Rand.Uni.1000.10.11.gexf	5	9.046391698073	1	Rand	Uni	1000	10	11	gexf
654	Rand.Uni.1000.10.11.gexf	10	8.46872730674855	5	Rand	Uni	1000	10	11	gexf
656	Rand.Uni.1000.25.11.gexf	2	22.6484307425147	1	Rand	Uni	1000	25	11	gexf
657	Rand.Uni.1000.25.11.gexf	3	22.6484307425147	1	Rand	Uni	1000	25	11	gexf
658	Rand.Uni.1000.25.11.gexf	5	22.6484307425147	1	Rand	Uni	1000	25	11	gexf
659	Rand.Uni.1000.25.11.gexf	10	22.6484307425147	1	Rand	Uni	1000	25	11	gexf
661	Rand.Uni.50.5.12.gexf	2	1.40758345185994	2	Rand	Uni	50	5	12	gexf
666	Rand.Uni.50.10.12.gexf	2	9.47270717945983	1	Rand	Uni	50	10	12	gexf
667	Rand.Uni.50.10.12.gexf	3	9.47270717945983	1	Rand	Uni	50	10	12	gexf
668	Rand.Uni.50.10.12.gexf	5	9.47270717945983	1	Rand	Uni	50	10	12	gexf
669	Rand.Uni.50.10.12.gexf	10	9.2906512722443	6	Rand	Uni	50	10	12	gexf
671	Rand.Uni.50.25.12.gexf	2	18.5453016525742	1	Rand	Uni	50	25	12	gexf
672	Rand.Uni.50.25.12.gexf	3	18.5453016525742	1	Rand	Uni	50	25	12	gexf
673	Rand.Uni.50.25.12.gexf	5	18.5453016525742	1	Rand	Uni	50	25	12	gexf
674	Rand.Uni.50.25.12.gexf	10	18.5453016525742	1	Rand	Uni	50	25	12	gexf
676	Rand.Uni.100.5.12.gexf	2	4.65133473764132	1	Rand	Uni	100	5	12	gexf
677	Rand.Uni.100.5.12.gexf	3	4.65133473764132	1	Rand	Uni	100	5	12	gexf
678	Rand.Uni.100.5.12.gexf	5	4.38717681043279	2	Rand	Uni	100	5	12	gexf
681	Rand.Uni.100.10.12.gexf	2	9.36500993473356	1	Rand	Uni	100	10	12	gexf
682	Rand.Uni.100.10.12.gexf	3	9.36500993473356	1	Rand	Uni	100	10	12	gexf
683	Rand.Uni.100.10.12.gexf	5	9.36500993473356	1	Rand	Uni	100	10	12	gexf
684	Rand.Uni.100.10.12.gexf	10	9.36500993473356	2	Rand	Uni	100	10	12	gexf
686	Rand.Uni.100.25.12.gexf	2	18.433176494229	1	Rand	Uni	100	25	12	gexf
687	Rand.Uni.100.25.12.gexf	3	18.433176494229	1	Rand	Uni	100	25	12	gexf
688	Rand.Uni.100.25.12.gexf	5	18.433176494229	1	Rand	Uni	100	25	12	gexf
689	Rand.Uni.100.25.12.gexf	10	18.433176494229	1	Rand	Uni	100	25	12	gexf
691	Rand.Uni.500.5.12.gexf	2	4.50748820929113	1	Rand	Uni	500	5	12	gexf
692	Rand.Uni.500.5.12.gexf	3	4.50748820929113	1	Rand	Uni	500	5	12	gexf
693	Rand.Uni.500.5.12.gexf	5	4.48612489733889	2	Rand	Uni	500	5	12	gexf
694	Rand.Uni.500.5.12.gexf	10	0.807576704624902	10	Rand	Uni	500	5	12	gexf
696	Rand.Uni.500.10.12.gexf	2	9.57526807280804	1	Rand	Uni	500	10	12	gexf
697	Rand.Uni.500.10.12.gexf	3	9.57526807280804	1	Rand	Uni	500	10	12	gexf
698	Rand.Uni.500.10.12.gexf	5	9.57526807280804	1	Rand	Uni	500	10	12	gexf
699	Rand.Uni.500.10.12.gexf	10	9.26548490192651	6	Rand	Uni	500	10	12	gexf
701	Rand.Uni.500.25.12.gexf	2	20.5860838804466	1	Rand	Uni	500	25	12	gexf
702	Rand.Uni.500.25.12.gexf	3	20.5860838804466	1	Rand	Uni	500	25	12	gexf
703	Rand.Uni.500.25.12.gexf	5	20.5860838804466	1	Rand	Uni	500	25	12	gexf
704	Rand.Uni.500.25.12.gexf	10	20.5860838804466	1	Rand	Uni	500	25	12	gexf
706	Rand.Uni.1000.5.12.gexf	2	5.25313094626251	1	Rand	Uni	1000	5	12	gexf
707	Rand.Uni.1000.5.12.gexf	3	5.25313094626251	1	Rand	Uni	1000	5	12	gexf
708	Rand.Uni.1000.5.12.gexf	5	4.68760868513525	4	Rand	Uni	1000	5	12	gexf
711	Rand.Uni.1000.10.12.gexf	2	9.62363097053809	1	Rand	Uni	1000	10	12	gexf
712	Rand.Uni.1000.10.12.gexf	3	9.62363097053809	1	Rand	Uni	1000	10	12	gexf
713	Rand.Uni.1000.10.12.gexf	5	9.62363097053809	1	Rand	Uni	1000	10	12	gexf
714	Rand.Uni.1000.10.12.gexf	10	9.20472825177015	4	Rand	Uni	1000	10	12	gexf
716	Rand.Uni.1000.25.12.gexf	2	22.3760617239992	1	Rand	Uni	1000	25	12	gexf
717	Rand.Uni.1000.25.12.gexf	3	22.3760617239992	1	Rand	Uni	1000	25	12	gexf
718	Rand.Uni.1000.25.12.gexf	5	22.3760617239992	1	Rand	Uni	1000	25	12	gexf
719	Rand.Uni.1000.25.12.gexf	10	22.3760617239992	1	Rand	Uni	1000	25	12	gexf
721	Rand.Uni.50.5.13.gexf	2	4.80230614805752	1	Rand	Uni	50	5	13	gexf
722	Rand.Uni.50.5.13.gexf	3	4.80230614805752	1	Rand	Uni	50	5	13	gexf
723	Rand.Uni.50.5.13.gexf	5	4.25862476202136	6	Rand	Uni	50	5	13	gexf
726	Rand.Uni.50.10.13.gexf	2	8.87304868119463	1	Rand	Uni	50	10	13	gexf
727	Rand.Uni.50.10.13.gexf	3	8.87304868119463	1	Rand	Uni	50	10	13	gexf
728	Rand.Uni.50.10.13.gexf	5	8.87304868119463	1	Rand	Uni	50	10	13	gexf
729	Rand.Uni.50.10.13.gexf	10	8.73744402101837	3	Rand	Uni	50	10	13	gexf
731	Rand.Uni.50.25.13.gexf	2	22.8347430344592	1	Rand	Uni	50	25	13	gexf
732	Rand.Uni.50.25.13.gexf	3	22.8347430344592	1	Rand	Uni	50	25	13	gexf
733	Rand.Uni.50.25.13.gexf	5	22.8347430344592	1	Rand	Uni	50	25	13	gexf
734	Rand.Uni.50.25.13.gexf	10	22.8347430344592	1	Rand	Uni	50	25	13	gexf
736	Rand.Uni.100.5.13.gexf	2	4.8167957029563	1	Rand	Uni	100	5	13	gexf
737	Rand.Uni.100.5.13.gexf	3	4.8167957029563	1	Rand	Uni	100	5	13	gexf
738	Rand.Uni.100.5.13.gexf	5	4.587154427777	3	Rand	Uni	100	5	13	gexf
739	Rand.Uni.100.5.13.gexf	10	0.289976636432647	11	Rand	Uni	100	5	13	gexf
741	Rand.Uni.100.10.13.gexf	2	7.27607988267326	1	Rand	Uni	100	10	13	gexf
742	Rand.Uni.100.10.13.gexf	3	7.27607988267326	1	Rand	Uni	100	10	13	gexf
743	Rand.Uni.100.10.13.gexf	5	7.27607988267326	1	Rand	Uni	100	10	13	gexf
744	Rand.Uni.100.10.13.gexf	10	5.58743480807603	7	Rand	Uni	100	10	13	gexf
746	Rand.Uni.100.25.13.gexf	2	22.4122990319741	1	Rand	Uni	100	25	13	gexf
747	Rand.Uni.100.25.13.gexf	3	22.4122990319741	1	Rand	Uni	100	25	13	gexf
748	Rand.Uni.100.25.13.gexf	5	22.4122990319741	1	Rand	Uni	100	25	13	gexf
749	Rand.Uni.100.25.13.gexf	10	22.4122990319741	1	Rand	Uni	100	25	13	gexf
751	Rand.Uni.500.5.13.gexf	2	1.98055240315562	1	Rand	Uni	500	5	13	gexf
752	Rand.Uni.500.5.13.gexf	3	1.94633598892722	2	Rand	Uni	500	5	13	gexf
753	Rand.Uni.500.5.13.gexf	5	1.22355272275694	6	Rand	Uni	500	5	13	gexf
