construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	k.2	multiple	ex	k.5
3237	cut	cap	first	Rand.Uni.500.25.16.gexf	500	12500	3	2	[54, 54, 54, 54]	27.4442797322352	24.5086101499482	24.508610149948193	inf	14	0	0	0	0	[27.44427973223522, 24.508610149948193]	Rand	Uni	500	25	16	gexf
3238	cut	cap	first	Rand.Uni.500.25.16.gexf	500	12500	5	3	[54, 54, 54, 54]	27.4442797322352	22.6120148731794	22.612014873179376	inf	20	0	0	0	0	[27.44427973223522, 22.612014873179376]	Rand	Uni	500	25	16	gexf
3239	cut	cap	first	Rand.Uni.500.25.16.gexf	500	12500	10	4	[54, 54, 54, 54]	27.4442797322352	18.3461154696419	18.346115469641894	inf	20	0	0	0	0	[27.44427973223522, 18.346115469641894]	Rand	Uni	500	25	16	gexf
3240	cut	cap	first	Rand.Uni.500.25.16.gexf	500	12500	50	5	[54, 54, 54, 54]	27.4442797322352	0.86141908217795	0.8614190821779504	inf	84	0	0	0	0	[27.44427973223522, 0.8614190821779504]	Rand	Uni	500	25	16	gexf
3241	cut	cap	first	Rand.Uni.500.5.17.gexf	500	2500	2	1	[10, 10, 10, 10]	6.36130086501768	4.69704074888901	4.697040748889012	inf	159	0	0	0	0	[6.361300865017684, 4.697040748889012]	Rand	Uni	500	5	17	gexf
3242	cut	cap	first	Rand.Uni.500.5.17.gexf	500	2500	3	2	[10, 10, 10, 10]	6.36130086501768	3.93729346342526	3.9372934634252603	inf	161	0	0	0	0	[6.361300865017684, 3.9372934634252603]	Rand	Uni	500	5	17	gexf
3243	cut	cap	first	Rand.Uni.500.5.17.gexf	500	2500	5	3	[10, 10, 10, 10]	6.36130086501768	2.44044207076631	2.4404420707663057	inf	132	0	0	0	0	[6.361300865017684, 2.4404420707663057]	Rand	Uni	500	5	17	gexf
3246	cut	cap	first	Rand.Uni.500.10.17.gexf	500	5000	2	1	[19, 19, 19, 19]	8.85496470458005	7.01686946620316	7.016869466203156	inf	49	0	0	0	0	[8.854964704580054, 7.016869466203156]	Rand	Uni	500	10	17	gexf
3247	cut	cap	first	Rand.Uni.500.10.17.gexf	500	5000	3	2	[19, 19, 19, 19]	8.85496470458005	6.13514427089665	6.135144270896647	inf	69	0	0	0	0	[8.854964704580054, 6.135144270896647]	Rand	Uni	500	10	17	gexf
3248	cut	cap	first	Rand.Uni.500.10.17.gexf	500	5000	5	3	[19, 19, 19, 19]	8.85496470458005	4.5617865775354	4.561786577535399	inf	69	0	0	0	0	[8.854964704580054, 4.561786577535399]	Rand	Uni	500	10	17	gexf
3249	cut	cap	first	Rand.Uni.500.10.17.gexf	500	5000	10	4	[19, 19, 19, 19]	8.85496470458005	1.49992681492829	1.4999268149282867	inf	58	0	0	0	0	[8.854964704580054, 1.4999268149282867]	Rand	Uni	500	10	17	gexf
3251	cut	cap	first	Rand.Uni.500.25.17.gexf	500	12500	2	1	[41, 41, 41, 41]	16.6492379507582	14.7546927053122	14.75469270531217	inf	21	0	0	0	0	[16.649237950758174, 14.75469270531217]	Rand	Uni	500	25	17	gexf
3252	cut	cap	first	Rand.Uni.500.25.17.gexf	500	12500	3	2	[41, 41, 41, 41]	16.6492379507582	13.8842743143683	13.884274314368323	inf	51	0	0	0	0	[16.649237950758174, 13.884274314368323]	Rand	Uni	500	25	17	gexf
3253	cut	cap	first	Rand.Uni.500.25.17.gexf	500	12500	5	3	[41, 41, 41, 41]	16.6492379507582	12.211543463161	12.211543463161012	inf	20	0	0	0	0	[16.649237950758174, 12.211543463161012]	Rand	Uni	500	25	17	gexf
3254	cut	cap	first	Rand.Uni.500.25.17.gexf	500	12500	10	4	[41, 41, 41, 41]	16.6492379507582	8.58387019893104	8.583870198931036	inf	38	0	0	0	0	[16.649237950758174, 8.583870198931036]	Rand	Uni	500	25	17	gexf
3256	cut	cap	first	Rand.Uni.500.5.18.gexf	500	2500	2	1	[5, 5, 5, 5]	3.17042893757947	1.60545508574908	1.6054550857490761	inf	108	0	0	0	0	[3.1704289375794663, 1.6054550857490761]	Rand	Uni	500	5	18	gexf
3257	cut	cap	first	Rand.Uni.500.5.18.gexf	500	2500	3	2	[5, 5, 5, 5]	3.17042893757947	0.889122280826979	0.8891222808269789	inf	227	0	0	0	0	[3.1704289375794663, 0.8891222808269789]	Rand	Uni	500	5	18	gexf
3261	cut	cap	first	Rand.Uni.500.10.18.gexf	500	5000	2	1	[19, 19, 19, 19]	9.03814487207306	7.37760996932166	7.377609969321663	inf	31	0	0	0	0	[9.038144872073062, 7.377609969321663]	Rand	Uni	500	10	18	gexf
3262	cut	cap	first	Rand.Uni.500.10.18.gexf	500	5000	3	2	[19, 19, 19, 19]	9.03814487207306	6.62463285848863	6.624632858488631	inf	71	0	0	0	0	[9.038144872073062, 6.624632858488631]	Rand	Uni	500	10	18	gexf
3263	cut	cap	first	Rand.Uni.500.10.18.gexf	500	5000	5	3	[19, 19, 19, 19]	9.03814487207306	5.21059422177466	5.210594221774661	inf	44	0	0	0	0	[9.038144872073062, 5.210594221774661]	Rand	Uni	500	10	18	gexf
3264	cut	cap	first	Rand.Uni.500.10.18.gexf	500	5000	10	4	[19, 19, 19, 19]	9.03814487207306	2.4198389509779	2.419838950977902	inf	127	0	0	0	0	[9.038144872073062, 2.419838950977902]	Rand	Uni	500	10	18	gexf
3266	cut	cap	first	Rand.Uni.500.25.18.gexf	500	12500	2	1	[48, 48, 48, 48]	25.5124965818329	23.5186348594614	23.518634859461372	inf	24	0	0	0	0	[25.51249658183292, 23.518634859461372]	Rand	Uni	500	25	18	gexf
3267	cut	cap	first	Rand.Uni.500.25.18.gexf	500	12500	3	2	[48, 48, 48, 48]	25.5124965818329	22.5304076200022	22.530407620002237	inf	16	0	0	0	0	[25.51249658183292, 22.530407620002237]	Rand	Uni	500	25	18	gexf
3268	cut	cap	first	Rand.Uni.500.25.18.gexf	500	12500	5	3	[48, 48, 48, 48]	25.5124965818329	20.6369534944253	20.636953494425327	inf	24	0	0	0	0	[25.51249658183292, 20.636953494425327]	Rand	Uni	500	25	18	gexf
3269	cut	cap	first	Rand.Uni.500.25.18.gexf	500	12500	10	4	[48, 48, 48, 48]	25.5124965818329	16.221731490332	16.221731490331962	inf	37	0	0	0	0	[25.51249658183292, 16.221731490331962]	Rand	Uni	500	25	18	gexf
3271	cut	cap	first	Rand.Uni.500.5.19.gexf	500	2500	2	1	[7, 7, 7, 7]	2.38642383475256	0.625985800378784	0.6259858003787843	inf	79	0	0	0	0	[2.3864238347525646, 0.6259858003787843]	Rand	Uni	500	5	19	gexf
3272	cut	cap	first	Rand.Uni.500.5.19.gexf	500	2500	3	2	[7, 7, 7, 7]	2.38642383475256	0.249252460389159	0.24925246038915927	inf	132	0	0	0	0	[2.3864238347525646, 0.24925246038915927]	Rand	Uni	500	5	19	gexf
3273	cut	cap	first	Rand.Uni.500.5.19.gexf	500	2500	5	3	[7, 7, 7, 7]	2.38642383475256	0.0151385624521029	0.015138562452102877	inf	396	0	0	0	0	[2.3864238347525646, 0.015138562452102877]	Rand	Uni	500	5	19	gexf
3276	cut	cap	first	Rand.Uni.500.10.19.gexf	500	5000	2	1	[19, 19, 19, 19]	9.78042328611464	8.06880867547994	8.068808675479938	inf	58	0	0	0	0	[9.780423286114642, 8.068808675479938]	Rand	Uni	500	10	19	gexf
3277	cut	cap	first	Rand.Uni.500.10.19.gexf	500	5000	3	2	[19, 19, 19, 19]	9.78042328611464	7.30621044958818	7.306210449588183	inf	69	0	0	0	0	[9.780423286114642, 7.306210449588183]	Rand	Uni	500	10	19	gexf
3278	cut	cap	first	Rand.Uni.500.10.19.gexf	500	5000	5	3	[19, 19, 19, 19]	9.78042328611464	5.90378192507199	5.903781925071992	inf	90	0	0	0	0	[9.780423286114642, 5.903781925071992]	Rand	Uni	500	10	19	gexf
3279	cut	cap	first	Rand.Uni.500.10.19.gexf	500	5000	10	4	[19, 19, 19, 19]	9.78042328611464	3.25608273930071	3.2560827393007123	inf	50	0	0	0	0	[9.780423286114642, 3.2560827393007123]	Rand	Uni	500	10	19	gexf
3281	cut	cap	first	Rand.Uni.500.25.19.gexf	500	12500	2	1	[49, 49, 49, 49]	23.980626184858	22.088033925432	22.08803392543204	inf	23	0	0	0	0	[23.980626184857986, 22.08803392543204]	Rand	Uni	500	25	19	gexf
3282	cut	cap	first	Rand.Uni.500.25.19.gexf	500	12500	3	2	[49, 49, 49, 49]	23.980626184858	21.173857517996	21.173857517996026	inf	22	0	0	0	0	[23.980626184857986, 21.173857517996026]	Rand	Uni	500	25	19	gexf
3283	cut	cap	first	Rand.Uni.500.25.19.gexf	500	12500	5	3	[49, 49, 49, 49]	23.980626184858	19.4076833035346	19.407683303534615	inf	51	0	0	0	0	[23.980626184857986, 19.407683303534615]	Rand	Uni	500	25	19	gexf
3284	cut	cap	first	Rand.Uni.500.25.19.gexf	500	12500	10	4	[49, 49, 49, 49]	23.980626184858	15.2052686050874	15.20526860508742	inf	28	0	0	0	0	[23.980626184857986, 15.20526860508742]	Rand	Uni	500	25	19	gexf
3286	cut	cap	first	Rand.Uni.500.5.20.gexf	500	2500	2	1	[3, 3, 3, 3]	2.25603368209589	0.602320051815872	0.6023200518158717	inf	172	0	0	0	0	[2.256033682095887, 0.6023200518158717]	Rand	Uni	500	5	20	gexf
3291	cut	cap	first	Rand.Uni.500.10.20.gexf	500	5000	2	1	[17, 17, 17, 17]	6.80266244026484	5.10955905271778	5.109559052717782	inf	38	0	0	0	0	[6.802662440264839, 5.109559052717782]	Rand	Uni	500	10	20	gexf
3292	cut	cap	first	Rand.Uni.500.10.20.gexf	500	5000	3	2	[17, 17, 17, 17]	6.80266244026484	4.46491417329261	4.4649141732926125	inf	90	0	0	0	0	[6.802662440264839, 4.4649141732926125]	Rand	Uni	500	10	20	gexf
3293	cut	cap	first	Rand.Uni.500.10.20.gexf	500	5000	5	3	[17, 17, 17, 17]	6.80266244026484	3.28321084858952	3.2832108485895226	inf	71	0	0	0	0	[6.802662440264839, 3.2832108485895226]	Rand	Uni	500	10	20	gexf
3294	cut	cap	first	Rand.Uni.500.10.20.gexf	500	5000	10	4	[17, 17, 17, 17]	6.80266244026484	1.10357626578102	1.1035762657810222	inf	206	0	0	0	0	[6.802662440264839, 1.1035762657810222]	Rand	Uni	500	10	20	gexf
3296	cut	cap	first	Rand.Uni.500.25.20.gexf	500	12500	2	1	[47, 47, 47, 47]	25.6238696000514	23.6707658987926	23.670765898792553	inf	49	0	0	0	0	[25.623869600051442, 23.670765898792553]	Rand	Uni	500	25	20	gexf
3297	cut	cap	first	Rand.Uni.500.25.20.gexf	500	12500	3	2	[47, 47, 47, 47]	25.6238696000514	22.7347022400675	22.734702240067488	inf	14	0	0	0	0	[25.623869600051442, 22.734702240067488]	Rand	Uni	500	25	20	gexf
3298	cut	cap	first	Rand.Uni.500.25.20.gexf	500	12500	5	3	[47, 47, 47, 47]	25.6238696000514	20.8898140562724	20.88981405627236	inf	20	0	0	0	0	[25.623869600051442, 20.88981405627236]	Rand	Uni	500	25	20	gexf
3299	cut	cap	first	Rand.Uni.500.25.20.gexf	500	12500	10	4	[47, 47, 47, 47]	25.6238696000514	16.4942722969725	16.494272296972518	inf	36	0	0	0	0	[25.623869600051442, 16.494272296972518]	Rand	Uni	500	25	20	gexf
3301	cut	cap	first	Rand.Uni.500.5.21.gexf	500	2500	2	1	[8, 8, 8, 8]	3.36854223804188	1.61561396675022	1.6156139667502187	inf	241	0	0	0	0	[3.368542238041878, 1.6156139667502187]	Rand	Uni	500	5	21	gexf
3302	cut	cap	first	Rand.Uni.500.5.21.gexf	500	2500	3	2	[8, 8, 8, 8]	3.36854223804188	1.20322185899545	1.203221858995445	inf	232	0	0	0	0	[3.368542238041878, 1.203221858995445]	Rand	Uni	500	5	21	gexf
3303	cut	cap	first	Rand.Uni.500.5.21.gexf	500	2500	5	3	[8, 8, 8, 8]	3.36854223804188	0.682329580456112	0.6823295804561118	inf	390	0	0	0	0	[3.368542238041878, 0.6823295804561118]	Rand	Uni	500	5	21	gexf
3306	cut	cap	first	Rand.Uni.500.10.21.gexf	500	5000	2	1	[17, 17, 17, 17]	7.78921753547077	6.04161351715096	6.04161351715096	inf	58	0	0	0	0	[7.789217535470771, 6.04161351715096]	Rand	Uni	500	10	21	gexf
3307	cut	cap	first	Rand.Uni.500.10.21.gexf	500	5000	3	2	[17, 17, 17, 17]	7.78921753547077	5.19414294886119	5.194142948861189	inf	49	0	0	0	0	[7.789217535470771, 5.194142948861189]	Rand	Uni	500	10	21	gexf
3308	cut	cap	first	Rand.Uni.500.10.21.gexf	500	5000	5	3	[17, 17, 17, 17]	7.78921753547077	3.853305153517	3.853305153517004	inf	58	0	0	0	0	[7.789217535470771, 3.853305153517004]	Rand	Uni	500	10	21	gexf
3309	cut	cap	first	Rand.Uni.500.10.21.gexf	500	5000	10	4	[17, 17, 17, 17]	7.78921753547077	1.64093513717015	1.6409351371701464	inf	202	0	0	0	0	[7.789217535470771, 1.6409351371701464]	Rand	Uni	500	10	21	gexf
3311	cut	cap	first	Rand.Uni.500.25.21.gexf	500	12500	2	1	[49, 49, 49, 49]	21.7238751298347	19.758437230279	19.758437230278982	inf	82	0	0	0	0	[21.723875129834695, 19.758437230278982]	Rand	Uni	500	25	21	gexf
3312	cut	cap	first	Rand.Uni.500.25.21.gexf	500	12500	3	2	[49, 49, 49, 49]	21.7238751298347	18.8038128597918	18.80381285979179	inf	16	0	0	0	0	[21.723875129834695, 18.80381285979179]	Rand	Uni	500	25	21	gexf
3313	cut	cap	first	Rand.Uni.500.25.21.gexf	500	12500	5	3	[49, 49, 49, 49]	21.7238751298347	17.0010164919727	17.00101649197272	inf	24	0	0	0	0	[21.723875129834695, 17.00101649197272]	Rand	Uni	500	25	21	gexf
3314	cut	cap	first	Rand.Uni.500.25.21.gexf	500	12500	10	4	[49, 49, 49, 49]	21.7238751298347	12.8956317441839	12.89563174418394	inf	37	0	0	0	0	[21.723875129834695, 12.89563174418394]	Rand	Uni	500	25	21	gexf
3316	cut	cap	first	Rand.Uni.500.5.22.gexf	500	2500	2	1	[5, 5, 5, 5]	2.45256148562554	0.993763234729092	0.9937632347290921	inf	126	0	0	0	0	[2.452561485625536, 0.9937632347290921]	Rand	Uni	500	5	22	gexf
3317	cut	cap	first	Rand.Uni.500.5.22.gexf	500	2500	3	2	[5, 5, 5, 5]	2.45256148562554	0.528028628459234	0.5280286284592343	inf	125	0	0	0	0	[2.452561485625536, 0.5280286284592343]	Rand	Uni	500	5	22	gexf
3321	cut	cap	first	Rand.Uni.500.10.22.gexf	500	5000	2	1	[12, 12, 12, 12]	5.84433831562732	3.97246156274534	3.9724615627453397	inf	42	0	0	0	0	[5.844338315627325, 3.9724615627453397]	Rand	Uni	500	10	22	gexf
3322	cut	cap	first	Rand.Uni.500.10.22.gexf	500	5000	3	2	[12, 12, 12, 12]	5.84433831562732	3.22960549049973	3.2296054904997304	inf	42	0	0	0	0	[5.844338315627325, 3.2296054904997304]	Rand	Uni	500	10	22	gexf
3323	cut	cap	first	Rand.Uni.500.10.22.gexf	500	5000	5	3	[12, 12, 12, 12]	5.84433831562732	1.88512671948511	1.8851267194851131	inf	70	0	0	0	0	[5.844338315627325, 1.8851267194851131]	Rand	Uni	500	10	22	gexf
3324	cut	cap	first	Rand.Uni.500.10.22.gexf	500	5000	10	4	[12, 12, 12, 12]	5.84433831562732	0.129156723318009	0.1291567233180092	inf	126	0	0	0	0	[5.844338315627325, 0.1291567233180092]	Rand	Uni	500	10	22	gexf
3326	cut	cap	first	Rand.Uni.500.25.22.gexf	500	12500	2	1	[47, 47, 47, 47]	24.9148150358675	22.9260456331918	22.926045633191805	inf	24	0	0	0	0	[24.914815035867488, 22.926045633191805]	Rand	Uni	500	25	22	gexf
3327	cut	cap	first	Rand.Uni.500.25.22.gexf	500	12500	3	2	[47, 47, 47, 47]	24.9148150358675	21.9435800913563	21.943580091356253	inf	29	0	0	0	0	[24.914815035867488, 21.943580091356253]	Rand	Uni	500	25	22	gexf
3328	cut	cap	first	Rand.Uni.500.25.22.gexf	500	12500	5	3	[47, 47, 47, 47]	24.9148150358675	19.9915344104788	19.99153441047885	inf	18	0	0	0	0	[24.914815035867488, 19.99153441047885]	Rand	Uni	500	25	22	gexf
3329	cut	cap	first	Rand.Uni.500.25.22.gexf	500	12500	10	4	[47, 47, 47, 47]	24.9148150358675	15.6650403724111	15.665040372411074	inf	24	0	0	0	0	[24.914815035867488, 15.665040372411074]	Rand	Uni	500	25	22	gexf
3331	cut	cap	first	Rand.Uni.500.5.23.gexf	500	2500	2	1	[8, 8, 8, 8]	2.45460486277563	1.24294051273587	1.242940512735868	inf	172	0	0	0	0	[2.4546048627756285, 1.242940512735868]	Rand	Uni	500	5	23	gexf
3332	cut	cap	first	Rand.Uni.500.5.23.gexf	500	2500	3	2	[8, 8, 8, 8]	2.45460486277563	0.962614665192604	0.9626146651926036	inf	236	0	0	0	0	[2.4546048627756285, 0.9626146651926036]	Rand	Uni	500	5	23	gexf
3333	cut	cap	first	Rand.Uni.500.5.23.gexf	500	2500	5	3	[8, 8, 8, 8]	2.45460486277563	0.529357905154231	0.5293579051542314	inf	237	0	0	0	0	[2.4546048627756285, 0.5293579051542314]	Rand	Uni	500	5	23	gexf
3336	cut	cap	first	Rand.Uni.500.10.23.gexf	500	5000	2	1	[18, 18, 18, 18]	8.72508428151347	6.89954200011759	6.89954200011759	inf	49	0	0	0	0	[8.725084281513475, 6.89954200011759]	Rand	Uni	500	10	23	gexf
3337	cut	cap	first	Rand.Uni.500.10.23.gexf	500	5000	3	2	[18, 18, 18, 18]	8.72508428151347	6.01472882794967	6.014728827949668	inf	57	0	0	0	0	[8.725084281513475, 6.014728827949668]	Rand	Uni	500	10	23	gexf
3338	cut	cap	first	Rand.Uni.500.10.23.gexf	500	5000	5	3	[18, 18, 18, 18]	8.72508428151347	4.44513663279109	4.445136632791087	inf	33	0	0	0	0	[8.725084281513475, 4.445136632791087]	Rand	Uni	500	10	23	gexf
3339	cut	cap	first	Rand.Uni.500.10.23.gexf	500	5000	10	4	[18, 18, 18, 18]	8.72508428151347	1.8109633318507	1.8109633318506955	inf	200	0	0	0	0	[8.725084281513475, 1.8109633318506955]	Rand	Uni	500	10	23	gexf
3341	cut	cap	first	Rand.Uni.500.25.23.gexf	500	12500	2	1	[32, 32, 32, 32]	16.3625860823926	14.4406572654082	14.44065726540821	inf	29	0	0	0	0	[16.36258608239256, 14.44065726540821]	Rand	Uni	500	25	23	gexf
3342	cut	cap	first	Rand.Uni.500.25.23.gexf	500	12500	3	2	[32, 32, 32, 32]	16.3625860823926	13.5709638715492	13.570963871549152	inf	37	0	0	0	0	[16.36258608239256, 13.570963871549152]	Rand	Uni	500	25	23	gexf
3343	cut	cap	first	Rand.Uni.500.25.23.gexf	500	12500	5	3	[32, 32, 32, 32]	16.3625860823926	11.9370040375649	11.93700403756488	inf	85	0	0	0	0	[16.36258608239256, 11.93700403756488]	Rand	Uni	500	25	23	gexf
3344	cut	cap	first	Rand.Uni.500.25.23.gexf	500	12500	10	4	[32, 32, 32, 32]	16.3625860823926	8.15209897831633	8.152098978316328	inf	52	0	0	0	0	[16.36258608239256, 8.152098978316328]	Rand	Uni	500	25	23	gexf
3346	cut	cap	first	Rand.Uni.500.5.24.gexf	500	2500	2	1	[10, 10, 10, 10]	3.9383070421842	2.47132855343983	2.4713285534398257	inf	89	0	0	0	0	[3.9383070421841957, 2.4713285534398257]	Rand	Uni	500	5	24	gexf
3347	cut	cap	first	Rand.Uni.500.5.24.gexf	500	2500	3	2	[10, 10, 10, 10]	3.9383070421842	1.89405056844678	1.8940505684467817	inf	88	0	0	0	0	[3.9383070421841957, 1.8940505684467817]	Rand	Uni	500	5	24	gexf
3348	cut	cap	first	Rand.Uni.500.5.24.gexf	500	2500	5	3	[10, 10, 10, 10]	3.9383070421842	1.11639655710554	1.1163965571055368	inf	233	0	0	0	0	[3.9383070421841957, 1.1163965571055368]	Rand	Uni	500	5	24	gexf
3351	cut	cap	first	Rand.Uni.500.10.24.gexf	500	5000	2	1	[19, 19, 19, 19]	12.1058428042502	10.143862536103	10.14386253610299	inf	48	0	0	0	0	[12.105842804250152, 10.14386253610299]	Rand	Uni	500	10	24	gexf
3352	cut	cap	first	Rand.Uni.500.10.24.gexf	500	5000	3	2	[19, 19, 19, 19]	12.1058428042502	9.3141270085046	9.314127008504595	inf	86	0	0	0	0	[12.105842804250152, 9.314127008504595]	Rand	Uni	500	10	24	gexf
3353	cut	cap	first	Rand.Uni.500.10.24.gexf	500	5000	5	3	[19, 19, 19, 19]	12.1058428042502	7.69211597143324	7.692115971433237	inf	56	0	0	0	0	[12.105842804250152, 7.692115971433237]	Rand	Uni	500	10	24	gexf
3354	cut	cap	first	Rand.Uni.500.10.24.gexf	500	5000	10	4	[19, 19, 19, 19]	12.1058428042502	4.12285463654423	4.122854636544232	inf	48	0	0	0	0	[12.105842804250152, 4.122854636544232]	Rand	Uni	500	10	24	gexf
3356	cut	cap	first	Rand.Uni.500.25.24.gexf	500	12500	2	1	[49, 49, 49, 49]	28.4534331059695	26.4707694273161	26.470769427316082	inf	17	0	0	0	0	[28.453433105969527, 26.470769427316082]	Rand	Uni	500	25	24	gexf
3357	cut	cap	first	Rand.Uni.500.25.24.gexf	500	12500	3	2	[49, 49, 49, 49]	28.4534331059695	25.5131861122369	25.51318611223692	inf	28	0	0	0	0	[28.453433105969527, 25.51318611223692]	Rand	Uni	500	25	24	gexf
3358	cut	cap	first	Rand.Uni.500.25.24.gexf	500	12500	5	3	[49, 49, 49, 49]	28.4534331059695	23.6166979520127	23.61669795201269	inf	17	0	0	0	0	[28.453433105969527, 23.61669795201269]	Rand	Uni	500	25	24	gexf
3359	cut	cap	first	Rand.Uni.500.25.24.gexf	500	12500	10	4	[49, 49, 49, 49]	28.4534331059695	19.1808218261098	19.180821826109757	inf	36	0	0	0	0	[28.453433105969527, 19.180821826109757]	Rand	Uni	500	25	24	gexf
3361	cut	cap	first	Rand.Uni.500.5.25.gexf	500	2500	2	1	[11, 11, 11, 11]	3.38627303742016	2.33372992759114	2.3337299275911385	inf	124	0	0	0	0	[3.3862730374201604, 2.3337299275911385]	Rand	Uni	500	5	25	gexf
3362	cut	cap	first	Rand.Uni.500.5.25.gexf	500	2500	3	2	[11, 11, 11, 11]	3.38627303742016	1.8629173318782	1.8629173318781955	inf	230	0	0	0	0	[3.3862730374201604, 1.8629173318781955]	Rand	Uni	500	5	25	gexf
3363	cut	cap	first	Rand.Uni.500.5.25.gexf	500	2500	5	3	[11, 11, 11, 11]	3.38627303742016	1.02534521656143	1.0253452165614312	inf	165	0	0	0	0	[3.3862730374201604, 1.0253452165614312]	Rand	Uni	500	5	25	gexf
3364	cut	cap	first	Rand.Uni.500.5.25.gexf	500	2500	10	4	[11, 11, 11, 11]	3.38627303742016	0.0673610718922329	0.06736107189223295	inf	390	0	0	0	0	[3.3862730374201604, 0.06736107189223295]	Rand	Uni	500	5	25	gexf
3366	cut	cap	first	Rand.Uni.500.10.25.gexf	500	5000	2	1	[17, 17, 17, 17]	7.03336250745579	5.23218478909136	5.2321847890913595	inf	58	0	0	0	0	[7.033362507455791, 5.2321847890913595]	Rand	Uni	500	10	25	gexf
3367	cut	cap	first	Rand.Uni.500.10.25.gexf	500	5000	3	2	[17, 17, 17, 17]	7.03336250745579	4.38542787390488	4.385427873904878	inf	43	0	0	0	0	[7.033362507455791, 4.385427873904878]	Rand	Uni	500	10	25	gexf
3368	cut	cap	first	Rand.Uni.500.10.25.gexf	500	5000	5	3	[17, 17, 17, 17]	7.03336250745579	3.24200045341232	3.2420004534123175	inf	72	0	0	0	0	[7.033362507455791, 3.2420004534123175]	Rand	Uni	500	10	25	gexf
3369	cut	cap	first	Rand.Uni.500.10.25.gexf	500	5000	10	4	[17, 17, 17, 17]	7.03336250745579	1.09324369633903	1.0932436963390266	inf	206	0	0	0	0	[7.033362507455791, 1.0932436963390266]	Rand	Uni	500	10	25	gexf
3371	cut	cap	first	Rand.Uni.500.25.25.gexf	500	12500	2	1	[53, 53, 53, 53]	23.3159242793457	21.391009981461	21.39100998146103	inf	14	0	0	0	0	[23.315924279345698, 21.39100998146103]	Rand	Uni	500	25	25	gexf
3372	cut	cap	first	Rand.Uni.500.25.25.gexf	500	12500	3	2	[53, 53, 53, 53]	23.3159242793457	20.5007103584935	20.500710358493546	inf	17	0	0	0	0	[23.315924279345698, 20.500710358493546]	Rand	Uni	500	25	25	gexf
3373	cut	cap	first	Rand.Uni.500.25.25.gexf	500	12500	5	3	[53, 53, 53, 53]	23.3159242793457	18.7900008105203	18.790000810520343	inf	15	0	0	0	0	[23.315924279345698, 18.790000810520343]	Rand	Uni	500	25	25	gexf
3374	cut	cap	first	Rand.Uni.500.25.25.gexf	500	12500	10	4	[53, 53, 53, 53]	23.3159242793457	14.97303729811	14.973037298109974	inf	28	0	0	0	0	[23.315924279345698, 14.973037298109974]	Rand	Uni	500	25	25	gexf
3375	cut	cap	first	Rand.Uni.500.25.25.gexf	500	12500	50	5	[53, 53, 53, 53]	23.3159242793457	0.0472124541580633	0.0472124541580633	inf	82	0	0	0	0	[23.315924279345698, 0.0472124541580633]	Rand	Uni	500	25	25	gexf
3376	cut	cap	first	Rand.Uni.500.5.26.gexf	500	2500	2	1	[8, 8, 8, 8]	3.50357816796274	1.87512974596325	1.875129745963255	inf	130	0	0	0	0	[3.503578167962739, 1.875129745963255]	Rand	Uni	500	5	26	gexf
3377	cut	cap	first	Rand.Uni.500.5.26.gexf	500	2500	3	2	[8, 8, 8, 8]	3.50357816796274	1.24109330117598	1.2410933011759777	inf	383	0	0	0	0	[3.503578167962739, 1.2410933011759777]	Rand	Uni	500	5	26	gexf
3378	cut	cap	first	Rand.Uni.500.5.26.gexf	500	2500	5	3	[8, 8, 8, 8]	3.50357816796274	0.314461524127102	0.31446152412710227	inf	386	0	0	0	0	[3.503578167962739, 0.31446152412710227]	Rand	Uni	500	5	26	gexf
3381	cut	cap	first	Rand.Uni.500.10.26.gexf	500	5000	2	1	[20, 20, 20, 20]	10.9289414616567	9.02388935883297	9.02388935883297	inf	92	0	0	0	0	[10.928941461656708, 9.02388935883297]	Rand	Uni	500	10	26	gexf
3382	cut	cap	first	Rand.Uni.500.10.26.gexf	500	5000	3	2	[20, 20, 20, 20]	10.9289414616567	8.08279183088725	8.08279183088725	inf	68	0	0	0	0	[10.928941461656708, 8.08279183088725]	Rand	Uni	500	10	26	gexf
3383	cut	cap	first	Rand.Uni.500.10.26.gexf	500	5000	5	3	[20, 20, 20, 20]	10.9289414616567	6.55817372187735	6.55817372187735	inf	57	0	0	0	0	[10.928941461656708, 6.55817372187735]	Rand	Uni	500	10	26	gexf
3384	cut	cap	first	Rand.Uni.500.10.26.gexf	500	5000	10	4	[20, 20, 20, 20]	10.9289414616567	3.19470596531617	3.194705965316169	inf	208	0	0	0	0	[10.928941461656708, 3.194705965316169]	Rand	Uni	500	10	26	gexf
3386	cut	cap	first	Rand.Uni.500.25.26.gexf	500	12500	2	1	[37, 37, 37, 37]	20.3424704223772	18.4031693186451	18.40316931864509	inf	49	0	0	0	0	[20.342470422377207, 18.40316931864509]	Rand	Uni	500	25	26	gexf
3387	cut	cap	first	Rand.Uni.500.25.26.gexf	500	12500	3	2	[37, 37, 37, 37]	20.3424704223772	17.4408269756378	17.440826975637805	inf	20	0	0	0	0	[20.342470422377207, 17.440826975637805]	Rand	Uni	500	25	26	gexf
