construction.heuristic	flip.fct	step.fct	network.name	n	m	k	k.index	edge.connectivity	initial.max.flow	best.max.flow	first.interdiction.max.flow	best.search.max.flow	delta.cost.calculations	flips	non.improving.flips	tabu.searches.in.k	tabu.searches.in.G	list.of.max.flows	k.0	k.1	neighbour	p	ex	k.5
228	cut	cap	first	Small.50.10.5.8.gexf	50	500	5	3	[8, 8, 8, 8]	8	3	3.0	inf	2379	0	0	0	0	[8.0, 3.0]	Small	50	10	5	8	gexf
231	cut	cap	first	Small.50.24.2.8.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1017	0	0	0	0	[23.0, 21.0]	Small	50	24	2	8	gexf
232	cut	cap	first	Small.50.24.2.8.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1015	0	0	0	0	[23.0, 20.0]	Small	50	24	2	8	gexf
233	cut	cap	first	Small.50.24.2.8.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1029	0	0	0	0	[23.0, 18.0]	Small	50	24	2	8	gexf
234	cut	cap	first	Small.50.24.2.8.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1029	0	0	0	0	[23.0, 13.0]	Small	50	24	2	8	gexf
236	cut	cap	first	Small.50.24.5.8.gexf	50	1200	2	1	[22, 22, 22, 22]	22	20	20.0	inf	1027	0	0	0	0	[22.0, 20.0]	Small	50	24	5	8	gexf
237	cut	cap	first	Small.50.24.5.8.gexf	50	1200	3	2	[22, 22, 22, 22]	22	19	19.0	inf	1028	0	0	0	0	[22.0, 19.0]	Small	50	24	5	8	gexf
238	cut	cap	first	Small.50.24.5.8.gexf	50	1200	5	3	[22, 22, 22, 22]	22	17	17.0	inf	1034	0	0	0	0	[22.0, 17.0]	Small	50	24	5	8	gexf
239	cut	cap	first	Small.50.24.5.8.gexf	50	1200	10	4	[22, 22, 22, 22]	22	12	12.0	inf	1043	0	0	0	0	[22.0, 12.0]	Small	50	24	5	8	gexf
241	cut	cap	first	Small.50.6.2.9.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3644	0	0	0	0	[5.0, 3.0]	Small	50	6	2	9	gexf
242	cut	cap	first	Small.50.6.2.9.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3653	0	0	0	0	[5.0, 2.0]	Small	50	6	2	9	gexf
246	cut	cap	first	Small.50.6.5.9.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3607	0	0	0	0	[6.0, 4.0]	Small	50	6	5	9	gexf
247	cut	cap	first	Small.50.6.5.9.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3614	0	0	0	0	[6.0, 3.0]	Small	50	6	5	9	gexf
248	cut	cap	first	Small.50.6.5.9.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3707	0	0	0	0	[6.0, 1.0]	Small	50	6	5	9	gexf
251	cut	cap	first	Small.50.10.2.9.gexf	50	500	2	1	[8, 8, 8, 8]	8	6	6.0	inf	2373	0	0	0	0	[8.0, 6.0]	Small	50	10	2	9	gexf
252	cut	cap	first	Small.50.10.2.9.gexf	50	500	3	2	[8, 8, 8, 8]	8	5	5.0	inf	2363	0	0	0	0	[8.0, 5.0]	Small	50	10	2	9	gexf
253	cut	cap	first	Small.50.10.2.9.gexf	50	500	5	3	[8, 8, 8, 8]	8	3	3.0	inf	2405	0	0	0	0	[8.0, 3.0]	Small	50	10	2	9	gexf
256	cut	cap	first	Small.50.10.5.9.gexf	50	500	2	1	[11, 11, 11, 11]	11	9	9.0	inf	2307	0	0	0	0	[11.0, 9.0]	Small	50	10	5	9	gexf
257	cut	cap	first	Small.50.10.5.9.gexf	50	500	3	2	[11, 11, 11, 11]	11	8	8.0	inf	2314	0	0	0	0	[11.0, 8.0]	Small	50	10	5	9	gexf
258	cut	cap	first	Small.50.10.5.9.gexf	50	500	5	3	[11, 11, 11, 11]	11	6	6.0	inf	2332	0	0	0	0	[11.0, 6.0]	Small	50	10	5	9	gexf
259	cut	cap	first	Small.50.10.5.9.gexf	50	500	10	4	[11, 11, 11, 11]	11	1	1.0	inf	2421	0	0	0	0	[11.0, 1.0]	Small	50	10	5	9	gexf
261	cut	cap	first	Small.50.24.2.9.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1034	0	0	0	0	[23.0, 21.0]	Small	50	24	2	9	gexf
262	cut	cap	first	Small.50.24.2.9.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1032	0	0	0	0	[23.0, 20.0]	Small	50	24	2	9	gexf
263	cut	cap	first	Small.50.24.2.9.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1033	0	0	0	0	[23.0, 18.0]	Small	50	24	2	9	gexf
264	cut	cap	first	Small.50.24.2.9.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1040	0	0	0	0	[23.0, 13.0]	Small	50	24	2	9	gexf
266	cut	cap	first	Small.50.24.5.9.gexf	50	1200	2	1	[25, 25, 25, 25]	25	23	23.0	inf	1035	0	0	0	0	[25.0, 23.0]	Small	50	24	5	9	gexf
267	cut	cap	first	Small.50.24.5.9.gexf	50	1200	3	2	[25, 25, 25, 25]	25	22	22.0	inf	1030	0	0	0	0	[25.0, 22.0]	Small	50	24	5	9	gexf
268	cut	cap	first	Small.50.24.5.9.gexf	50	1200	5	3	[25, 25, 25, 25]	25	20	20.0	inf	1034	0	0	0	0	[25.0, 20.0]	Small	50	24	5	9	gexf
269	cut	cap	first	Small.50.24.5.9.gexf	50	1200	10	4	[25, 25, 25, 25]	25	15	15.0	inf	1039	0	0	0	0	[25.0, 15.0]	Small	50	24	5	9	gexf
271	cut	cap	first	Small.50.6.2.10.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3713	0	0	0	0	[5.0, 3.0]	Small	50	6	2	10	gexf
272	cut	cap	first	Small.50.6.2.10.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3748	0	0	0	0	[5.0, 2.0]	Small	50	6	2	10	gexf
276	cut	cap	first	Small.50.6.5.10.gexf	50	300	2	1	[8, 8, 8, 8]	8	6	6.0	inf	3595	0	0	0	0	[8.0, 6.0]	Small	50	6	5	10	gexf
277	cut	cap	first	Small.50.6.5.10.gexf	50	300	3	2	[8, 8, 8, 8]	8	5	5.0	inf	3608	0	0	0	0	[8.0, 5.0]	Small	50	6	5	10	gexf
278	cut	cap	first	Small.50.6.5.10.gexf	50	300	5	3	[8, 8, 8, 8]	8	3	3.0	inf	3670	0	0	0	0	[8.0, 3.0]	Small	50	6	5	10	gexf
281	cut	cap	first	Small.50.10.2.10.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2305	0	0	0	0	[10.0, 8.0]	Small	50	10	2	10	gexf
282	cut	cap	first	Small.50.10.2.10.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2283	0	0	0	0	[10.0, 7.0]	Small	50	10	2	10	gexf
283	cut	cap	first	Small.50.10.2.10.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2324	0	0	0	0	[10.0, 5.0]	Small	50	10	2	10	gexf
286	cut	cap	first	Small.50.10.5.10.gexf	50	500	2	1	[7, 7, 7, 7]	7	5	5.0	inf	2340	0	0	0	0	[7.0, 5.0]	Small	50	10	5	10	gexf
287	cut	cap	first	Small.50.10.5.10.gexf	50	500	3	2	[7, 7, 7, 7]	7	4	4.0	inf	2359	0	0	0	0	[7.0, 4.0]	Small	50	10	5	10	gexf
288	cut	cap	first	Small.50.10.5.10.gexf	50	500	5	3	[7, 7, 7, 7]	7	2	2.0	inf	2392	0	0	0	0	[7.0, 2.0]	Small	50	10	5	10	gexf
291	cut	cap	first	Small.50.24.2.10.gexf	50	1200	2	1	[21, 21, 21, 21]	21	19	19.0	inf	1029	0	0	0	0	[21.0, 19.0]	Small	50	24	2	10	gexf
292	cut	cap	first	Small.50.24.2.10.gexf	50	1200	3	2	[21, 21, 21, 21]	21	18	18.0	inf	1038	0	0	0	0	[21.0, 18.0]	Small	50	24	2	10	gexf
293	cut	cap	first	Small.50.24.2.10.gexf	50	1200	5	3	[21, 21, 21, 21]	21	16	16.0	inf	1036	0	0	0	0	[21.0, 16.0]	Small	50	24	2	10	gexf
294	cut	cap	first	Small.50.24.2.10.gexf	50	1200	10	4	[21, 21, 21, 21]	21	11	11.0	inf	1050	0	0	0	0	[21.0, 11.0]	Small	50	24	2	10	gexf
296	cut	cap	first	Small.50.24.5.10.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1031	0	0	0	0	[23.0, 21.0]	Small	50	24	5	10	gexf
297	cut	cap	first	Small.50.24.5.10.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1025	0	0	0	0	[23.0, 20.0]	Small	50	24	5	10	gexf
298	cut	cap	first	Small.50.24.5.10.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1027	0	0	0	0	[23.0, 18.0]	Small	50	24	5	10	gexf
299	cut	cap	first	Small.50.24.5.10.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1047	0	0	0	0	[23.0, 13.0]	Small	50	24	5	10	gexf
301	cut	cap	first	Small.50.6.2.11.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3639	0	0	0	0	[5.0, 3.0]	Small	50	6	2	11	gexf
302	cut	cap	first	Small.50.6.2.11.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3652	0	0	0	0	[5.0, 2.0]	Small	50	6	2	11	gexf
306	cut	cap	first	Small.50.6.5.11.gexf	50	300	2	1	[4, 4, 4, 4]	4	2	2.0	inf	3670	0	0	0	0	[4.0, 2.0]	Small	50	6	5	11	gexf
307	cut	cap	first	Small.50.6.5.11.gexf	50	300	3	2	[4, 4, 4, 4]	4	1	1.0	inf	3678	0	0	0	0	[4.0, 1.0]	Small	50	6	5	11	gexf
311	cut	cap	first	Small.50.10.2.11.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2325	0	0	0	0	[10.0, 8.0]	Small	50	10	2	11	gexf
312	cut	cap	first	Small.50.10.2.11.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2324	0	0	0	0	[10.0, 7.0]	Small	50	10	2	11	gexf
313	cut	cap	first	Small.50.10.2.11.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2337	0	0	0	0	[10.0, 5.0]	Small	50	10	2	11	gexf
316	cut	cap	first	Small.50.10.5.11.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2313	0	0	0	0	[10.0, 8.0]	Small	50	10	5	11	gexf
317	cut	cap	first	Small.50.10.5.11.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2310	0	0	0	0	[10.0, 7.0]	Small	50	10	5	11	gexf
318	cut	cap	first	Small.50.10.5.11.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2336	0	0	0	0	[10.0, 5.0]	Small	50	10	5	11	gexf
321	cut	cap	first	Small.50.24.2.11.gexf	50	1200	2	1	[22, 22, 22, 22]	22	20	20.0	inf	1032	0	0	0	0	[22.0, 20.0]	Small	50	24	2	11	gexf
322	cut	cap	first	Small.50.24.2.11.gexf	50	1200	3	2	[22, 22, 22, 22]	22	19	19.0	inf	1038	0	0	0	0	[22.0, 19.0]	Small	50	24	2	11	gexf
323	cut	cap	first	Small.50.24.2.11.gexf	50	1200	5	3	[22, 22, 22, 22]	22	17	17.0	inf	1035	0	0	0	0	[22.0, 17.0]	Small	50	24	2	11	gexf
324	cut	cap	first	Small.50.24.2.11.gexf	50	1200	10	4	[22, 22, 22, 22]	22	12	12.0	inf	1046	0	0	0	0	[22.0, 12.0]	Small	50	24	2	11	gexf
326	cut	cap	first	Small.50.24.5.11.gexf	50	1200	2	1	[22, 22, 22, 22]	22	20	20.0	inf	1009	0	0	0	0	[22.0, 20.0]	Small	50	24	5	11	gexf
327	cut	cap	first	Small.50.24.5.11.gexf	50	1200	3	2	[22, 22, 22, 22]	22	19	19.0	inf	1018	0	0	0	0	[22.0, 19.0]	Small	50	24	5	11	gexf
328	cut	cap	first	Small.50.24.5.11.gexf	50	1200	5	3	[22, 22, 22, 22]	22	17	17.0	inf	1020	0	0	0	0	[22.0, 17.0]	Small	50	24	5	11	gexf
329	cut	cap	first	Small.50.24.5.11.gexf	50	1200	10	4	[22, 22, 22, 22]	22	12	12.0	inf	1017	0	0	0	0	[22.0, 12.0]	Small	50	24	5	11	gexf
331	cut	cap	first	Small.50.6.2.12.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3673	0	0	0	0	[5.0, 3.0]	Small	50	6	2	12	gexf
332	cut	cap	first	Small.50.6.2.12.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3732	0	0	0	0	[5.0, 2.0]	Small	50	6	2	12	gexf
336	cut	cap	first	Small.50.6.5.12.gexf	50	300	2	1	[4, 4, 4, 4]	4	2	2.0	inf	3699	0	0	0	0	[4.0, 2.0]	Small	50	6	5	12	gexf
337	cut	cap	first	Small.50.6.5.12.gexf	50	300	3	2	[4, 4, 4, 4]	4	1	1.0	inf	3747	0	0	0	0	[4.0, 1.0]	Small	50	6	5	12	gexf
341	cut	cap	first	Small.50.10.2.12.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2316	0	0	0	0	[10.0, 8.0]	Small	50	10	2	12	gexf
342	cut	cap	first	Small.50.10.2.12.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2318	0	0	0	0	[10.0, 7.0]	Small	50	10	2	12	gexf
343	cut	cap	first	Small.50.10.2.12.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2350	0	0	0	0	[10.0, 5.0]	Small	50	10	2	12	gexf
346	cut	cap	first	Small.50.10.5.12.gexf	50	500	2	1	[9, 9, 9, 9]	9	7	7.0	inf	2305	0	0	0	0	[9.0, 7.0]	Small	50	10	5	12	gexf
347	cut	cap	first	Small.50.10.5.12.gexf	50	500	3	2	[9, 9, 9, 9]	9	6	6.0	inf	2318	0	0	0	0	[9.0, 6.0]	Small	50	10	5	12	gexf
348	cut	cap	first	Small.50.10.5.12.gexf	50	500	5	3	[9, 9, 9, 9]	9	4	4.0	inf	2343	0	0	0	0	[9.0, 4.0]	Small	50	10	5	12	gexf
351	cut	cap	first	Small.50.24.2.12.gexf	50	1200	2	1	[24, 24, 24, 24]	24	22	22.0	inf	1030	0	0	0	0	[24.0, 22.0]	Small	50	24	2	12	gexf
352	cut	cap	first	Small.50.24.2.12.gexf	50	1200	3	2	[24, 24, 24, 24]	24	21	21.0	inf	1037	0	0	0	0	[24.0, 21.0]	Small	50	24	2	12	gexf
353	cut	cap	first	Small.50.24.2.12.gexf	50	1200	5	3	[24, 24, 24, 24]	24	19	19.0	inf	1050	0	0	0	0	[24.0, 19.0]	Small	50	24	2	12	gexf
354	cut	cap	first	Small.50.24.2.12.gexf	50	1200	10	4	[24, 24, 24, 24]	24	14	14.0	inf	1051	0	0	0	0	[24.0, 14.0]	Small	50	24	2	12	gexf
356	cut	cap	first	Small.50.24.5.12.gexf	50	1200	2	1	[26, 26, 26, 26]	26	24	24.0	inf	1031	0	0	0	0	[26.0, 24.0]	Small	50	24	5	12	gexf
357	cut	cap	first	Small.50.24.5.12.gexf	50	1200	3	2	[26, 26, 26, 26]	26	23	23.0	inf	1035	0	0	0	0	[26.0, 23.0]	Small	50	24	5	12	gexf
358	cut	cap	first	Small.50.24.5.12.gexf	50	1200	5	3	[26, 26, 26, 26]	26	21	21.0	inf	1044	0	0	0	0	[26.0, 21.0]	Small	50	24	5	12	gexf
359	cut	cap	first	Small.50.24.5.12.gexf	50	1200	10	4	[26, 26, 26, 26]	26	16	16.0	inf	1052	0	0	0	0	[26.0, 16.0]	Small	50	24	5	12	gexf
361	cut	cap	first	Small.50.6.2.13.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3631	0	0	0	0	[6.0, 4.0]	Small	50	6	2	13	gexf
362	cut	cap	first	Small.50.6.2.13.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3644	0	0	0	0	[6.0, 3.0]	Small	50	6	2	13	gexf
363	cut	cap	first	Small.50.6.2.13.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3726	0	0	0	0	[6.0, 1.0]	Small	50	6	2	13	gexf
366	cut	cap	first	Small.50.6.5.13.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3602	0	0	0	0	[5.0, 3.0]	Small	50	6	5	13	gexf
367	cut	cap	first	Small.50.6.5.13.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3654	0	0	0	0	[5.0, 2.0]	Small	50	6	5	13	gexf
371	cut	cap	first	Small.50.10.2.13.gexf	50	500	2	1	[8, 8, 8, 8]	8	6	6.0	inf	2344	0	0	0	0	[8.0, 6.0]	Small	50	10	2	13	gexf
372	cut	cap	first	Small.50.10.2.13.gexf	50	500	3	2	[8, 8, 8, 8]	8	5	5.0	inf	2383	0	0	0	0	[8.0, 5.0]	Small	50	10	2	13	gexf
373	cut	cap	first	Small.50.10.2.13.gexf	50	500	5	3	[8, 8, 8, 8]	8	3	3.0	inf	2412	0	0	0	0	[8.0, 3.0]	Small	50	10	2	13	gexf
376	cut	cap	first	Small.50.10.5.13.gexf	50	500	2	1	[10, 10, 10, 10]	10	8	8.0	inf	2366	0	0	0	0	[10.0, 8.0]	Small	50	10	5	13	gexf
377	cut	cap	first	Small.50.10.5.13.gexf	50	500	3	2	[10, 10, 10, 10]	10	7	7.0	inf	2356	0	0	0	0	[10.0, 7.0]	Small	50	10	5	13	gexf
378	cut	cap	first	Small.50.10.5.13.gexf	50	500	5	3	[10, 10, 10, 10]	10	5	5.0	inf	2398	0	0	0	0	[10.0, 5.0]	Small	50	10	5	13	gexf
381	cut	cap	first	Small.50.24.2.13.gexf	50	1200	2	1	[23, 23, 23, 23]	23	21	21.0	inf	1016	0	0	0	0	[23.0, 21.0]	Small	50	24	2	13	gexf
382	cut	cap	first	Small.50.24.2.13.gexf	50	1200	3	2	[23, 23, 23, 23]	23	20	20.0	inf	1018	0	0	0	0	[23.0, 20.0]	Small	50	24	2	13	gexf
383	cut	cap	first	Small.50.24.2.13.gexf	50	1200	5	3	[23, 23, 23, 23]	23	18	18.0	inf	1025	0	0	0	0	[23.0, 18.0]	Small	50	24	2	13	gexf
384	cut	cap	first	Small.50.24.2.13.gexf	50	1200	10	4	[23, 23, 23, 23]	23	13	13.0	inf	1041	0	0	0	0	[23.0, 13.0]	Small	50	24	2	13	gexf
386	cut	cap	first	Small.50.24.5.13.gexf	50	1200	2	1	[21, 21, 21, 21]	21	19	19.0	inf	1027	0	0	0	0	[21.0, 19.0]	Small	50	24	5	13	gexf
387	cut	cap	first	Small.50.24.5.13.gexf	50	1200	3	2	[21, 21, 21, 21]	21	18	18.0	inf	1042	0	0	0	0	[21.0, 18.0]	Small	50	24	5	13	gexf
388	cut	cap	first	Small.50.24.5.13.gexf	50	1200	5	3	[21, 21, 21, 21]	21	16	16.0	inf	1045	0	0	0	0	[21.0, 16.0]	Small	50	24	5	13	gexf
389	cut	cap	first	Small.50.24.5.13.gexf	50	1200	10	4	[21, 21, 21, 21]	21	11	11.0	inf	1047	0	0	0	0	[21.0, 11.0]	Small	50	24	5	13	gexf
391	cut	cap	first	Small.50.6.2.14.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3597	0	0	0	0	[5.0, 3.0]	Small	50	6	2	14	gexf
392	cut	cap	first	Small.50.6.2.14.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3617	0	0	0	0	[5.0, 2.0]	Small	50	6	2	14	gexf
396	cut	cap	first	Small.50.6.5.14.gexf	50	300	2	1	[5, 5, 5, 5]	5	3	3.0	inf	3600	0	0	0	0	[5.0, 3.0]	Small	50	6	5	14	gexf
397	cut	cap	first	Small.50.6.5.14.gexf	50	300	3	2	[5, 5, 5, 5]	5	2	2.0	inf	3635	0	0	0	0	[5.0, 2.0]	Small	50	6	5	14	gexf
401	cut	cap	first	Small.50.10.2.14.gexf	50	500	2	1	[9, 9, 9, 9]	9	7	7.0	inf	2323	0	0	0	0	[9.0, 7.0]	Small	50	10	2	14	gexf
402	cut	cap	first	Small.50.10.2.14.gexf	50	500	3	2	[9, 9, 9, 9]	9	6	6.0	inf	2340	0	0	0	0	[9.0, 6.0]	Small	50	10	2	14	gexf
403	cut	cap	first	Small.50.10.2.14.gexf	50	500	5	3	[9, 9, 9, 9]	9	4	4.0	inf	2361	0	0	0	0	[9.0, 4.0]	Small	50	10	2	14	gexf
406	cut	cap	first	Small.50.10.5.14.gexf	50	500	2	1	[8, 8, 8, 8]	8	6	6.0	inf	2362	0	0	0	0	[8.0, 6.0]	Small	50	10	5	14	gexf
407	cut	cap	first	Small.50.10.5.14.gexf	50	500	3	2	[8, 8, 8, 8]	8	5	5.0	inf	2380	0	0	0	0	[8.0, 5.0]	Small	50	10	5	14	gexf
408	cut	cap	first	Small.50.10.5.14.gexf	50	500	5	3	[8, 8, 8, 8]	8	3	3.0	inf	2412	0	0	0	0	[8.0, 3.0]	Small	50	10	5	14	gexf
411	cut	cap	first	Small.50.24.2.14.gexf	50	1200	2	1	[22, 22, 22, 22]	22	20	20.0	inf	1023	0	0	0	0	[22.0, 20.0]	Small	50	24	2	14	gexf
412	cut	cap	first	Small.50.24.2.14.gexf	50	1200	3	2	[22, 22, 22, 22]	22	19	19.0	inf	1019	0	0	0	0	[22.0, 19.0]	Small	50	24	2	14	gexf
413	cut	cap	first	Small.50.24.2.14.gexf	50	1200	5	3	[22, 22, 22, 22]	22	17	17.0	inf	1027	0	0	0	0	[22.0, 17.0]	Small	50	24	2	14	gexf
414	cut	cap	first	Small.50.24.2.14.gexf	50	1200	10	4	[22, 22, 22, 22]	22	12	12.0	inf	1040	0	0	0	0	[22.0, 12.0]	Small	50	24	2	14	gexf
416	cut	cap	first	Small.50.24.5.14.gexf	50	1200	2	1	[19, 19, 19, 19]	19	17	17.0	inf	1008	0	0	0	0	[19.0, 17.0]	Small	50	24	5	14	gexf
417	cut	cap	first	Small.50.24.5.14.gexf	50	1200	3	2	[19, 19, 19, 19]	19	16	16.0	inf	1013	0	0	0	0	[19.0, 16.0]	Small	50	24	5	14	gexf
418	cut	cap	first	Small.50.24.5.14.gexf	50	1200	5	3	[19, 19, 19, 19]	19	14	14.0	inf	1022	0	0	0	0	[19.0, 14.0]	Small	50	24	5	14	gexf
419	cut	cap	first	Small.50.24.5.14.gexf	50	1200	10	4	[19, 19, 19, 19]	19	9	9.0	inf	1021	0	0	0	0	[19.0, 9.0]	Small	50	24	5	14	gexf
421	cut	cap	first	Small.50.6.2.15.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3572	0	0	0	0	[6.0, 4.0]	Small	50	6	2	15	gexf
422	cut	cap	first	Small.50.6.2.15.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3515	0	0	0	0	[6.0, 3.0]	Small	50	6	2	15	gexf
423	cut	cap	first	Small.50.6.2.15.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3647	0	0	0	0	[6.0, 1.0]	Small	50	6	2	15	gexf
426	cut	cap	first	Small.50.6.5.15.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3535	0	0	0	0	[6.0, 4.0]	Small	50	6	5	15	gexf
427	cut	cap	first	Small.50.6.5.15.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3580	0	0	0	0	[6.0, 3.0]	Small	50	6	5	15	gexf
428	cut	cap	first	Small.50.6.5.15.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3637	0	0	0	0	[6.0, 1.0]	Small	50	6	5	15	gexf
431	cut	cap	first	Small.50.10.2.15.gexf	50	500	2	1	[7, 7, 7, 7]	7	5	5.0	inf	2371	0	0	0	0	[7.0, 5.0]	Small	50	10	2	15	gexf
432	cut	cap	first	Small.50.10.2.15.gexf	50	500	3	2	[7, 7, 7, 7]	7	4	4.0	inf	2383	0	0	0	0	[7.0, 4.0]	Small	50	10	2	15	gexf
433	cut	cap	first	Small.50.10.2.15.gexf	50	500	5	3	[7, 7, 7, 7]	7	2	2.0	inf	2401	0	0	0	0	[7.0, 2.0]	Small	50	10	2	15	gexf
436	cut	cap	first	Small.50.10.5.15.gexf	50	500	2	1	[9, 9, 9, 9]	9	7	7.0	inf	2273	0	0	0	0	[9.0, 7.0]	Small	50	10	5	15	gexf
437	cut	cap	first	Small.50.10.5.15.gexf	50	500	3	2	[9, 9, 9, 9]	9	6	6.0	inf	2265	0	0	0	0	[9.0, 6.0]	Small	50	10	5	15	gexf
438	cut	cap	first	Small.50.10.5.15.gexf	50	500	5	3	[9, 9, 9, 9]	9	4	4.0	inf	2324	0	0	0	0	[9.0, 4.0]	Small	50	10	5	15	gexf
441	cut	cap	first	Small.50.24.2.15.gexf	50	1200	2	1	[24, 24, 24, 24]	24	22	22.0	inf	1043	0	0	0	0	[24.0, 22.0]	Small	50	24	2	15	gexf
442	cut	cap	first	Small.50.24.2.15.gexf	50	1200	3	2	[24, 24, 24, 24]	24	21	21.0	inf	1045	0	0	0	0	[24.0, 21.0]	Small	50	24	2	15	gexf
443	cut	cap	first	Small.50.24.2.15.gexf	50	1200	5	3	[24, 24, 24, 24]	24	19	19.0	inf	1048	0	0	0	0	[24.0, 19.0]	Small	50	24	2	15	gexf
444	cut	cap	first	Small.50.24.2.15.gexf	50	1200	10	4	[24, 24, 24, 24]	24	14	14.0	inf	1066	0	0	0	0	[24.0, 14.0]	Small	50	24	2	15	gexf
446	cut	cap	first	Small.50.24.5.15.gexf	50	1200	2	1	[22, 22, 22, 22]	22	20	20.0	inf	1029	0	0	0	0	[22.0, 20.0]	Small	50	24	5	15	gexf
447	cut	cap	first	Small.50.24.5.15.gexf	50	1200	3	2	[22, 22, 22, 22]	22	19	19.0	inf	1037	0	0	0	0	[22.0, 19.0]	Small	50	24	5	15	gexf
448	cut	cap	first	Small.50.24.5.15.gexf	50	1200	5	3	[22, 22, 22, 22]	22	17	17.0	inf	1035	0	0	0	0	[22.0, 17.0]	Small	50	24	5	15	gexf
449	cut	cap	first	Small.50.24.5.15.gexf	50	1200	10	4	[22, 22, 22, 22]	22	12	12.0	inf	1020	0	0	0	0	[22.0, 12.0]	Small	50	24	5	15	gexf
451	cut	cap	first	Small.50.6.2.16.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3571	0	0	0	0	[6.0, 4.0]	Small	50	6	2	16	gexf
452	cut	cap	first	Small.50.6.2.16.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3608	0	0	0	0	[6.0, 3.0]	Small	50	6	2	16	gexf
453	cut	cap	first	Small.50.6.2.16.gexf	50	300	5	3	[6, 6, 6, 6]	6	1	1.0	inf	3727	0	0	0	0	[6.0, 1.0]	Small	50	6	2	16	gexf
456	cut	cap	first	Small.50.6.5.16.gexf	50	300	2	1	[6, 6, 6, 6]	6	4	4.0	inf	3628	0	0	0	0	[6.0, 4.0]	Small	50	6	5	16	gexf
457	cut	cap	first	Small.50.6.5.16.gexf	50	300	3	2	[6, 6, 6, 6]	6	3	3.0	inf	3589	0	0	0	0	[6.0, 3.0]	Small	50	6	5	16	gexf
