path	k	max.multirute.flow	iterations	k.0	n	neighbour	p	ex	k.5	small_1	constant1	small_2	constant2	best.constant	best.alg
2986	Small.1000.10.5.25.gexf	2	9	1	Small	1000	10	5	25	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
2987	Small.1000.10.5.25.gexf	3	9	1	Small	1000	10	5	25	gexf	6	1.5	6	1.5	1.5	NA
2988	Small.1000.10.5.25.gexf	5	9	1	Small	1000	10	5	25	gexf	4	2.25	4	2.25	2.25	NA
2991	Small.1000.24.2.25.gexf	2	23	1	Small	1000	24	2	25	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
2992	Small.1000.24.2.25.gexf	3	23	1	Small	1000	24	2	25	gexf	20	1.15	20	1.15	1.15	NA
2993	Small.1000.24.2.25.gexf	5	23	1	Small	1000	24	2	25	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
2994	Small.1000.24.2.25.gexf	10	23	1	Small	1000	24	2	25	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
2996	Small.1000.24.5.25.gexf	2	23	1	Small	1000	24	5	25	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
2997	Small.1000.24.5.25.gexf	3	23	1	Small	1000	24	5	25	gexf	20	1.15	20	1.15	1.15	NA
2998	Small.1000.24.5.25.gexf	5	23	1	Small	1000	24	5	25	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
2999	Small.1000.24.5.25.gexf	10	23	1	Small	1000	24	5	25	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
3001	Small.50.6.2.26.gexf	2	5	1	Small	50	6	2	26	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
3002	Small.50.6.2.26.gexf	3	5	1	Small	50	6	2	26	gexf	2	2.5	0	NA	2.5	NA
3006	Small.50.6.5.26.gexf	2	4	1	Small	50	6	5	26	gexf	2	2	2	2	2	NA
3007	Small.50.6.5.26.gexf	3	4	1	Small	50	6	5	26	gexf	1	4	1	4	4	NA
3011	Small.50.10.2.26.gexf	2	9	1	Small	50	10	2	26	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
3012	Small.50.10.2.26.gexf	3	9	1	Small	50	10	2	26	gexf	6	1.5	6	1.5	1.5	NA
3013	Small.50.10.2.26.gexf	5	9	1	Small	50	10	2	26	gexf	4	2.25	4	2.25	2.25	NA
3016	Small.50.10.5.26.gexf	2	11	1	Small	50	10	5	26	gexf	9	1.22222222222222	9	1.22222222222222	1.22222222222222	NA
3017	Small.50.10.5.26.gexf	3	11	1	Small	50	10	5	26	gexf	8	1.375	8	1.375	1.375	NA
3018	Small.50.10.5.26.gexf	5	11	1	Small	50	10	5	26	gexf	6	1.83333333333333	6	1.83333333333333	1.83333333333333	NA
3019	Small.50.10.5.26.gexf	10	11	1	Small	50	10	5	26	gexf	1	11	1	11	11	NA
3021	Small.50.24.2.26.gexf	2	22	1	Small	50	24	2	26	gexf	20	1.1	20	1.1	1.1	NA
3022	Small.50.24.2.26.gexf	3	22	1	Small	50	24	2	26	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
3023	Small.50.24.2.26.gexf	5	22	1	Small	50	24	2	26	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
3024	Small.50.24.2.26.gexf	10	22	1	Small	50	24	2	26	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
3026	Small.50.24.5.26.gexf	2	20	1	Small	50	24	5	26	gexf	18	1.11111111111111	18	1.11111111111111	1.11111111111111	NA
3027	Small.50.24.5.26.gexf	3	20	1	Small	50	24	5	26	gexf	17	1.17647058823529	17	1.17647058823529	1.17647058823529	NA
3028	Small.50.24.5.26.gexf	5	20	1	Small	50	24	5	26	gexf	15	1.33333333333333	15	1.33333333333333	1.33333333333333	NA
3029	Small.50.24.5.26.gexf	10	20	1	Small	50	24	5	26	gexf	10	2	10	2	2	NA
3031	Small.100.6.2.26.gexf	2	7	1	Small	100	6	2	26	gexf	5	1.4	5	1.4	1.4	NA
3032	Small.100.6.2.26.gexf	3	7	1	Small	100	6	2	26	gexf	4	1.75	4	1.75	1.75	NA
3033	Small.100.6.2.26.gexf	5	7	1	Small	100	6	2	26	gexf	2	3.5	2	3.5	3.5	NA
3036	Small.100.6.5.26.gexf	2	5	1	Small	100	6	5	26	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
3037	Small.100.6.5.26.gexf	3	5	1	Small	100	6	5	26	gexf	2	2.5	2	2.5	2.5	NA
3041	Small.100.10.2.26.gexf	2	11	1	Small	100	10	2	26	gexf	9	1.22222222222222	9	1.22222222222222	1.22222222222222	NA
3042	Small.100.10.2.26.gexf	3	11	1	Small	100	10	2	26	gexf	8	1.375	8	1.375	1.375	NA
3043	Small.100.10.2.26.gexf	5	11	1	Small	100	10	2	26	gexf	6	1.83333333333333	6	1.83333333333333	1.83333333333333	NA
3044	Small.100.10.2.26.gexf	10	11	1	Small	100	10	2	26	gexf	1	11	1	11	11	NA
3046	Small.100.10.5.26.gexf	2	8	1	Small	100	10	5	26	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
3047	Small.100.10.5.26.gexf	3	8	1	Small	100	10	5	26	gexf	5	1.6	5	1.6	1.6	NA
3048	Small.100.10.5.26.gexf	5	8	1	Small	100	10	5	26	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
3051	Small.100.24.2.26.gexf	2	24	1	Small	100	24	2	26	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
3052	Small.100.24.2.26.gexf	3	24	1	Small	100	24	2	26	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
3053	Small.100.24.2.26.gexf	5	24	1	Small	100	24	2	26	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
3054	Small.100.24.2.26.gexf	10	24	1	Small	100	24	2	26	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
3056	Small.100.24.5.26.gexf	2	22	1	Small	100	24	5	26	gexf	20	1.1	20	1.1	1.1	NA
3057	Small.100.24.5.26.gexf	3	22	1	Small	100	24	5	26	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
3058	Small.100.24.5.26.gexf	5	22	1	Small	100	24	5	26	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
3059	Small.100.24.5.26.gexf	10	22	1	Small	100	24	5	26	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
3061	Small.500.6.2.26.gexf	2	5	1	Small	500	6	2	26	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
3062	Small.500.6.2.26.gexf	3	5	1	Small	500	6	2	26	gexf	2	2.5	2	2.5	2.5	NA
3066	Small.500.6.5.26.gexf	2	4	1	Small	500	6	5	26	gexf	2	2	2	2	2	NA
3067	Small.500.6.5.26.gexf	3	4	1	Small	500	6	5	26	gexf	1	4	1	4	4	NA
3071	Small.500.10.2.26.gexf	2	8	1	Small	500	10	2	26	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
3072	Small.500.10.2.26.gexf	3	8	1	Small	500	10	2	26	gexf	5	1.6	5	1.6	1.6	NA
3073	Small.500.10.2.26.gexf	5	8	1	Small	500	10	2	26	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
3076	Small.500.10.5.26.gexf	2	6	1	Small	500	10	5	26	gexf	4	1.5	4	1.5	1.5	NA
3077	Small.500.10.5.26.gexf	3	6	1	Small	500	10	5	26	gexf	3	2	3	2	2	NA
3078	Small.500.10.5.26.gexf	5	6	1	Small	500	10	5	26	gexf	1	6	1	6	6	NA
3081	Small.500.24.2.26.gexf	2	24	1	Small	500	24	2	26	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
3082	Small.500.24.2.26.gexf	3	24	1	Small	500	24	2	26	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
3083	Small.500.24.2.26.gexf	5	24	1	Small	500	24	2	26	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
3084	Small.500.24.2.26.gexf	10	24	1	Small	500	24	2	26	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
3086	Small.500.24.5.26.gexf	2	27	1	Small	500	24	5	26	gexf	25	1.08	25	1.08	1.08	NA
3087	Small.500.24.5.26.gexf	3	27	1	Small	500	24	5	26	gexf	24	1.125	24	1.125	1.125	NA
3088	Small.500.24.5.26.gexf	5	27	1	Small	500	24	5	26	gexf	22	1.22727272727273	22	1.22727272727273	1.22727272727273	NA
3089	Small.500.24.5.26.gexf	10	27	1	Small	500	24	5	26	gexf	17	1.58823529411765	17	1.58823529411765	1.58823529411765	NA
3091	Small.1000.6.2.26.gexf	2	5	1	Small	1000	6	2	26	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
3092	Small.1000.6.2.26.gexf	3	5	1	Small	1000	6	2	26	gexf	2	2.5	2	2.5	2.5	NA
3096	Small.1000.6.5.26.gexf	2	3	1	Small	1000	6	5	26	gexf	1	3	1	3	3	NA
3101	Small.1000.10.2.26.gexf	2	9	1	Small	1000	10	2	26	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
3102	Small.1000.10.2.26.gexf	3	9	1	Small	1000	10	2	26	gexf	6	1.5	6	1.5	1.5	NA
3103	Small.1000.10.2.26.gexf	5	9	1	Small	1000	10	2	26	gexf	4	2.25	4	2.25	2.25	NA
3106	Small.1000.10.5.26.gexf	2	8	1	Small	1000	10	5	26	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
3107	Small.1000.10.5.26.gexf	3	8	1	Small	1000	10	5	26	gexf	5	1.6	5	1.6	1.6	NA
3108	Small.1000.10.5.26.gexf	5	8	1	Small	1000	10	5	26	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
3111	Small.1000.24.2.26.gexf	2	24	1	Small	1000	24	2	26	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
3112	Small.1000.24.2.26.gexf	3	24	1	Small	1000	24	2	26	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
3113	Small.1000.24.2.26.gexf	5	24	1	Small	1000	24	2	26	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
3114	Small.1000.24.2.26.gexf	10	24	1	Small	1000	24	2	26	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
3116	Small.1000.24.5.26.gexf	2	26	1	Small	1000	24	5	26	gexf	24	1.08333333333333	24	1.08333333333333	1.08333333333333	NA
3117	Small.1000.24.5.26.gexf	3	26	1	Small	1000	24	5	26	gexf	23	1.1304347826087	23	1.1304347826087	1.1304347826087	NA
3118	Small.1000.24.5.26.gexf	5	26	1	Small	1000	24	5	26	gexf	21	1.23809523809524	21	1.23809523809524	1.23809523809524	NA
3119	Small.1000.24.5.26.gexf	10	26	1	Small	1000	24	5	26	gexf	16	1.625	16	1.625	1.625	NA
3121	Small.50.6.2.27.gexf	2	6	1	Small	50	6	2	27	gexf	4	1.5	4	1.5	1.5	NA
3122	Small.50.6.2.27.gexf	3	6	1	Small	50	6	2	27	gexf	3	2	3	2	2	NA
3123	Small.50.6.2.27.gexf	5	6	1	Small	50	6	2	27	gexf	1	6	1	6	6	NA
3126	Small.50.6.5.27.gexf	2	6	1	Small	50	6	5	27	gexf	4	1.5	4	1.5	1.5	NA
3127	Small.50.6.5.27.gexf	3	6	1	Small	50	6	5	27	gexf	3	2	3	2	2	NA
3128	Small.50.6.5.27.gexf	5	6	1	Small	50	6	5	27	gexf	1	6	1	6	6	NA
3131	Small.50.10.2.27.gexf	2	8	1	Small	50	10	2	27	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
3132	Small.50.10.2.27.gexf	3	8	1	Small	50	10	2	27	gexf	5	1.6	5	1.6	1.6	NA
3133	Small.50.10.2.27.gexf	5	8	1	Small	50	10	2	27	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
3136	Small.50.10.5.27.gexf	2	8	1	Small	50	10	5	27	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
3137	Small.50.10.5.27.gexf	3	8	1	Small	50	10	5	27	gexf	5	1.6	5	1.6	1.6	NA
3138	Small.50.10.5.27.gexf	5	8	1	Small	50	10	5	27	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
3141	Small.50.24.2.27.gexf	2	26	1	Small	50	24	2	27	gexf	24	1.08333333333333	24	1.08333333333333	1.08333333333333	NA
3142	Small.50.24.2.27.gexf	3	26	1	Small	50	24	2	27	gexf	23	1.1304347826087	23	1.1304347826087	1.1304347826087	NA
3143	Small.50.24.2.27.gexf	5	26	1	Small	50	24	2	27	gexf	21	1.23809523809524	21	1.23809523809524	1.23809523809524	NA
3144	Small.50.24.2.27.gexf	10	26	1	Small	50	24	2	27	gexf	16	1.625	16	1.625	1.625	NA
3146	Small.50.24.5.27.gexf	2	24	1	Small	50	24	5	27	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
3147	Small.50.24.5.27.gexf	3	24	1	Small	50	24	5	27	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
3148	Small.50.24.5.27.gexf	5	24	1	Small	50	24	5	27	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
3149	Small.50.24.5.27.gexf	10	24	1	Small	50	24	5	27	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
3151	Small.100.6.2.27.gexf	2	5	1	Small	100	6	2	27	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
3152	Small.100.6.2.27.gexf	3	5	1	Small	100	6	2	27	gexf	2	2.5	2	2.5	2.5	NA
3156	Small.100.6.5.27.gexf	2	6	1	Small	100	6	5	27	gexf	4	1.5	4	1.5	1.5	NA
3157	Small.100.6.5.27.gexf	3	6	1	Small	100	6	5	27	gexf	3	2	3	2	2	NA
3158	Small.100.6.5.27.gexf	5	6	1	Small	100	6	5	27	gexf	1	6	1	6	6	NA
3161	Small.100.10.2.27.gexf	2	9	1	Small	100	10	2	27	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
3162	Small.100.10.2.27.gexf	3	9	1	Small	100	10	2	27	gexf	6	1.5	6	1.5	1.5	NA
3163	Small.100.10.2.27.gexf	5	9	1	Small	100	10	2	27	gexf	4	2.25	4	2.25	2.25	NA
3166	Small.100.10.5.27.gexf	2	8	1	Small	100	10	5	27	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
3167	Small.100.10.5.27.gexf	3	8	1	Small	100	10	5	27	gexf	5	1.6	5	1.6	1.6	NA
3168	Small.100.10.5.27.gexf	5	8	1	Small	100	10	5	27	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
3171	Small.100.24.2.27.gexf	2	24	1	Small	100	24	2	27	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
3172	Small.100.24.2.27.gexf	3	24	1	Small	100	24	2	27	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
3173	Small.100.24.2.27.gexf	5	24	1	Small	100	24	2	27	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
3174	Small.100.24.2.27.gexf	10	24	1	Small	100	24	2	27	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
3176	Small.100.24.5.27.gexf	2	25	1	Small	100	24	5	27	gexf	23	1.08695652173913	23	1.08695652173913	1.08695652173913	NA
3177	Small.100.24.5.27.gexf	3	25	1	Small	100	24	5	27	gexf	22	1.13636363636364	22	1.13636363636364	1.13636363636364	NA
3178	Small.100.24.5.27.gexf	5	25	1	Small	100	24	5	27	gexf	20	1.25	20	1.25	1.25	NA
3179	Small.100.24.5.27.gexf	10	25	2	Small	100	24	5	27	gexf	15	1.66666666666667	15	1.66666666666667	1.66666666666667	NA
3181	Small.500.6.2.27.gexf	2	5	1	Small	500	6	2	27	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
3182	Small.500.6.2.27.gexf	3	5	1	Small	500	6	2	27	gexf	2	2.5	2	2.5	2.5	NA
3186	Small.500.6.5.27.gexf	2	5	1	Small	500	6	5	27	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
3187	Small.500.6.5.27.gexf	3	5	1	Small	500	6	5	27	gexf	2	2.5	2	2.5	2.5	NA
3191	Small.500.10.2.27.gexf	2	8	1	Small	500	10	2	27	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
3192	Small.500.10.2.27.gexf	3	8	1	Small	500	10	2	27	gexf	5	1.6	5	1.6	1.6	NA
3193	Small.500.10.2.27.gexf	5	8	1	Small	500	10	2	27	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
3196	Small.500.10.5.27.gexf	2	6	1	Small	500	10	5	27	gexf	4	1.5	4	1.5	1.5	NA
3197	Small.500.10.5.27.gexf	3	6	1	Small	500	10	5	27	gexf	3	2	3	2	2	NA
3198	Small.500.10.5.27.gexf	5	6	1	Small	500	10	5	27	gexf	1	6	1	6	6	NA
3201	Small.500.24.2.27.gexf	2	22	1	Small	500	24	2	27	gexf	20	1.1	20	1.1	1.1	NA
3202	Small.500.24.2.27.gexf	3	22	1	Small	500	24	2	27	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
3203	Small.500.24.2.27.gexf	5	22	1	Small	500	24	2	27	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
3204	Small.500.24.2.27.gexf	10	22	1	Small	500	24	2	27	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
3206	Small.500.24.5.27.gexf	2	19	1	Small	500	24	5	27	gexf	17	1.11764705882353	17	1.11764705882353	1.11764705882353	NA
3207	Small.500.24.5.27.gexf	3	19	1	Small	500	24	5	27	gexf	16	1.1875	16	1.1875	1.1875	NA
3208	Small.500.24.5.27.gexf	5	19	1	Small	500	24	5	27	gexf	14	1.35714285714286	14	1.35714285714286	1.35714285714286	NA
3209	Small.500.24.5.27.gexf	10	19	1	Small	500	24	5	27	gexf	9	2.11111111111111	9	2.11111111111111	2.11111111111111	NA
3211	Small.1000.6.2.27.gexf	2	5	1	Small	1000	6	2	27	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
3212	Small.1000.6.2.27.gexf	3	5	1	Small	1000	6	2	27	gexf	2	2.5	2	2.5	2.5	NA
3216	Small.1000.6.5.27.gexf	2	4	1	Small	1000	6	5	27	gexf	2	2	2	2	2	NA
3217	Small.1000.6.5.27.gexf	3	4	1	Small	1000	6	5	27	gexf	1	4	1	4	4	NA
3221	Small.1000.10.2.27.gexf	2	10	1	Small	1000	10	2	27	gexf	8	1.25	8	1.25	1.25	NA
3222	Small.1000.10.2.27.gexf	3	10	1	Small	1000	10	2	27	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
3223	Small.1000.10.2.27.gexf	5	10	1	Small	1000	10	2	27	gexf	5	2	5	2	2	NA
3226	Small.1000.10.5.27.gexf	2	10	1	Small	1000	10	5	27	gexf	8	1.25	8	1.25	1.25	NA
3227	Small.1000.10.5.27.gexf	3	10	1	Small	1000	10	5	27	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
3228	Small.1000.10.5.27.gexf	5	10	1	Small	1000	10	5	27	gexf	5	2	5	2	2	NA
3231	Small.1000.24.2.27.gexf	2	23	1	Small	1000	24	2	27	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
3232	Small.1000.24.2.27.gexf	3	23	1	Small	1000	24	2	27	gexf	20	1.15	20	1.15	1.15	NA
3233	Small.1000.24.2.27.gexf	5	23	1	Small	1000	24	2	27	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
3234	Small.1000.24.2.27.gexf	10	23	1	Small	1000	24	2	27	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
3236	Small.1000.24.5.27.gexf	2	24	1	Small	1000	24	5	27	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
3237	Small.1000.24.5.27.gexf	3	24	1	Small	1000	24	5	27	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
3238	Small.1000.24.5.27.gexf	5	24	1	Small	1000	24	5	27	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
3239	Small.1000.24.5.27.gexf	10	24	1	Small	1000	24	5	27	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
3241	Small.50.6.2.28.gexf	2	7	1	Small	50	6	2	28	gexf	5	1.4	5	1.4	1.4	NA
3242	Small.50.6.2.28.gexf	3	7	1	Small	50	6	2	28	gexf	4	1.75	4	1.75	1.75	NA
3243	Small.50.6.2.28.gexf	5	7	1	Small	50	6	2	28	gexf	2	3.5	2	3.5	3.5	NA
3246	Small.50.6.5.28.gexf	2	5	1	Small	50	6	5	28	gexf	3	1.66666666666667	3	1.66666666666667	1.66666666666667	NA
3247	Small.50.6.5.28.gexf	3	5	1	Small	50	6	5	28	gexf	2	2.5	2	2.5	2.5	NA
3251	Small.50.10.2.28.gexf	2	9	1	Small	50	10	2	28	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
3252	Small.50.10.2.28.gexf	3	9	1	Small	50	10	2	28	gexf	6	1.5	6	1.5	1.5	NA
3253	Small.50.10.2.28.gexf	5	9	1	Small	50	10	2	28	gexf	4	2.25	4	2.25	2.25	NA
3256	Small.50.10.5.28.gexf	2	9	1	Small	50	10	5	28	gexf	7	1.28571428571429	7	1.28571428571429	1.28571428571429	NA
3257	Small.50.10.5.28.gexf	3	9	1	Small	50	10	5	28	gexf	6	1.5	6	1.5	1.5	NA
3258	Small.50.10.5.28.gexf	5	9	1	Small	50	10	5	28	gexf	4	2.25	4	2.25	2.25	NA
3261	Small.50.24.2.28.gexf	2	22	1	Small	50	24	2	28	gexf	20	1.1	20	1.1	1.1	NA
3262	Small.50.24.2.28.gexf	3	22	1	Small	50	24	2	28	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
3263	Small.50.24.2.28.gexf	5	22	1	Small	50	24	2	28	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
3264	Small.50.24.2.28.gexf	10	22	1	Small	50	24	2	28	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
3266	Small.50.24.5.28.gexf	2	24	1	Small	50	24	5	28	gexf	22	1.09090909090909	22	1.09090909090909	1.09090909090909	NA
3267	Small.50.24.5.28.gexf	3	24	1	Small	50	24	5	28	gexf	21	1.14285714285714	21	1.14285714285714	1.14285714285714	NA
3268	Small.50.24.5.28.gexf	5	24	1	Small	50	24	5	28	gexf	19	1.26315789473684	19	1.26315789473684	1.26315789473684	NA
3269	Small.50.24.5.28.gexf	10	24	1	Small	50	24	5	28	gexf	14	1.71428571428571	14	1.71428571428571	1.71428571428571	NA
3271	Small.100.6.2.28.gexf	2	6	1	Small	100	6	2	28	gexf	4	1.5	4	1.5	1.5	NA
3272	Small.100.6.2.28.gexf	3	6	1	Small	100	6	2	28	gexf	3	2	3	2	2	NA
3273	Small.100.6.2.28.gexf	5	6	1	Small	100	6	2	28	gexf	1	6	1	6	6	NA
3276	Small.100.6.5.28.gexf	2	8	1	Small	100	6	5	28	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
3277	Small.100.6.5.28.gexf	3	8	1	Small	100	6	5	28	gexf	5	1.6	5	1.6	1.6	NA
3278	Small.100.6.5.28.gexf	5	8	1	Small	100	6	5	28	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
3281	Small.100.10.2.28.gexf	2	8	1	Small	100	10	2	28	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
3282	Small.100.10.2.28.gexf	3	8	1	Small	100	10	2	28	gexf	5	1.6	5	1.6	1.6	NA
3283	Small.100.10.2.28.gexf	5	8	1	Small	100	10	2	28	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
3286	Small.100.10.5.28.gexf	2	6	1	Small	100	10	5	28	gexf	4	1.5	4	1.5	1.5	NA
3287	Small.100.10.5.28.gexf	3	6	1	Small	100	10	5	28	gexf	3	2	3	2	2	NA
3288	Small.100.10.5.28.gexf	5	6	1	Small	100	10	5	28	gexf	1	6	1	6	6	NA
3291	Small.100.24.2.28.gexf	2	23	1	Small	100	24	2	28	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
3292	Small.100.24.2.28.gexf	3	23	1	Small	100	24	2	28	gexf	20	1.15	20	1.15	1.15	NA
3293	Small.100.24.2.28.gexf	5	23	1	Small	100	24	2	28	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
3294	Small.100.24.2.28.gexf	10	23	1	Small	100	24	2	28	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
3296	Small.100.24.5.28.gexf	2	23	1	Small	100	24	5	28	gexf	21	1.0952380952381	21	1.0952380952381	1.0952380952381	NA
3297	Small.100.24.5.28.gexf	3	23	1	Small	100	24	5	28	gexf	20	1.15	20	1.15	1.15	NA
3298	Small.100.24.5.28.gexf	5	23	1	Small	100	24	5	28	gexf	18	1.27777777777778	18	1.27777777777778	1.27777777777778	NA
3299	Small.100.24.5.28.gexf	10	23	1	Small	100	24	5	28	gexf	13	1.76923076923077	13	1.76923076923077	1.76923076923077	NA
3301	Small.500.6.2.28.gexf	2	6	1	Small	500	6	2	28	gexf	4	1.5	4	1.5	1.5	NA
3302	Small.500.6.2.28.gexf	3	6	1	Small	500	6	2	28	gexf	3	2	3	2	2	NA
3303	Small.500.6.2.28.gexf	5	6	1	Small	500	6	2	28	gexf	1	6	1	6	6	NA
3306	Small.500.6.5.28.gexf	2	6	1	Small	500	6	5	28	gexf	4	1.5	4	1.5	1.5	NA
3307	Small.500.6.5.28.gexf	3	6	1	Small	500	6	5	28	gexf	3	2	3	2	2	NA
3308	Small.500.6.5.28.gexf	5	6	1	Small	500	6	5	28	gexf	1	6	1	6	6	NA
3311	Small.500.10.2.28.gexf	2	10	1	Small	500	10	2	28	gexf	8	1.25	8	1.25	1.25	NA
3312	Small.500.10.2.28.gexf	3	10	1	Small	500	10	2	28	gexf	7	1.42857142857143	7	1.42857142857143	1.42857142857143	NA
3313	Small.500.10.2.28.gexf	5	10	1	Small	500	10	2	28	gexf	5	2	5	2	2	NA
3316	Small.500.10.5.28.gexf	2	8	1	Small	500	10	5	28	gexf	6	1.33333333333333	6	1.33333333333333	1.33333333333333	NA
3317	Small.500.10.5.28.gexf	3	8	1	Small	500	10	5	28	gexf	5	1.6	5	1.6	1.6	NA
3318	Small.500.10.5.28.gexf	5	8	1	Small	500	10	5	28	gexf	3	2.66666666666667	3	2.66666666666667	2.66666666666667	NA
3321	Small.500.24.2.28.gexf	2	22	1	Small	500	24	2	28	gexf	20	1.1	20	1.1	1.1	NA
3322	Small.500.24.2.28.gexf	3	22	1	Small	500	24	2	28	gexf	19	1.15789473684211	19	1.15789473684211	1.15789473684211	NA
3323	Small.500.24.2.28.gexf	5	22	1	Small	500	24	2	28	gexf	17	1.29411764705882	17	1.29411764705882	1.29411764705882	NA
3324	Small.500.24.2.28.gexf	10	22	1	Small	500	24	2	28	gexf	12	1.83333333333333	12	1.83333333333333	1.83333333333333	NA
3326	Small.500.24.5.28.gexf	2	19	1	Small	500	24	5	28	gexf	17	1.11764705882353	17	1.11764705882353	1.11764705882353	NA
3327	Small.500.24.5.28.gexf	3	19	1	Small	500	24	5	28	gexf	16	1.1875	16	1.1875	1.1875	NA
