path	k	max.multirute.flow	iterations	k.0	n	multiple	ex	k.4	small_1	constant1	rmat_2	constant2	best.constant	best.alg
84	R-MAT.100.10.2.gexf	10	34.375	4	R-MAT	100	10	2	gexf	12	2.86458333333333	11	3.125	3.125	2
86	R-MAT.100.25.2.gexf	2	103	1	R-MAT	100	25	2	gexf	84	1.22619047619048	84	1.22619047619048	1.22619047619048	NA
87	R-MAT.100.25.2.gexf	3	103	1	R-MAT	100	25	2	gexf	79	1.30379746835443	79	1.30379746835443	1.30379746835443	NA
88	R-MAT.100.25.2.gexf	5	103	1	R-MAT	100	25	2	gexf	69	1.49275362318841	69	1.49275362318841	1.49275362318841	NA
89	R-MAT.100.25.2.gexf	10	102.3	2	R-MAT	100	25	2	gexf	48	2.13125	48	2.13125	2.13125	NA
91	R-MAT.500.5.2.gexf	2	58	1	R-MAT	500	5	2	gexf	49	1.18367346938776	49	1.18367346938776	1.18367346938776	NA
92	R-MAT.500.5.2.gexf	3	58	1	R-MAT	500	5	2	gexf	46	1.26086956521739	46	1.26086956521739	1.26086956521739	NA
93	R-MAT.500.5.2.gexf	5	58	1	R-MAT	500	5	2	gexf	42	1.38095238095238	42	1.38095238095238	1.38095238095238	NA
94	R-MAT.500.5.2.gexf	10	58	1	R-MAT	500	5	2	gexf	34	1.70588235294118	34	1.70588235294118	1.70588235294118	NA
96	R-MAT.500.10.2.gexf	2	94	1	R-MAT	500	10	2	gexf	83	1.13253012048193	83	1.13253012048193	1.13253012048193	NA
97	R-MAT.500.10.2.gexf	3	94	1	R-MAT	500	10	2	gexf	78	1.20512820512821	78	1.20512820512821	1.20512820512821	NA
98	R-MAT.500.10.2.gexf	5	94	1	R-MAT	500	10	2	gexf	70	1.34285714285714	70	1.34285714285714	1.34285714285714	NA
99	R-MAT.500.10.2.gexf	10	94	1	R-MAT	500	10	2	gexf	57	1.64912280701754	57	1.64912280701754	1.64912280701754	NA
100	R-MAT.500.10.2.gexf	50	64.5	18	R-MAT	500	10	2	gexf	10	6.45	10	6.45	6.45	NA
101	R-MAT.500.25.2.gexf	2	273	1	R-MAT	500	25	2	gexf	232	1.17672413793103	232	1.17672413793103	1.17672413793103	NA
102	R-MAT.500.25.2.gexf	3	273	1	R-MAT	500	25	2	gexf	222	1.22972972972973	222	1.22972972972973	1.22972972972973	NA
103	R-MAT.500.25.2.gexf	5	273	1	R-MAT	500	25	2	gexf	207	1.31884057971015	207	1.31884057971015	1.31884057971015	NA
104	R-MAT.500.25.2.gexf	10	273	1	R-MAT	500	25	2	gexf	177	1.54237288135593	177	1.54237288135593	1.54237288135593	NA
105	R-MAT.500.25.2.gexf	50	219.3	12	R-MAT	500	25	2	gexf	77	2.84805194805195	77	2.84805194805195	2.84805194805195	NA
106	R-MAT.1000.5.2.gexf	2	69	1	R-MAT	1000	5	2	gexf	60	1.15	60	1.15	1.15	NA
107	R-MAT.1000.5.2.gexf	3	69	1	R-MAT	1000	5	2	gexf	57	1.21052631578947	57	1.21052631578947	1.21052631578947	NA
108	R-MAT.1000.5.2.gexf	5	69	1	R-MAT	1000	5	2	gexf	52	1.32692307692308	52	1.32692307692308	1.32692307692308	NA
109	R-MAT.1000.5.2.gexf	10	69	1	R-MAT	1000	5	2	gexf	42	1.64285714285714	42	1.64285714285714	1.64285714285714	NA
111	R-MAT.1000.10.2.gexf	2	147	1	R-MAT	1000	10	2	gexf	128	1.1484375	128	1.1484375	1.1484375	NA
112	R-MAT.1000.10.2.gexf	3	147	1	R-MAT	1000	10	2	gexf	123	1.19512195121951	123	1.19512195121951	1.19512195121951	NA
113	R-MAT.1000.10.2.gexf	5	147	1	R-MAT	1000	10	2	gexf	114	1.28947368421053	114	1.28947368421053	1.28947368421053	NA
114	R-MAT.1000.10.2.gexf	10	147	1	R-MAT	1000	10	2	gexf	100	1.47	100	1.47	1.47	NA
115	R-MAT.1000.10.2.gexf	50	123.857142857143	10	R-MAT	1000	10	2	gexf	53	2.33692722371968	53	2.33692722371968	2.33692722371968	NA
116	R-MAT.1000.25.2.gexf	2	372	1	R-MAT	1000	25	2	gexf	336	1.10714285714286	336	1.10714285714286	1.10714285714286	NA
117	R-MAT.1000.25.2.gexf	3	372	1	R-MAT	1000	25	2	gexf	322	1.15527950310559	322	1.15527950310559	1.15527950310559	NA
118	R-MAT.1000.25.2.gexf	5	372	1	R-MAT	1000	25	2	gexf	301	1.2358803986711	301	1.2358803986711	1.2358803986711	NA
119	R-MAT.1000.25.2.gexf	10	372	1	R-MAT	1000	25	2	gexf	265	1.40377358490566	265	1.40377358490566	1.40377358490566	NA
120	R-MAT.1000.25.2.gexf	50	329.071428571429	10	R-MAT	1000	25	2	gexf	159	2.0696316262354	159	2.0696316262354	2.0696316262354	NA
121	R-MAT.50.5.3.gexf	2	13	1	R-MAT	50	5	3	gexf	8	1.625	8	1.625	1.625	NA
122	R-MAT.50.5.3.gexf	3	13	1	R-MAT	50	5	3	gexf	6	2.16666666666667	6	2.16666666666667	2.16666666666667	NA
123	R-MAT.50.5.3.gexf	5	12	2	R-MAT	50	5	3	gexf	5	2.4	4	3	3	2
126	R-MAT.50.10.3.gexf	2	20	1	R-MAT	50	10	3	gexf	13	1.53846153846154	13	1.53846153846154	1.53846153846154	NA
127	R-MAT.50.10.3.gexf	3	20	1	R-MAT	50	10	3	gexf	11	1.81818181818182	11	1.81818181818182	1.81818181818182	NA
128	R-MAT.50.10.3.gexf	5	18	3	R-MAT	50	10	3	gexf	7	2.57142857142857	7	2.57142857142857	2.57142857142857	NA
129	R-MAT.50.10.3.gexf	10	12.8333333333333	6	R-MAT	50	10	3	gexf	2	6.41666666666667	2	6.41666666666667	6.41666666666667	NA
131	R-MAT.50.25.3.gexf	2	68	1	R-MAT	50	25	3	gexf	48	1.41666666666667	48	1.41666666666667	1.41666666666667	NA
132	R-MAT.50.25.3.gexf	3	68	1	R-MAT	50	25	3	gexf	39	1.74358974358974	39	1.74358974358974	1.74358974358974	NA
133	R-MAT.50.25.3.gexf	5	68	1	R-MAT	50	25	3	gexf	29	2.3448275862069	29	2.3448275862069	2.3448275862069	NA
134	R-MAT.50.25.3.gexf	10	53.1666666666667	6	R-MAT	50	25	3	gexf	17	3.12745098039216	17	3.12745098039216	3.12745098039216	NA
136	R-MAT.100.5.3.gexf	2	15	1	R-MAT	100	5	3	gexf	11	1.36363636363636	11	1.36363636363636	1.36363636363636	NA
137	R-MAT.100.5.3.gexf	3	15	1	R-MAT	100	5	3	gexf	10	1.5	10	1.5	1.5	NA
138	R-MAT.100.5.3.gexf	5	15	1	R-MAT	100	5	3	gexf	8	1.875	8	1.875	1.875	NA
139	R-MAT.100.5.3.gexf	10	13.4444444444444	3	R-MAT	100	5	3	gexf	3	4.48148148148148	3	4.48148148148148	4.48148148148148	NA
141	R-MAT.100.10.3.gexf	2	40	1	R-MAT	100	10	3	gexf	29	1.37931034482759	29	1.37931034482759	1.37931034482759	NA
142	R-MAT.100.10.3.gexf	3	40	1	R-MAT	100	10	3	gexf	25	1.6	27	1.48148148148148	1.6	NA
143	R-MAT.100.10.3.gexf	5	39.6	3	R-MAT	100	10	3	gexf	21	1.88571428571429	21	1.88571428571429	1.88571428571429	NA
144	R-MAT.100.10.3.gexf	10	34.375	4	R-MAT	100	10	3	gexf	13	2.64423076923077	12	2.86458333333333	2.86458333333333	2
146	R-MAT.100.25.3.gexf	2	106	1	R-MAT	100	25	3	gexf	85	1.24705882352941	85	1.24705882352941	1.24705882352941	NA
147	R-MAT.100.25.3.gexf	3	106	1	R-MAT	100	25	3	gexf	77	1.37662337662338	77	1.37662337662338	1.37662337662338	NA
148	R-MAT.100.25.3.gexf	5	106	1	R-MAT	100	25	3	gexf	65	1.63076923076923	65	1.63076923076923	1.63076923076923	NA
149	R-MAT.100.25.3.gexf	10	102.3	3	R-MAT	100	25	3	gexf	45	2.27333333333333	45	2.27333333333333	2.27333333333333	NA
151	R-MAT.500.5.3.gexf	2	46	1	R-MAT	500	5	3	gexf	34	1.35294117647059	34	1.35294117647059	1.35294117647059	NA
152	R-MAT.500.5.3.gexf	3	46	1	R-MAT	500	5	3	gexf	31	1.48387096774194	31	1.48387096774194	1.48387096774194	NA
153	R-MAT.500.5.3.gexf	5	44.4	2	R-MAT	500	5	3	gexf	27	1.64444444444444	27	1.64444444444444	1.64444444444444	NA
154	R-MAT.500.5.3.gexf	10	40.7	2	R-MAT	500	5	3	gexf	21	1.93809523809524	21	1.93809523809524	1.93809523809524	NA
156	R-MAT.500.10.3.gexf	2	127	1	R-MAT	500	10	3	gexf	110	1.15454545454545	110	1.15454545454545	1.15454545454545	NA
157	R-MAT.500.10.3.gexf	3	127	1	R-MAT	500	10	3	gexf	104	1.22115384615385	104	1.22115384615385	1.22115384615385	NA
158	R-MAT.500.10.3.gexf	5	127	1	R-MAT	500	10	3	gexf	94	1.35106382978723	94	1.35106382978723	1.35106382978723	NA
159	R-MAT.500.10.3.gexf	10	127	1	R-MAT	500	10	3	gexf	78	1.62820512820513	78	1.62820512820513	1.62820512820513	NA
160	R-MAT.500.10.3.gexf	50	94.7142857142858	24	R-MAT	500	10	3	gexf	25	3.78857142857143	25	3.78857142857143	3.78857142857143	NA
161	R-MAT.500.25.3.gexf	2	267	1	R-MAT	500	25	3	gexf	212	1.25943396226415	212	1.25943396226415	1.25943396226415	NA
162	R-MAT.500.25.3.gexf	3	267	1	R-MAT	500	25	3	gexf	194	1.37628865979381	194	1.37628865979381	1.37628865979381	NA
163	R-MAT.500.25.3.gexf	5	267	1	R-MAT	500	25	3	gexf	180	1.48333333333333	180	1.48333333333333	1.48333333333333	NA
164	R-MAT.500.25.3.gexf	10	256.3	2	R-MAT	500	25	3	gexf	160	1.601875	160	1.601875	1.601875	NA
165	R-MAT.500.25.3.gexf	50	196.883720930233	9	R-MAT	500	25	3	gexf	75	2.62511627906977	75	2.62511627906977	2.62511627906977	NA
166	R-MAT.1000.5.3.gexf	2	79	1	R-MAT	1000	5	3	gexf	66	1.1969696969697	66	1.1969696969697	1.1969696969697	NA
167	R-MAT.1000.5.3.gexf	3	79	1	R-MAT	1000	5	3	gexf	63	1.25396825396825	63	1.25396825396825	1.25396825396825	NA
168	R-MAT.1000.5.3.gexf	5	79	1	R-MAT	1000	5	3	gexf	59	1.33898305084746	59	1.33898305084746	1.33898305084746	NA
169	R-MAT.1000.5.3.gexf	10	79	1	R-MAT	1000	5	3	gexf	49	1.61224489795918	49	1.61224489795918	1.61224489795918	NA
170	R-MAT.1000.5.3.gexf	50	58.8461538461538	13	R-MAT	1000	5	3	gexf	7	8.40659340659341	7	8.40659340659341	8.40659340659341	NA
171	R-MAT.1000.10.3.gexf	2	134	1	R-MAT	1000	10	3	gexf	113	1.1858407079646	113	1.1858407079646	1.1858407079646	NA
172	R-MAT.1000.10.3.gexf	3	134	1	R-MAT	1000	10	3	gexf	108	1.24074074074074	108	1.24074074074074	1.24074074074074	NA
173	R-MAT.1000.10.3.gexf	5	134	1	R-MAT	1000	10	3	gexf	100	1.34	100	1.34	1.34	NA
174	R-MAT.1000.10.3.gexf	10	133.1	2	R-MAT	1000	10	3	gexf	88	1.5125	88	1.5125	1.5125	NA
175	R-MAT.1000.10.3.gexf	50	108.954545454545	9	R-MAT	1000	10	3	gexf	40	2.72386363636364	40	2.72386363636364	2.72386363636364	NA
176	R-MAT.1000.25.3.gexf	2	340	1	R-MAT	1000	25	3	gexf	291	1.16838487972509	291	1.16838487972509	1.16838487972509	NA
177	R-MAT.1000.25.3.gexf	3	340	1	R-MAT	1000	25	3	gexf	276	1.23188405797101	276	1.23188405797101	1.23188405797101	NA
178	R-MAT.1000.25.3.gexf	5	340	1	R-MAT	1000	25	3	gexf	256	1.328125	256	1.328125	1.328125	NA
179	R-MAT.1000.25.3.gexf	10	340	1	R-MAT	1000	25	3	gexf	230	1.47826086956522	230	1.47826086956522	1.47826086956522	NA
180	R-MAT.1000.25.3.gexf	50	282.2	7	R-MAT	1000	25	3	gexf	134	2.10597014925373	134	2.10597014925373	2.10597014925373	NA
181	R-MAT.50.5.4.gexf	2	7	1	R-MAT	50	5	4	gexf	5	1.4	5	1.4	1.4	NA
182	R-MAT.50.5.4.gexf	3	7	1	R-MAT	50	5	4	gexf	4	1.75	4	1.75	1.75	NA
183	R-MAT.50.5.4.gexf	5	7	1	R-MAT	50	5	4	gexf	2	3.5	2	3.5	3.5	NA
186	R-MAT.50.10.4.gexf	2	30	1	R-MAT	50	10	4	gexf	20	1.5	20	1.5	1.5	NA
187	R-MAT.50.10.4.gexf	3	30	1	R-MAT	50	10	4	gexf	17	1.76470588235294	17	1.76470588235294	1.76470588235294	NA
188	R-MAT.50.10.4.gexf	5	28.8	2	R-MAT	50	10	4	gexf	13	2.21538461538462	16	1.8	2.21538461538462	NA
189	R-MAT.50.10.4.gexf	10	23.375	4	R-MAT	50	10	4	gexf	7	3.33928571428571	6	3.89583333333333	3.89583333333333	2
191	R-MAT.50.25.4.gexf	2	83	1	R-MAT	50	25	4	gexf	55	1.50909090909091	55	1.50909090909091	1.50909090909091	NA
192	R-MAT.50.25.4.gexf	3	83	1	R-MAT	50	25	4	gexf	48	1.72916666666667	48	1.72916666666667	1.72916666666667	NA
193	R-MAT.50.25.4.gexf	5	79.2	3	R-MAT	50	25	4	gexf	38	2.08421052631579	38	2.08421052631579	2.08421052631579	NA
194	R-MAT.50.25.4.gexf	10	66	5	R-MAT	50	25	4	gexf	21	3.14285714285714	21	3.14285714285714	3.14285714285714	NA
196	R-MAT.100.5.4.gexf	2	24	1	R-MAT	100	5	4	gexf	17	1.41176470588235	17	1.41176470588235	1.41176470588235	NA
197	R-MAT.100.5.4.gexf	3	24	1	R-MAT	100	5	4	gexf	15	1.6	15	1.6	1.6	NA
198	R-MAT.100.5.4.gexf	5	24	1	R-MAT	100	5	4	gexf	11	2.18181818181818	11	2.18181818181818	2.18181818181818	NA
199	R-MAT.100.5.4.gexf	10	20.1666666666667	6	R-MAT	100	5	4	gexf	6	3.36111111111111	6	3.36111111111111	3.36111111111111	NA
201	R-MAT.100.10.4.gexf	2	38	1	R-MAT	100	10	4	gexf	29	1.31034482758621	29	1.31034482758621	1.31034482758621	NA
202	R-MAT.100.10.4.gexf	3	38	1	R-MAT	100	10	4	gexf	25	1.52	25	1.52	1.52	NA
203	R-MAT.100.10.4.gexf	5	38	1	R-MAT	100	10	4	gexf	19	2	19	2	2	NA
204	R-MAT.100.10.4.gexf	10	33	5	R-MAT	100	10	4	gexf	12	2.75	12	2.75	2.75	NA
206	R-MAT.100.25.4.gexf	2	98	1	R-MAT	100	25	4	gexf	81	1.20987654320988	81	1.20987654320988	1.20987654320988	NA
207	R-MAT.100.25.4.gexf	3	98	1	R-MAT	100	25	4	gexf	75	1.30666666666667	75	1.30666666666667	1.30666666666667	NA
208	R-MAT.100.25.4.gexf	5	98	1	R-MAT	100	25	4	gexf	65	1.50769230769231	65	1.50769230769231	1.50769230769231	NA
209	R-MAT.100.25.4.gexf	10	97.9	3	R-MAT	100	25	4	gexf	46	2.12826086956522	46	2.12826086956522	2.12826086956522	NA
211	R-MAT.500.5.4.gexf	2	65	1	R-MAT	500	5	4	gexf	56	1.16071428571429	56	1.16071428571429	1.16071428571429	NA
212	R-MAT.500.5.4.gexf	3	65	1	R-MAT	500	5	4	gexf	53	1.22641509433962	53	1.22641509433962	1.22641509433962	NA
213	R-MAT.500.5.4.gexf	5	65	1	R-MAT	500	5	4	gexf	48	1.35416666666667	48	1.35416666666667	1.35416666666667	NA
214	R-MAT.500.5.4.gexf	10	65	1	R-MAT	500	5	4	gexf	38	1.71052631578947	38	1.71052631578947	1.71052631578947	NA
216	R-MAT.500.10.4.gexf	2	98	1	R-MAT	500	10	4	gexf	86	1.13953488372093	86	1.13953488372093	1.13953488372093	NA
217	R-MAT.500.10.4.gexf	3	98	1	R-MAT	500	10	4	gexf	81	1.20987654320988	81	1.20987654320988	1.20987654320988	NA
218	R-MAT.500.10.4.gexf	5	98	1	R-MAT	500	10	4	gexf	75	1.30666666666667	75	1.30666666666667	1.30666666666667	NA
219	R-MAT.500.10.4.gexf	10	98	1	R-MAT	500	10	4	gexf	64	1.53125	64	1.53125	1.53125	NA
220	R-MAT.500.10.4.gexf	50	75	19	R-MAT	500	10	4	gexf	17	4.41176470588235	17	4.41176470588235	4.41176470588235	NA
221	R-MAT.500.25.4.gexf	2	249	1	R-MAT	500	25	4	gexf	213	1.16901408450704	213	1.16901408450704	1.16901408450704	NA
222	R-MAT.500.25.4.gexf	3	249	1	R-MAT	500	25	4	gexf	200	1.245	200	1.245	1.245	NA
223	R-MAT.500.25.4.gexf	5	249	1	R-MAT	500	25	4	gexf	179	1.39106145251397	179	1.39106145251397	1.39106145251397	NA
224	R-MAT.500.25.4.gexf	10	249	1	R-MAT	500	25	4	gexf	151	1.64900662251656	151	1.64900662251656	1.64900662251656	NA
225	R-MAT.500.25.4.gexf	50	187.829268292683	11	R-MAT	500	25	4	gexf	71	2.64548265200962	71	2.64548265200962	2.64548265200962	NA
226	R-MAT.1000.5.4.gexf	2	75	1	R-MAT	1000	5	4	gexf	66	1.13636363636364	66	1.13636363636364	1.13636363636364	NA
227	R-MAT.1000.5.4.gexf	3	75	1	R-MAT	1000	5	4	gexf	64	1.171875	64	1.171875	1.171875	NA
228	R-MAT.1000.5.4.gexf	5	75	1	R-MAT	1000	5	4	gexf	60	1.25	60	1.25	1.25	NA
229	R-MAT.1000.5.4.gexf	10	75	1	R-MAT	1000	5	4	gexf	51	1.47058823529412	51	1.47058823529412	1.47058823529412	NA
230	R-MAT.1000.5.4.gexf	50	63.1428571428572	10	R-MAT	1000	5	4	gexf	11	5.74025974025974	11	5.74025974025974	5.74025974025974	NA
231	R-MAT.1000.10.4.gexf	2	159	1	R-MAT	1000	10	4	gexf	133	1.19548872180451	133	1.19548872180451	1.19548872180451	NA
232	R-MAT.1000.10.4.gexf	3	159	1	R-MAT	1000	10	4	gexf	129	1.23255813953488	129	1.23255813953488	1.23255813953488	NA
233	R-MAT.1000.10.4.gexf	5	159	1	R-MAT	1000	10	4	gexf	122	1.30327868852459	122	1.30327868852459	1.30327868852459	NA
234	R-MAT.1000.10.4.gexf	10	157.3	2	R-MAT	1000	10	4	gexf	110	1.43	110	1.43	1.43	NA
235	R-MAT.1000.10.4.gexf	50	134.454545454545	8	R-MAT	1000	10	4	gexf	55	2.44462809917355	55	2.44462809917355	2.44462809917355	NA
236	R-MAT.1000.25.4.gexf	2	374	1	R-MAT	1000	25	4	gexf	325	1.15076923076923	325	1.15076923076923	1.15076923076923	NA
237	R-MAT.1000.25.4.gexf	3	374	1	R-MAT	1000	25	4	gexf	308	1.21428571428571	308	1.21428571428571	1.21428571428571	NA
238	R-MAT.1000.25.4.gexf	5	374	1	R-MAT	1000	25	4	gexf	286	1.30769230769231	286	1.30769230769231	1.30769230769231	NA
239	R-MAT.1000.25.4.gexf	10	374	1	R-MAT	1000	25	4	gexf	259	1.44401544401544	259	1.44401544401544	1.44401544401544	NA
240	R-MAT.1000.25.4.gexf	50	317.086956521739	6	R-MAT	1000	25	4	gexf	159	1.99425758818704	159	1.99425758818704	1.99425758818704	NA
241	R-MAT.50.5.5.gexf	2	12	1	R-MAT	50	5	5	gexf	9	1.33333333333333	8	1.5	1.5	2
242	R-MAT.50.5.5.gexf	3	12	1	R-MAT	50	5	5	gexf	9	1.33333333333333	7	1.71428571428571	1.71428571428571	2
243	R-MAT.50.5.5.gexf	5	10.8	2	R-MAT	50	5	5	gexf	7	1.54285714285714	5	2.16	2.16	2
246	R-MAT.50.10.5.gexf	2	24	1	R-MAT	50	10	5	gexf	20	1.2	19	1.26315789473684	1.26315789473684	2
247	R-MAT.50.10.5.gexf	3	24	1	R-MAT	50	10	5	gexf	18	1.33333333333333	18	1.33333333333333	1.33333333333333	NA
248	R-MAT.50.10.5.gexf	5	24	1	R-MAT	50	10	5	gexf	15	1.6	14	1.71428571428571	1.71428571428571	2
249	R-MAT.50.10.5.gexf	10	24	1	R-MAT	50	10	5	gexf	11	2.18181818181818	7	3.42857142857143	3.42857142857143	2
251	R-MAT.50.25.5.gexf	2	72	1	R-MAT	50	25	5	gexf	52	1.38461538461538	52	1.38461538461538	1.38461538461538	NA
252	R-MAT.50.25.5.gexf	3	72	1	R-MAT	50	25	5	gexf	45	1.6	45	1.6	1.6	NA
253	R-MAT.50.25.5.gexf	5	72	1	R-MAT	50	25	5	gexf	35	2.05714285714286	35	2.05714285714286	2.05714285714286	NA
254	R-MAT.50.25.5.gexf	10	61.875	5	R-MAT	50	25	5	gexf	19	3.25657894736842	19	3.25657894736842	3.25657894736842	NA
256	R-MAT.100.5.5.gexf	2	19	1	R-MAT	100	5	5	gexf	11	1.72727272727273	11	1.72727272727273	1.72727272727273	NA
257	R-MAT.100.5.5.gexf	3	17.3333333333333	2	R-MAT	100	5	5	gexf	9	1.92592592592593	9	1.92592592592593	1.92592592592593	NA
258	R-MAT.100.5.5.gexf	5	15.6	2	R-MAT	100	5	5	gexf	6	2.6	6	2.6	2.6	NA
259	R-MAT.100.5.5.gexf	10	11	5	R-MAT	100	5	5	gexf	1	11	1	11	11	NA
261	R-MAT.100.10.5.gexf	2	39	1	R-MAT	100	10	5	gexf	32	1.21875	32	1.21875	1.21875	NA
262	R-MAT.100.10.5.gexf	3	39	1	R-MAT	100	10	5	gexf	29	1.3448275862069	29	1.3448275862069	1.3448275862069	NA
263	R-MAT.100.10.5.gexf	5	39	1	R-MAT	100	10	5	gexf	23	1.69565217391304	23	1.69565217391304	1.69565217391304	NA
264	R-MAT.100.10.5.gexf	10	38.5	2	R-MAT	100	10	5	gexf	13	2.96153846153846	13	2.96153846153846	2.96153846153846	NA
266	R-MAT.100.25.5.gexf	2	113	1	R-MAT	100	25	5	gexf	93	1.21505376344086	93	1.21505376344086	1.21505376344086	NA
267	R-MAT.100.25.5.gexf	3	113	1	R-MAT	100	25	5	gexf	83	1.36144578313253	83	1.36144578313253	1.36144578313253	NA
268	R-MAT.100.25.5.gexf	5	113	1	R-MAT	100	25	5	gexf	69	1.63768115942029	69	1.63768115942029	1.63768115942029	NA
269	R-MAT.100.25.5.gexf	10	113	1	R-MAT	100	25	5	gexf	46	2.45652173913043	46	2.45652173913043	2.45652173913043	NA
